Subawardee UEI,Subawardee NAICS-6 (Primary),Subawardee NAICS-6 Description,Parent UEI,Parent Vendor Name,Subawardee Vendor Name,Predominant Place of Performance (by records),Subaward $M,Published Subaward Records,First Subaward,Last Subaward,Capability Domain Archetype (D),Capability Domain Archetype Basis,Primary Output Archetype (P),Primary Output Archetype Basis,Role / Description,Source URLs
GHVMX1DLDAK6,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,ADOLF WURTH GMBH & CO KG,"WURTH REVCAR FASTENERS, INC.",Domestic,0.87627,10,2022-02-25,2024-09-23,,,,,,
S9FENR91JGV9,331513,Steel Foundries (except Investment),,,THE CARONDELET FOUNDRY CORPORATION,Domestic,0.868352,4,2022-12-16,2025-01-14,,,,,,
M35SG6PKLJB3,332996,Fabricated Pipe and Pipe Fitting Manufacturing,,"ALASKAN COPPER COMPANIES, INC.","ALASKAN COPPER COMPANIES, INC.",Domestic,0.865942,9,2020-05-08,2024-08-20,,,,,,
DNY9WHR3SKK6,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,CLARK-RELIANCE LLC,CLARK-RELIANCE LLC,Domestic,0.844852,7,2022-01-05,2024-11-12,,,,,,
C1NAJQ34VWM5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,CAMERON ENERGY SERVICES CORP.,Domestic,0.800025,7,2022-11-04,2024-10-30,,,,,,
R82KDN15JP13,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,"LEIDOS HOLDINGS, INC.","DYNETICS TECHNICAL SOLUTIONS, INC.",Domestic,0.792598,4,2019-07-03,2019-07-08,,,,,,
MEQJENNPRLG9,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",,,"MASS CRANE & HOIST SERVICES, INC",Domestic,0.78872,2,2022-10-24,2024-10-04,,,,,,
UNG7G6S4JRA6,339999,All Other Miscellaneous Manufacturing,,5TH AXIS LLC,"5TH AXIS, LLC",Domestic,0.782068,26,2018-08-23,2024-12-04,,,,,,
WJ1XMJMTSYL9,334519,Other Measuring and Controlling Device Manufacturing,,,"PAROSCIENTIFIC, INC.",Domestic,0.781787,14,2017-07-20,2024-11-01,,,,,,
DDQCLD6FEJJ6,332721,Precision Turned Product Manufacturing,,"STANLEY BLACK & DECKER, INC.","TOG MANUFACTURING COMPANY, INC.",Domestic,0.770482,7,2019-02-14,2025-01-14,,,,,,
CSB6FUPJ5TC1,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,Doerfer Acquisition Company,"TDS AUTOMATION, INC.",Domestic,0.769231,3,2021-01-19,2024-10-08,,,,,,
JHPXZQA4R1X1,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,,"BLACK ROCK TECHNOLOGY GROUP, LLC",Domestic,0.768603,12,2017-09-19,2024-09-25,,,,,,
QPB2M919LQM5,331529,Other Nonferrous Metal Foundries (except Die-Casting),,MATERION CORPORATION,MATERION BRUSH INC,Domestic,0.761938,3,2024-06-14,2024-06-14,,,,,,
PUFMZLZJ2BY2,332613,Spring Manufacturing,,,MATTHEW WARREN INC,Domestic,0.73789,4,2023-12-07,2024-11-07,,,,,,
EDJPMQN1HSJ1,339113,Surgical Appliance and Supplies Manufacturing,,MSA Safety Incorporated,MSA SAFETY SALES LLC,Domestic,0.732755,5,2019-03-20,2024-06-12,,,,,,
XEYGFMKSLWW5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,THE BUTLER WELDMENTS CORPORATION,THE BUTLER WELDMENTS CORPORATION,Domestic,0.72981,5,2023-02-22,2024-09-03,,,,,,
VJFKVNQBYVL5,326291,Rubber Product Manufacturing for Mechanical Use,,"GREENE RUBBER COMPANY, INC.",GREENE RUBBER CO INC,Domestic,0.72947,15,2018-04-30,2025-01-09,,,,,,
XFM4VGW1NBE4,335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",,"L.C.DOANE COMPANY,THE","L.C.DOANE COMPANY,THE",Domestic,0.725005,9,2018-08-01,2024-05-30,,,,,,
NGMSB6M2QKA4,423840,Industrial Supplies Merchant Wholesalers,,,ASA ENVIRONMENTAL PRODUCTS INC,Domestic,0.721239,9,2018-05-24,2024-11-20,,,,,,
JEDSVNSMLTN4,561320,Temporary Help Services,,"ON ASSIGNMENT, INC.","OXFORD GLOBAL RESOURCES, LLC",Domestic,0.7176,1,2019-09-12,2019-09-12,,,,,,
K6LKL4BYZGZ6,541519,Other Computer Related Services,,,TRILOGIC SYSTEMS CORPORATION,Domestic,0.708161,7,2019-07-31,2024-10-04,,,,,,
WEK3JBN7G6L7,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,,,ADMIRAL FILTER COMPANY LLC,Domestic,0.699791,6,2017-02-09,2021-03-25,,,,,,
RDRYVJJX3NA5,541330,Engineering Services,,,"ELECTRO STANDARDS LABORATORY, INC.",Domestic,0.696115,7,2018-04-03,2022-03-25,,,,,,
JFHLZNJLWAN5,332710,Machine Shops,,,"TM INDUSTRIES, LLC",Domestic,0.674917,12,2022-12-15,2024-09-25,,,,,,
EB3GK67LJFR1,335314,Relay and Industrial Control Manufacturing,,"SCHWEITZER ENGINEERING LABORATORIES, INC.",SCHWEITZER ENGINEERING LABORATORIES INC,Domestic,0.670452,3,2021-01-19,2023-06-15,,,,,,
XDF1FRDG8KK4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,QINETIQ GROUP PLC,"FOSTER-MILLER, INC.",Domestic,0.652146,3,2020-04-30,2023-04-27,,,,,,
C3L9A8H3TWG5,,"n/a (SAM record, no NAICS)",,,"AERO NAV LABORATORIES, INC.",Domestic,0.649323,13,2016-02-24,2024-03-01,,,,,,
GNH1FJWKY3G3,331529,Other Nonferrous Metal Foundries (except Die-Casting),,,WEST PHILA BRONZE CO INC,Domestic,0.633874,13,2016-08-24,2025-01-23,,,,,,
FNBNKXCC3QD8,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,Investment AB Latour,SUPERBOLT INC.,Domestic,0.614721,3,2016-03-18,2022-11-23,,,,,,
E83TNKA9JCY6,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,AIR SYSTEMS COMPONENTS INC,Domestic,0.601103,4,2019-07-26,2024-09-03,,,,,,
PS39EKC82UU5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,"Commerce Bancshares, Inc.",DIT-MCO INTERNATIONAL LLC,Domestic,0.594753,2,2018-10-11,2019-06-13,,,,,,
DJMMEPKGGNB3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TE Connectivity Ltd.,"MEASUREMENT SPECIALTIES, INC.",Domestic,0.593741,4,2019-09-13,2024-09-26,,,,,,
N1C5QLNPJLS4,334111,Electronic Computer Manufacturing,,Dell Technologies Inc.,DELL FEDERAL SYSTEMS L.P,Domestic,0.58726,7,2021-07-20,2024-09-27,,,,,,
UE9QJD4KK1L6,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,"LEIDOS HOLDINGS, INC.","LEIDOS, INC.",Domestic,0.580921,4,2022-09-23,2023-06-06,,,,,,
M618ETNNYA77,332721,Precision Turned Product Manufacturing,,,DROITCOUR CO,Domestic,0.570416,8,2019-10-11,2024-11-22,,,,,,
E6KQEMMCJ9B6,334111,Electronic Computer Manufacturing,,"ATRENNE COMPUTING SOLUTIONS, LLC","ATRENNE COMPUTING SOLUTIONS, LLC",Domestic,0.561585,2,2023-05-24,2023-06-20,,,,,,
WW6HFEMKWPC5,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,FRIES SPINNING & STAMPINGS INC,Domestic,0.55501,1,2017-07-27,2017-07-27,,,,,,
W547TUQXJ8Y4,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,CARVER PUMP COMPANY,CARVER PUMP COMPANY,Domestic,0.551921,1,2024-09-19,2024-09-19,,,,,,
EJT5ERY72NJ3,541330,Engineering Services,,,WELLS PROFESSIONAL CONSULTING SERVICES LLC,Domestic,0.5488,4,2024-07-05,2024-10-08,,,,,,
GE3JLF1PZBM8,541380,Testing Laboratories and Services,,RETLIF INCORPORATED,RETLIF INCORPORATED,Domestic,0.546032,8,2019-03-08,2022-03-07,,,,,,
MQHCDMP17GK7,,n/a (no SAM record),,PRYSMIAN SPA,DRAKA CABLETEQ USA INC,Domestic,0.539158,2,2016-01-06,2018-08-03,,,,,,
JLZUKW73FAM9,,n/a (no SAM record),,"Dynamic Precision Group, Inc.","Paradigm Precision Holdings, LLC",Domestic,0.525452,2,2016-10-07,2017-08-21,,,,,,
KYFUJ83L3UY9,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",,THE TIMKEN COMPANY,CONE DRIVE OPERATIONS INC,Domestic,0.522172,1,2024-09-04,2024-09-04,,,,,,
LYV8XEV314F6,332323,Ornamental and Architectural Metal Work Manufacturing,,UNIVERSAL MANUFACTURING CORP.,UNIVERSAL MANUFACTURING CORP.,Domestic,0.521748,4,2016-11-01,2023-05-26,,,,,,
YA7EN5YYJYS8,,n/a (no SAM record),,"APOLLO PROFESSIONAL SOLUTIONS, INC.","APOLLO PROFESSIONAL SOLUTIONS, INC.",Domestic,0.514064,7,2016-04-04,2018-01-10,,,,,,
H5YBZ3M7LKG3,423830,Industrial Machinery and Equipment Merchant Wholesalers,,"HAYES PUMP, INC.","HAYES PUMP, INC.",Domestic,0.513738,2,2020-10-29,2021-02-10,,,,,,
EFVKMVKJ7WA4,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",,,FIBA TECHNOLOGIES INC,Domestic,0.491718,1,2024-10-08,2024-10-08,,,,,,
R2D6XY1EM6J8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,SENSARAS,Domestic,0.483998,4,2017-04-24,2018-08-31,,,,,,
HF33ZG3KCKL5,,n/a (no SAM record),,LORD CORPORATION,LORD CORPORATION,Domestic,0.474069,4,2017-01-27,2018-10-02,,,,,,
MDH6KH9D4SG7,335313,Switchgear and Switchboard Apparatus Manufacturing,,SCHNEIDER ELECTRIC SE,"ASCO POWER TECHNOLOGIES, L..P.",Domestic,0.472719,5,2018-08-08,2024-04-18,,,,,,
V73QNVKJWAJ9,334111,Electronic Computer Manufacturing,,"DEXTER APACHE HOLDINGS, INC.",CRYSTAL GROUP INC.,Domestic,0.466528,3,2016-07-12,2019-01-16,,,,,,
T3DYDNW4KVC7,423840,Industrial Supplies Merchant Wholesalers,,,"KAUFMAN COMPANY, INC.",Domestic,0.461927,4,2023-01-27,2023-09-29,,,,,,
HYNSUU4GPWA9,541611,Administrative Management and General Management Consulting Services,,,GLOBAL EXECUTIVE SOLUTIONS LLC,Domestic,0.443233,1,2024-08-12,2024-08-12,,,,,,
HMBSX7Z72UK4,326291,Rubber Product Manufacturing for Mechanical Use,,ESCO TECHNOLOGIES INC.,"WESTLAND TECHNOLOGIES, INC.",Domestic,0.440464,7,2019-01-30,2022-10-31,,,,,"Westland Technologies supplies molded elastomeric submarine products such as acoustic baffles, hull treatments, vibration damping, and signature-reduction components. Westland lists the Columbia class among its supported programs, although the exact part number or ship location is not public.","https://westland.globecomposite.com/
https://westland.globecomposite.com/capabilities
https://www.globecomposite.com/"
MYNQR7KVKSA6,334111,Electronic Computer Manufacturing,,SCHNEIDER ELECTRIC SE,SCHNEIDER ELECTRIC SYSTEMS USA INC,Domestic,0.425449,1,2023-09-29,2023-09-29,,,,,,
NRFJMVNYQ6C3,541330,Engineering Services,,"ZAPATA GROUP, INC.","ZAPATA GROUP, INC.",Domestic,0.42347,1,2021-02-26,2021-02-26,,,,,,
MWJTQK36KMG3,562910,Remediation Services,,"ZAPATA GROUP, INC.",ZAPATA INCORPORATED,Domestic,0.419622,2,2019-03-18,2019-03-29,,,,,,
NSEVFLRKSUV1,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",,Alta Equipment Group Inc.,"NITCO, LLC",Domestic,0.41577,2,2021-07-20,2022-02-22,,,,,,
V1XJX2JT3JK1,,"n/a (SAM record, no NAICS)",,Vector Stiftung,VECTOR NORTH AMERICA INC.,Domestic,0.414093,4,2020-01-16,2022-02-24,,,,,,
RK6GKSXPC8W7,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,ARNOLD MAGNETICS CORPORATION,Domestic,0.39931,3,2017-10-04,2018-09-06,,,,,,
P2LCCMCFB788,325991,Custom Compounding of Purchased Resins,,"IDEAS TO MARKET, LP",ECOMASS TECHNOLOGIES LP,Domestic,0.3915,1,2016-10-27,2016-10-27,,,,,,
D1L2HV3GLLY3,423510,Metal Service Centers and Other Metal Merchant Wholesalers,,TIOGA PIPE INC,TIOGA PIPE INC,Domestic,0.3866,2,2024-11-22,2024-11-22,,,,,,
EKY1E33VMH27,532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,,,"UNITED RENTALS (NORTH AMERICA), INC.",Domestic,0.368796,1,2023-04-28,2023-04-28,,,,,,
XNFVD42NAB73,236220,Commercial and Institutional Building Construction,,,TRIAS CONSTRUCTION LLC,Domestic,0.357811,2,2023-06-21,2023-09-22,,,,,,
K572F32CSLG5,,"n/a (SAM record, no NAICS)",,,MANPOWER INC.,Domestic,0.35545,2,2023-05-15,2023-11-09,,,,,,
QLTXH525A671,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,,"RAPID PREP, LLC","RAPID PREP, LLC",Domestic,0.340773,6,2018-08-10,2024-04-02,,,,,,
ZA7HPV7XXUE3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,"MERRILL TECHNOLOGIES GROUP, INC.","MERRILL TECHNOLOGIES GROUP, INC.",Domestic,0.332954,1,2021-11-18,2021-11-18,,,,,,
SJDXENRDPKE8,513210,Software Publishers,,SOPHEON PLC,SOPHEON CORPORATION,Domestic,0.327744,2,2021-01-14,2021-01-14,,,,,,
XSVGNUK78U74,331524,Aluminum Foundries (except Die-Casting),,Christian Peter Thomsen Holding ApS,BAC CORROSION CONTROL A/S,Foreign,0.321712,2,2019-06-17,2019-06-17,,,,,,
NKNLZEBJBM67,332912,Fluid Power Valve and Hose Fitting Manufacturing,,Transdigm Group Incorporated,TRANSDIGM INC,Domestic,0.318626,4,2022-01-26,2024-08-29,,,,,,
CZKYJKB7H9J7,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,"Efg Holdings, Inc.","VEGAS FASTENER MANUFACTURING, LLC",Domestic,0.310949,6,2021-11-22,2024-07-24,,,,,,
TSJLBQWEYD73,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,,CUSTOM MAGNETICS OF CALIFORNIA INC,Domestic,0.310548,2,2021-05-28,2023-01-27,,,,,,
JM2GNDJLDWL5,332312,Fabricated Structural Metal Manufacturing,,ADVEX CORPORATION,ADVEX CORPORATION,Domestic,0.310109,2,2024-04-26,2024-04-26,,,,,,
WVERJSJEZ4U8,541380,Testing Laboratories and Services,,LABORATORY TESTING INC,LABORATORY TESTING INC,Domestic,0.309649,3,2016-07-25,2023-04-11,,,,,,
UGQ9ZMC59WA6,332618,Other Fabricated Wire Product Manufacturing,,,"CABLEWORKS, INC.",Domestic,0.307234,3,2017-08-18,2024-10-23,,,,,,
H12BMH6V6495,,n/a (no SAM record),,,"PIMA VALVE, LLC",Domestic,0.303345,1,2019-05-16,2019-05-16,,,,,,
VJMTKNLENX24,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,FINMECCANICA S.PA.,ENGINEERED COIL COMPANY,Domestic,0.300394,16,2016-05-23,2024-08-27,,,,,"Engineered Coil Company is Leonardo DRS’s Marlo Coil operation in High Ridge, Missouri, which manufactures Navy HVAC/refrigeration coils and heat exchangers. DRS names High Ridge as a Columbia manufacturing site, but its public announcement does not identify which Columbia electric-propulsion or auxiliary component is made there, so a more specific assignment is not supportable.","https://www.highergov.com/awardee/engineered-coil-company-10113359/
https://www.leonardodrs.com/what-we-do/products-and-services/navy-and-marine-coils/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/"
DQ8FL1MAR4K5,,"n/a (SAM record, no NAICS)",,,"NAVAL AND MARITIME CONSORTIUM, INC.",Domestic,0.3,1,2021-06-18,2021-06-18,,,,,,
KQJTYTVTATY8,334111,Electronic Computer Manufacturing,,"NORTH ATLANTIC INDUSTRIES, INC.","NORTH ATLANTIC INDUSTRIES, INC.",Domestic,0.297472,2,2020-11-06,2021-09-02,,,,,,
YFAKM74HKAT9,541330,Engineering Services,,,"RZ DESIGN ASSOCIATES, INC",Domestic,0.2895,2,2023-06-21,2024-02-29,,,,,,
M1BVCGDKJ1L7,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,RAYTHEON COMPANY,RAYTHEON COMPANY,Domestic,0.287229,2,2018-06-27,2021-02-11,,,,,,
DP49VT4FA4J3,541511,Custom Computer Programming Services,,ADACORE,"ADA CORE TECHNOLOGIES, INC.",Domestic,0.285973,2,2021-06-10,2024-07-10,,,,,,
LKXHMX1K3AC5,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,EMERSON ELECTRIC CO,NATIONAL INSTRUMENTS CORP,Domestic,0.280167,5,2018-02-23,2023-01-26,,,,,,
FH8KQEYJMGL3,326299,All Other Rubber Product Manufacturing,,LORD CORPORATION,LORD CORPORATION,Domestic,0.277339,2,2017-09-21,2017-09-21,,,,,,
QPFMBXNMQM85,561320,Temporary Help Services,,"AEROTEK AFFILIATED SERVICES, INC.","AEROTEK AFFILIATED SERVICES, INC.",Domestic,0.276546,3,2017-02-14,2023-04-25,,,,,,
CXQ7A9JSV3K5,335314,Relay and Industrial Control Manufacturing,,ULTRA ELECTRONICS HOLDINGS PLC,MEASUREMENT SYSTEMS INC,Domestic,0.27209,4,2020-06-17,2024-08-06,,,,,,
Z86FMF9P1KD6,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,"G. S. E. DYNAMICS, INC.","G. S. E. DYNAMICS, INC.",Domestic,0.270326,5,2022-04-01,2024-08-05,,,,,,
EWDVBA6GPR39,238210,Electrical Contractors and Other Wiring Installation Contractors,,,PAVION CORP.,Domestic,0.27,1,2024-10-16,2024-10-16,,,,,,
VBFXNRMUYSK6,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,"Nest Parent, Inc.",NTS TECHNICAL SYSTEMS,Domestic,0.269677,3,2018-06-11,2022-02-25,,,,,,
HK1VJ4NJ6QN7,,n/a (no SAM record),,,Lovejoy Curtis LLC,Domestic,0.2679,3,2021-08-12,2022-02-24,,,,,,
MUD4KL77FK98,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,TURNBULL LLC,TURNBULL LLC,Domestic,0.265159,5,2018-08-24,2024-11-12,,,,,,
NRCCMBKQ6FD7,541512,Computer Systems Design Services,,"LEIDOS HOLDINGS, INC.",LEIDOS INNOVATIONS CORPORATION,Domestic,0.259901,3,2016-11-17,2018-08-09,,,,,,
HRJNGAUKL2Q2,541330,Engineering Services,,,"HI-TEST LABORATORIES, INC.",Domestic,0.2563,1,2019-07-11,2019-07-11,,,,,,
CQLFMKPGRUQ3,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,"TEVET, LLC","TEVET, LLC",Domestic,0.254435,5,2018-10-09,2019-08-07,,,,,,
CEZLBLUFVYT9,334111,Electronic Computer Manufacturing,,"Koch Industries, Inc.","BITTWARE, INC.",Domestic,0.254352,2,2021-05-26,2021-06-01,,,,,,
LWF3CB1HFZF3,423840,Industrial Supplies Merchant Wholesalers,,I S C O CORPORATION,I S C O CORPORATION,Domestic,0.253233,6,2017-10-23,2025-01-02,,,,,,
C18KXNHETC95,334417,Electronic Connector Manufacturing,,,"KITCO FIBER OPTICS, INC.",Domestic,0.251257,2,2021-05-11,2021-07-13,,,,,,
DKVRL7NKED25,,"n/a (SAM record, no NAICS)",,"STEELMASTER BUILDINGS, INC.","STEELMASTER BUILDINGS, INC.",Domestic,0.24942,1,2024-09-05,2024-09-05,,,,,,
MBMCF42D4CF7,562211,Hazardous Waste Treatment and Disposal,,,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,Domestic,0.249369,2,2024-11-08,2024-11-08,,,,,,
K7WHM32LWU64,236220,Commercial and Institutional Building Construction,,"IVEY'S CONSTRUCTION, INC.","IVEY'S CONSTRUCTION, INC.",Domestic,0.244425,1,2018-09-24,2018-09-24,,,,,,
D3QJN3GXFR53,332312,Fabricated Structural Metal Manufacturing,,LINCOLN ELECTRIC HOLDINGS INC.,"LINCOLN ELECTRIC AUTOMATION, INC.",Domestic,0.244335,3,2022-01-24,2022-01-27,,,,,,
W7FFRAVN1DA9,541519,Other Computer Related Services,,"SECURESTRUX, LLC","SECURESTRUX, LLC",Domestic,0.24272,1,2021-05-13,2021-05-13,,,,,,
L5YANW2XSND4,333613,Mechanical Power Transmission Equipment Manufacturing,,"One Rock Capital Partners, LLC","B.W. ELLIOTT MANUFACTURING CO., LLC",Domestic,0.2422,4,2022-02-03,2024-06-18,,,,,,
LN8JD2HB57K5,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,"PATRIOT ELECTRONICS, INC.",Domestic,0.240206,5,2018-06-14,2024-08-07,,,,,,
S3NBXGNJ5433,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,"CORSERVA, INC.","CORSERVA, INC.",Domestic,0.235408,4,2016-02-10,2018-06-19,,,,,,
KFF4DTT9LFJ3,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),,,"KELLY CONTAINER, INC.",Domestic,0.232,2,2018-05-08,2018-09-18,,,,,,
URUVKGK3FTV1,236210,Industrial Building Construction,,Willscot Mobile Mini Holdings Corp.,"WILLIAMS SCOTSMAN, INC.",Domestic,0.230577,3,2018-07-31,2022-05-23,,,,,,
JFSETNYJ81Y4,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,ELECTRONIC COMPONENTS INC.,Domestic,0.230219,4,2017-06-02,2018-07-16,,,,,,
RNWJCAQL4ZD7,524291,Claims Adjusting,,,"EIMC, LLC",Domestic,0.23,2,2019-12-03,2020-05-14,,,,,,
G5W8NZNYN1P6,541330,Engineering Services,,,BRISTOL HARBOR GROUP,Domestic,0.22892,4,2019-06-04,2021-12-21,,,,,,
LK9BTBWNLY96,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,,"BEK, INC.",Domestic,0.228254,3,2018-04-03,2022-05-12,,,,,,
MME9X24LUXP1,334111,Electronic Computer Manufacturing,,"ACROMAG, INCORPORATED","ACROMAG, INCORPORATED",Domestic,0.225409,5,2017-05-18,2024-04-15,,,,,,
H1J9UJSSTB98,325120,Industrial Gas Manufacturing,,,"AIRGAS USA, LLC",Domestic,0.225359,4,2022-08-03,2024-07-25,,,,,,
WMCUE58SZBD3,333992,Welding and Soldering Equipment Manufacturing,,ILLINOIS TOOL WORKS INC.,MILLER ELECTRIC MFG. LLC,Domestic,0.223436,2,2024-11-15,2024-11-15,,,,,,
E3WFXJMWH458,541330,Engineering Services,,METROLOGIC GROUP,"ADVANCED THEODOLITE TECHNOLOGY, INC.",Domestic,0.222853,3,2016-06-17,2016-06-17,,,,,,
UPMWNA8Y25L1,334519,Other Measuring and Controlling Device Manufacturing,,,GEODETIC SERVICES INC.,Domestic,0.218832,2,2016-02-22,2022-10-11,,,,,,
D6GJGD1KMH25,,"n/a (SAM record, no NAICS)",,,"ANIXTER, INC",Domestic,0.218343,2,2024-08-15,2025-01-22,,,,,,
C1B6X8AADFB1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,"COMSACO, LLC",Domestic,0.217123,10,2017-06-28,2025-01-24,,,,,,
GJDDKRPHXAL5,423510,Metal Service Centers and Other Metal Merchant Wholesalers,,A. M. CASTLE & CO.,A. M. CASTLE & CO.,Domestic,0.216796,3,2016-02-12,2018-03-02,,,,,,
U517SU1EZGK9,332710,Machine Shops,,"CHALMERS & KUBECK, INC.","CHALMERS & KUBECK, INC.",Domestic,0.214994,3,2017-11-20,2019-11-12,,,,,,
Y9KMLM1AFU63,334419,Other Electronic Component Manufacturing,,AMETEK INC.,ROTRON INCORPORATED,Domestic,0.213606,3,2017-11-15,2022-04-01,,,,,,
CMPLJR3G8K76,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,,FOLEY INC,FOLEY INC,Domestic,0.208791,1,2024-06-03,2024-06-03,,,,,,
H2X6CQSJHQL4,331529,Other Nonferrous Metal Foundries (except Die-Casting),,,WESTERN BRONZE INC,Domestic,0.20845,2,2023-12-19,2024-04-18,,,,,,
YQXBZHMXEVE5,513210,Software Publishers,,THE MATHWORKS INC,THE MATHWORKS INC,Domestic,0.202794,3,2016-03-02,2023-06-30,,,,,,
PZK1KSXFFNX9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,VICOR CORPORATION,FREEDOM POWER SYSTEMS INC,Domestic,0.202054,2,2017-08-29,2022-06-29,,,,,,
RANZTST3FQU3,332510,Hardware Manufacturing,,,SID TOOL CO INC,Domestic,0.198301,2,2023-01-25,2023-04-19,,,,,,
TH91MD9B9RL7,332710,Machine Shops,,SSI MANUFACTURING TECHNOLOGIES CORP.,SSI MANUFACTURING TECHNOLOGIES CORP.,Domestic,0.194781,3,2018-06-04,2024-07-15,,,,,,
M6N3M8GCHLN5,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",,LAL ACQUISITION INC.,LAL ACQUISITION INC.,Domestic,0.193346,1,2019-10-24,2019-10-24,,,,,,
MUW4M1JLNY19,,n/a (no SAM record),,,DIXIE TANK COMPANY,Domestic,0.191265,3,2018-08-13,2018-08-13,,,,,,
WN3KS9Z5JLK9,332710,Machine Shops,,,"PRECISION MACHINE & GEAR, INC.",Domestic,0.190834,7,2016-02-22,2019-04-22,,,,,,
ECVNHKM2CLS9,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,"PICKERING INTERFACES, INC","PICKERING INTERFACES, INC",Domestic,0.186615,6,2021-03-18,2023-12-11,,,,,,
Y3LKL3D6FNK9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,VIABLE POWER CONVERSION TECHNOLOGIES INC,Foreign,0.18461,1,2022-12-21,2022-12-21,,,,,,
Z7K8HUMNCZ22,561320,Temporary Help Services,,TRIPLE CROWN CONSULTING LLC,TRIPLE CROWN CONSULTING LLC,Domestic,0.183245,2,2023-02-09,2023-07-24,,,,,,
MXDKLLXB3EK7,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,B&G MANUFACTURING CO INC,B&G MANUFACTURING CO INC,Domestic,0.18065,3,2023-02-22,2023-05-24,,,,,,
QLNMVC12KWY3,,"n/a (long-tail, not researched)",,"LEIDOS HOLDINGS, INC.","LEIDOS, INC.",Domestic,0.180062,1,2022-01-14,2022-01-14,,,,,,
U43WP4FHDJY3,334516,Analytical Laboratory Instrument Manufacturing,,,MARINE ELECTRIC SYSTEMS INC,Domestic,0.178829,5,2022-02-08,2023-12-07,,,,,,
SBJMSMKJ9M93,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,"Fitchburg Welding Co., Inc.",Domestic,0.177083,3,2017-07-14,2018-09-11,,,,,,
