program,family,piid,work_type,wave_seq,wave_start,wave_end,wave_anchor,wave_duration_days,prior_wave_interval_days,n_records,wave_dollars_m,wave_dollars_positive_m,n_vendors,top_vendor_uei,top_vendor_name,top1_share,others_share,modal_capability,neg_correction_m,prime_base_offset_days
ddg,DDG-51,N0002413C2305,machining,1,2019-01-05,2019-01-05,2019-01-05,0,,1,0.217,0.217,1,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2305,machining,2,2022-01-20,2022-09-22,2022-06-16,245,1258,10,0.591,0.591,2,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.9282,0.0718,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2305,machining,3,2023-06-02,2023-12-19,2023-08-26,200,436,4,0.447,0.447,2,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.6727,0.3273,Aircraft Engine and Engine Parts Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,machining,4,2024-04-23,2024-05-09,2024-05-01,16,249,4,0.526,0.526,1,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2305,machining,5,2024-08-30,2025-04-07,2025-01-29,220,273,9,1.417,1.417,2,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,0.7648,0.2352,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,piping,1,2021-01-28,2021-01-28,2021-01-28,0,,1,0.051,0.051,1,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",1.0,0.0,Industrial Valve Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,piping,2,2022-02-25,2022-03-25,2022-03-11,28,407,2,0.079,0.079,1,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,1.0,0.0,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,piping,3,2022-06-29,2022-06-29,2022-06-29,0,110,4,0.157,0.157,2,ZXMJM9MBXBQ4,"HILLER COMPANIES, INC., THE",0.75,0.25,Electrical Contractors and Other Wiring Installation Contractors,0.0,
ddg,DDG-51,N0002413C2305,structural,1,2022-12-22,2022-12-22,2022-12-22,0,,2,0.444,0.444,1,GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",1.0,0.0,Fabricated Structural Metal Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,structural,2,2024-04-04,2024-05-22,2024-04-28,48,493,4,0.129,0.129,1,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",1.0,0.0,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2305,unbucketed,1,2021-01-07,2021-01-07,2021-01-07,0,,1,0.042,0.042,1,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,1.0,0.0,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,unbucketed,2,2021-12-15,2023-06-21,2022-08-29,553,599,26,1.572,1.572,17,U6F2GHCNNH47,HEXCEL CORPORATION,0.2002,0.7998,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,0.0,
ddg,DDG-51,N0002413C2305,unbucketed,3,2023-12-22,2024-02-14,2024-02-14,54,534,3,0.457,0.457,2,V32LJNFLKBT7,RFD BEAUFORT INC.,0.8101,0.1899,Other Electronic Component Manufacturing,0.0,
ddg,DDG-51,N0002413C2305,unbucketed,4,2024-08-26,2024-08-26,2024-08-26,0,194,1,0.032,0.032,1,MEMSWT1LFU18,JERED LLC,1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2305,unbucketed,5,2024-12-04,2024-12-04,2024-12-04,0,100,1,0.039,0.039,1,YLE5AAYNVPK6,"NOBLE SUPPLY & LOGISTICS, LLC",1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2305,unbucketed,6,2025-05-27,2025-05-27,2025-05-27,0,174,1,0.37,0.37,1,SZ4SDE9YK5E4,ONEX CORP,1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2307,castings,1,2013-07-24,2013-07-31,2013-07-29,7,,3,0.795,0.795,3,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",0.4622,0.5378,Iron and Steel Forging,0.0,
ddg,DDG-51,N0002413C2307,castings,2,2014-05-13,2014-06-12,2014-05-20,30,295,9,2.324,2.324,3,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",0.467,0.533,Iron and Steel Forging,0.0,
ddg,DDG-51,N0002413C2307,castings,3,2015-04-21,2015-04-30,2015-04-27,9,342,3,0.8,0.8,3,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",0.4623,0.5377,Iron and Steel Forging,0.0,
ddg,DDG-51,N0002413C2307,castings,4,2016-01-21,2016-01-21,2016-01-21,0,269,1,0.048,0.048,1,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",1.0,0.0,Other Nonferrous Metal Foundries (except Die-Casting),0.0,
ddg,DDG-51,N0002413C2307,castings,5,2016-08-11,2016-08-11,2016-08-11,0,203,1,0.028,0.028,1,P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,1.0,0.0,Steel Foundries (except Investment),0.0,
ddg,DDG-51,N0002413C2307,castings,6,2018-07-09,2018-07-09,2018-07-09,0,697,1,0.027,0.027,1,P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,1.0,0.0,Steel Foundries (except Investment),0.0,
ddg,DDG-51,N0002413C2307,castings,7,2019-01-16,2019-01-16,2019-01-16,0,191,1,0.04,0.04,1,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",1.0,0.0,Other Nonferrous Metal Foundries (except Die-Casting),0.0,
ddg,DDG-51,N0002413C2307,coatings,1,2014-04-14,2014-04-15,2014-04-15,1,,2,0.296,0.296,2,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",0.6194,0.3806,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,2,2014-11-21,2014-11-21,2014-11-21,0,220,1,0.036,0.036,1,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",1.0,0.0,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,3,2015-03-10,2015-03-10,2015-03-10,0,109,1,0.164,0.164,1,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",1.0,0.0,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,4,2015-07-29,2015-07-29,2015-07-29,0,141,2,0.36,0.36,2,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",0.8364,0.1636,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,5,2015-12-18,2015-12-18,2015-12-18,0,142,1,0.185,0.185,1,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",1.0,0.0,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,6,2016-04-07,2016-07-05,2016-06-30,89,195,3,0.491,0.491,2,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",0.6079,0.3921,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,7,2017-08-02,2017-11-02,2017-08-09,92,405,5,0.21,0.21,1,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",1.0,0.0,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,8,2018-02-01,2018-04-27,2018-03-15,85,218,2,0.2,0.2,2,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",0.7491,0.2509,Rubber Product Manufacturing for Mechanical Use,0.0,
ddg,DDG-51,N0002413C2307,coatings,9,2021-02-19,2021-07-01,2021-03-31,132,1112,8,1.644,1.644,2,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,0.9843,0.0157,Painting and Wall Covering Contractors,0.0,
ddg,DDG-51,N0002413C2307,coatings,10,2021-12-17,2021-12-17,2021-12-17,0,261,1,0.117,0.117,1,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,1.0,0.0,Synthetic Rubber Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,coatings,11,2022-05-09,2022-07-22,2022-06-15,74,180,2,0.095,0.095,2,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,0.645,0.355,Painting and Wall Covering Contractors,0.0,
ddg,DDG-51,N0002413C2307,coatings,12,2022-11-18,2022-11-18,2022-11-18,0,156,1,0.142,0.142,1,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,1.0,0.0,Painting and Wall Covering Contractors,0.0,
ddg,DDG-51,N0002413C2307,coatings,13,2023-03-31,2023-03-31,2023-03-31,0,133,1,0.068,0.068,1,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,1.0,0.0,Painting and Wall Covering Contractors,0.0,
ddg,DDG-51,N0002413C2307,electrical,1,2013-07-02,2013-12-18,2013-08-09,169,,30,11.296,11.296,7,W8PTMRME1496,LEONARDO SPA,0.4548,0.5452,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,electrical,2,2014-03-21,2017-11-13,2016-03-27,1333,961,102,40.138,40.138,10,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",0.5338,0.4662,Switchgear and Switchboard Apparatus Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,electrical,3,2018-04-24,2020-05-18,2019-09-25,755,1277,70,9.364,9.364,10,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,0.3645,0.6355,"Power, Distribution, and Specialty Transformer Manufacturing",0.0,
ddg,DDG-51,N0002413C2307,electrical,4,2020-12-08,2022-08-04,2021-06-23,604,637,33,7.081,7.081,6,W8PTMRME1496,LEONARDO SPA,0.4975,0.5025,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,electrical,5,2022-12-08,2023-08-07,2023-04-22,242,668,12,0.551,0.551,3,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,0.8039,0.1961,All Other Miscellaneous Electrical Equipment and Component Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,electrical,6,2023-12-15,2024-06-07,2024-02-01,175,285,4,0.896,0.896,2,W8PTMRME1496,LEONARDO SPA,0.9701,0.0299,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,electrical,7,2024-09-24,2024-09-24,2024-09-24,0,236,1,0.054,0.054,1,SKKACASET588,DYNALEC CORPORATION,1.0,0.0,Other Communications Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,electrical,8,2025-10-16,2025-12-18,2025-10-16,63,387,3,0.286,0.286,1,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",1.0,0.0,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.0,
ddg,DDG-51,N0002413C2307,hvac,1,2013-06-03,2013-10-10,2013-07-22,129,,15,21.573,21.573,5,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",0.7718,0.2282,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,2,2014-03-18,2014-06-04,2014-05-13,78,295,15,21.384,21.384,5,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",0.8066,0.1934,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,3,2014-12-18,2014-12-18,2014-12-18,0,219,2,17.512,17.512,1,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2307,hvac,4,2015-04-10,2015-06-24,2015-04-15,75,118,13,3.387,3.387,6,L8T4R3N7ACL6,COLFAX CORPORATION,0.409,0.591,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,5,2015-12-09,2015-12-18,2015-12-14,9,243,2,8.901,8.901,2,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",0.985,0.015,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,6,2016-04-07,2016-04-27,2016-04-10,20,118,8,2.314,2.314,5,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,0.3655,0.6345,Heating Equipment (except Warm Air Furnaces) Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,7,2016-10-24,2016-12-08,2016-12-02,45,236,5,17.828,17.828,2,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",0.8416,0.1584,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,8,2017-04-19,2018-02-28,2017-08-02,315,243,25,11.535,11.535,6,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.5771,0.4229,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,9,2018-06-20,2020-04-21,2019-05-08,671,644,20,1.93,1.93,4,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.7451,0.2549,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,10,2021-01-08,2021-04-08,2021-02-11,90,645,7,0.77,0.77,2,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.8349,0.1651,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,11,2021-07-13,2021-07-13,2021-07-13,0,152,1,0.08,0.08,1,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,1.0,0.0,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,12,2022-09-20,2022-09-20,2022-09-20,0,434,1,0.277,0.277,1,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",1.0,0.0,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,hvac,13,2023-08-07,2023-12-12,2023-10-20,127,395,7,0.678,0.678,2,JW6PXX1WALN4,HOWDEN NORTH AMERICA INC,0.6624,0.3376,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,machining,1,2013-06-05,2013-08-12,2013-07-23,68,,8,68.465,68.465,4,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.9585,0.0415,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,machining,2,2014-03-17,2014-07-30,2014-03-26,135,246,11,40.77,40.77,4,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.9162,0.0838,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,machining,3,2015-02-11,2015-06-22,2015-03-31,131,370,11,3.083,3.083,5,PM2FDF7CCNC2,"MARISCO, LTD.",0.4692,0.5308,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,machining,4,2015-12-03,2020-05-08,2017-10-28,1618,942,90,71.056,71.056,7,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.8726,0.1274,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,machining,5,2020-10-01,2021-08-10,2021-06-17,313,1328,15,1.856,1.856,4,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.8947,0.1053,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,machining,6,2022-05-03,2022-05-03,2022-05-03,0,320,1,0.034,0.034,1,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,1.0,0.0,Aircraft Engine and Engine Parts Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,machining,7,2022-08-17,2022-08-17,2022-08-17,0,106,1,0.034,0.034,1,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,1.0,0.0,Aircraft Engine and Engine Parts Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,machining,8,2023-07-03,2023-08-29,2023-07-31,57,348,2,0.12,0.12,2,FWF8QBPCGLG3,GENERAL TOOL COMPANY,0.7406,0.2594,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,machining,9,2024-02-20,2024-02-20,2024-02-20,0,204,1,0.138,0.138,1,FZPYZ11SFNA6,TIMKEN GEARS & SERVICES INC.,1.0,0.0,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0.0,
ddg,DDG-51,N0002413C2307,piping,1,2013-06-06,2020-05-05,2015-10-02,2525,,417,95.564,95.564,32,GGSLGRB5KXM6,PON HOLDINGS B.V.,0.0981,0.9019,Industrial Valve Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,piping,2,2020-10-21,2021-08-11,2021-05-26,294,2063,13,0.498,0.498,7,Q35JL9GFCAK3,MAROTTA CONTROLS INC,0.2543,0.7457,Industrial Valve Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,piping,3,2022-01-03,2023-01-16,2022-05-09,378,348,13,1.813,1.813,6,V1MQFNQB56Z5,RIX INDUSTRIES,0.6147,0.3853,Air and Gas Compressor Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,piping,4,2023-05-08,2023-07-28,2023-06-19,81,406,7,0.352,0.352,5,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,0.2727,0.7273,Industrial Valve Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,piping,5,2023-12-01,2023-12-01,2023-12-01,0,165,1,0.033,0.033,1,Q35JL9GFCAK3,MAROTTA CONTROLS INC,1.0,0.0,Fluid Power Valve and Hose Fitting Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,piping,6,2024-11-13,2024-11-13,2024-11-13,0,348,1,0.056,0.056,1,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,1.0,0.0,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.0,
ddg,DDG-51,N0002413C2307,piping,7,2025-08-15,2025-08-15,2025-08-15,0,275,1,0.24,0.24,1,GU5YDKH7GPF1,CIRCOR NAVAL SOLUTIONS LLC,1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2307,structural,1,2013-06-21,2013-10-14,2013-08-14,115,,14,4.302,4.302,7,SQRKBV7ET8S9,ALFA LAVAL AB,0.2625,0.7375,Power Boiler and Heat Exchanger Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,structural,2,2014-01-23,2020-06-19,2016-06-17,2339,1038,201,44.148,44.148,19,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",0.3188,0.6812,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,structural,3,2020-09-25,2021-08-19,2021-04-01,328,1749,10,0.82,0.82,4,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",0.4511,0.5489,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,structural,4,2021-12-15,2023-03-21,2022-10-19,461,566,17,2.426,2.426,9,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,0.8488,0.1512,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,structural,5,2023-06-28,2023-12-22,2023-11-04,177,381,28,5.73,5.73,6,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",0.5155,0.4845,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,structural,6,2024-07-10,2025-04-25,2024-12-02,289,394,30,8.533,8.533,6,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",0.7431,0.2569,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002413C2307,structural,7,2025-08-21,2025-11-11,2025-09-23,82,295,5,-0.522,0.039,3,,,,,Ship Building and Repairing,-0.561,
ddg,DDG-51,N0002413C2307,unbucketed,1,2013-06-26,2024-02-15,2016-09-10,3886,,742,140.161,140.161,157,WUDSRNBSYC17,"ERIE FORGE AND STEEL, INC.",0.254,0.746,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002413C2307,unbucketed,2,2024-06-06,2024-06-06,2024-06-06,0,2826,2,0.104,0.104,1,SDD9PKYQAXZ7,TORK SYSTEMS INC,1.0,0.0,,0.0,
ddg,DDG-51,N0002413C2307,unbucketed,3,2024-11-04,2024-11-04,2024-11-04,0,151,1,0.067,0.067,1,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",1.0,0.0,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.0,
ddg,DDG-51,N0002413C2307,unbucketed,4,2025-04-10,2025-06-03,2025-05-07,54,184,2,-0.098,0.0,2,,,,,,-0.098,
ddg,DDG-51,N0002413C2307,unbucketed,5,2026-05-22,2026-05-22,2026-05-22,0,380,1,0.04,0.04,1,PTVDFVF3JNX6,SILICO SYSTEMS LLC,1.0,0.0,,0.0,
ddg,DDG-51,N0002414C4313,coatings,1,2018-08-14,2018-08-14,2018-08-14,0,,1,0.241,0.241,1,E86GJS762JJ5,TOTAL SA,1.0,0.0,Petroleum Bulk Stations and Terminals,0.0,
ddg,DDG-51,N0002414C4313,electrical,1,2017-10-25,2017-10-25,2017-10-25,0,,1,0.054,0.054,1,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",1.0,0.0,Switchgear and Switchboard Apparatus Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,electrical,2,2019-02-11,2019-02-11,2019-02-11,0,474,1,0.176,0.176,1,W8PTMRME1496,LEONARDO SPA,1.0,0.0,Aircraft Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,electrical,3,2019-06-27,2019-07-23,2019-07-10,26,149,2,0.171,0.171,2,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",0.514,0.486,Switchgear and Switchboard Apparatus Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,hvac,1,2017-04-28,2017-04-28,2017-04-28,0,,1,1.904,1.904,1,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",1.0,0.0,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,hvac,2,2018-10-08,2018-10-08,2018-10-08,0,528,1,0.025,0.025,1,L8T4R3N7ACL6,COLFAX CORPORATION,1.0,0.0,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,machining,1,2017-05-12,2017-06-12,2017-05-27,31,,2,2.614,2.614,2,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",0.7947,0.2053,,0.0,
ddg,DDG-51,N0002414C4313,machining,2,2017-09-22,2017-12-19,2017-10-23,88,149,5,9.957,9.957,2,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.8637,0.1363,,0.0,
ddg,DDG-51,N0002414C4313,machining,3,2018-06-04,2019-07-09,2018-10-04,400,346,13,27.905,27.905,2,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",0.5815,0.4185,,0.0,
ddg,DDG-51,N0002414C4313,piping,1,2016-08-25,2016-08-25,2016-08-25,0,,1,0.807,0.807,1,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,1.0,0.0,Industrial Valve Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,piping,2,2018-11-30,2018-11-30,2018-11-30,0,827,1,0.112,0.112,1,JBMKQ8ZH6FN9,DOVER CORPORATION,1.0,0.0,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.0,
ddg,DDG-51,N0002414C4313,piping,3,2019-11-20,2019-11-20,2019-11-20,0,355,1,0.044,0.044,1,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,1.0,0.0,Industrial Valve Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,structural,1,2018-04-27,2018-04-27,2018-04-27,0,,1,0.416,0.416,1,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",1.0,0.0,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002414C4313,structural,2,2019-01-25,2019-01-25,2019-01-25,0,273,1,0.742,0.742,1,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",1.0,0.0,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002414C4313,structural,3,2019-12-16,2019-12-16,2019-12-16,0,325,1,0.036,0.036,1,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",1.0,0.0,Ship Building and Repairing,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,1,2016-03-07,2016-05-26,2016-04-16,80,,2,1.696,1.696,2,KH92FV2FJC26,"THRUSTMASTER OF TEXAS, INC.",0.9668,0.0332,,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,2,2016-08-31,2016-08-31,2016-08-31,0,137,1,0.478,0.478,1,NLXHHB71VMK5,REPUBBLICA ITALIANA,1.0,0.0,,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,3,2017-01-17,2017-01-17,2017-01-17,0,139,1,0.478,0.478,1,NLXHHB71VMK5,REPUBBLICA ITALIANA,1.0,0.0,,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,4,2017-04-24,2018-08-23,2018-01-17,486,365,23,20.84,20.84,15,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.5521,0.4479,Switchgear and Switchboard Apparatus Manufacturing,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,5,2018-12-05,2018-12-14,2018-12-07,9,324,3,0.273,0.273,3,MLZGT2BJ4J13,"ENPRO INDUSTRIES, INC.",0.5199,0.4801,,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,6,2019-04-15,2019-09-03,2019-05-13,141,157,9,1.887,1.887,8,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",0.2932,0.7068,,0.0,
ddg,DDG-51,N0002414C4313,unbucketed,7,2019-12-18,2019-12-18,2019-12-18,0,219,1,4.252,4.252,1,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,1.0,0.0,,0.0,
ddg,DDG-51,N0002418C2305,coatings,1,2023-07-26,2023-07-26,2023-07-26,0,,1,0.364,0.364,1,EGAVSJTA2D81,GOODRICH CORP,1.0,0.0,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.0,1763
ddg,DDG-51,N0002418C2305,electrical,1,2021-10-28,2021-10-28,2021-10-28,0,,1,0.877,0.877,1,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",1.0,0.0,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.0,1127
ddg,DDG-51,N0002418C2305,electrical,2,2022-06-02,2022-06-02,2022-06-02,0,217,1,3.282,3.282,1,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",1.0,0.0,"Copper Rolling, Drawing, Extruding, and Alloying",0.0,1344
