Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957001,a551faa6-fcba-11ef-8e2a-e7034f2d18cd,1000061349,2023-09-15,2024-01-01,59840.0,See Complete Description,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.7023472625E10,2023-12-21,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MODIFY ASHORE TELEPHONE SYSTEM,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957038,a5525ef6-fcba-11ef-8e2a-e7034f2d18cd,1000041879,2023-09-26,2024-05-18,601534.0,see complete description,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.8085751725E10,2024-05-07,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,INCORPORATION OF FIRE CONTROL SWITCHBOARD MINIMUM CURRENT REQUIREMENTS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957034,a5525488-fcba-11ef-8e2a-e7034f2d18cd,1000064399,2023-10-19,2024-01-01,365192.0,see report,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.7023472625E10,2023-12-21,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MODIFY ASHORE TELEPHONE SYSTEM,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957044,a5526e1e-fcba-11ef-8e2a-e7034f2d18cd,1000062520,2023-10-23,2024-01-01,645000.0,see report,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.7023472625E10,2023-12-21,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MODIFY ASHORE TELEPHONE SYSTEM,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957056,a5528f16-fcba-11ef-8e2a-e7034f2d18cd,1000054437,2023-11-02,2024-05-18,1542358.0,see complete description,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.8085751725E10,2024-05-07,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,INCORPORATION OF FIRE CONTROL SWITCHBOARD MINIMUM CURRENT REQUIREMENTS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957045,a5527224-fcba-11ef-8e2a-e7034f2d18cd,1000064394,2023-12-21,2024-05-18,658505.0,see complete description,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.8085751725E10,2024-05-07,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,INCORPORATION OF FIRE CONTROL SWITCHBOARD MINIMUM CURRENT REQUIREMENTS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957078,a552c7ba-fcba-11ef-8e2a-e7034f2d18cd,1000055031,2024-03-07,2025-03-04,4018403.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957077,a552c562-fcba-11ef-8e2a-e7034f2d18cd,1000055031,2024-03-07,2025-03-04,3732080.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957063,a552a14a-fcba-11ef-8e2a-e7034f2d18cd,1000055031,2024-03-07,2025-03-04,1910956.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957086,a552dc28-fcba-11ef-8e2a-e7034f2d18cd,1000044743,2024-03-11,2025-03-04,1.6027086E7,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957071,a552b554-fcba-11ef-8e2a-e7034f2d18cd,1000055031,2024-03-12,2025-03-04,2737636.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957057,a55291d2-fcba-11ef-8e2a-e7034f2d18cd,1000064394,2024-03-27,2025-03-03,1542386.0,See remarks,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,WEAPON CRADLE ROLLER LEAF SPRING FASTENERS HOLDING DESIGN LOAD REQUIREMENTS CHANGE,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957073,a552ba7c-fcba-11ef-8e2a-e7034f2d18cd,1000060546,2024-05-22,2025-03-04,2853658.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957006,a552079e-fcba-11ef-8e2a-e7034f2d18cd,1000066068,2024-06-20,2025-03-04,77543.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957007,a5520a64-fcba-11ef-8e2a-e7034f2d18cd,1000080508,2024-06-25,2025-03-04,77901.0,See Below,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957000,a551f7fe-fcba-11ef-8e2a-e7034f2d18cd,PPE032=023,2024-08-02,2025-03-03,58764.0,See remarks,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,WEAPON CRADLE ROLLER LEAF SPRING FASTENERS HOLDING DESIGN LOAD REQUIREMENTS CHANGE,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957085,a552d9bc-fcba-11ef-8e2a-e7034f2d18cd,1000044743,2024-08-23,2025-03-03,1.4795504E7,See remarks,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,WEAPON CRADLE ROLLER LEAF SPRING FASTENERS HOLDING DESIGN LOAD REQUIREMENTS CHANGE,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957084,a552d75a-fcba-11ef-8e2a-e7034f2d18cd,1000044785,2024-12-17,2025-03-03,5948870.0,See remarks,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,WEAPON CRADLE ROLLER LEAF SPRING FASTENERS HOLDING DESIGN LOAD REQUIREMENTS CHANGE,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957079,a552ca76-fcba-11ef-8e2a-e7034f2d18cd,1000060546,2024-12-19,2025-03-03,4093066.0,See remarks,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,WEAPON CRADLE ROLLER LEAF SPRING FASTENERS HOLDING DESIGN LOAD REQUIREMENTS CHANGE,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,ELECTRIC BOAT CORPORATION,,,20957082,a552d21e-fcba-11ef-8e2a-e7034f2d18cd,1000041879,2024-12-20,2025-03-03,4672836.0,See remarks,1185 FEATHER WAY,,bethlehem,07,PA,Pennsylvania,USA,United States,180159404,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,WEAPON CRADLE ROLLER LEAF SPRING FASTENERS HOLDING DESIGN LOAD REQUIREMENTS CHANGE,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
WYN3NM142HF3,THE LEE CO,ELECTRIC BOAT CORPORATION,WYN3NM142HF3,THE LEE CO,20960564,a7c47af2-fcba-11ef-8e2a-e7034f2d18cd,1000085347,2024-08-09,2025-03-04,116709.14,See Below,2 PETTIPAUG RD,,westbrook,02,CT,Connecticut,USA,United States,064981591,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956688,a48c16e2-fcba-11ef-8e2a-e7034f2d18cd,1000022539,2022-07-22,2025-03-06,25006.44,See Below,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956686,a48c11ec-fcba-11ef-8e2a-e7034f2d18cd,1000025485,2022-11-22,2025-03-06,7866.45,See Below,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956687,a48c1480-fcba-11ef-8e2a-e7034f2d18cd,1000025485,2022-12-19,2025-03-06,12044.47,See Remarks,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956697,a48c2f2e-fcba-11ef-8e2a-e7034f2d18cd,1000047534,2023-01-13,2025-03-06,223065.0,See Remarks,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956682,a48c07c4-fcba-11ef-8e2a-e7034f2d18cd,1000026729,2023-03-06,2025-03-06,147.82,See Below,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956698,a48c31ea-fcba-11ef-8e2a-e7034f2d18cd,1000022539,2023-03-24,2025-03-06,241475.31,See Below,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956693,a48c24ca-fcba-11ef-8e2a-e7034f2d18cd,1000025485,2023-03-24,2025-03-06,53907.02,See Below,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956694,a48c277c-fcba-11ef-8e2a-e7034f2d18cd,1000053692,2023-04-13,2025-03-06,72617.17,See Below,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,ELECTRIC BOAT CORPORATION,VUNMXC2JLBY3,,20956692,a48c2254-fcba-11ef-8e2a-e7034f2d18cd,1000026729,2023-04-18,2025-03-05,53300.02,see complete description,139 MODENA RD,,coatesville,16,PA,Pennsylvania,USA,United States,193204036,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
