tier,pre_award,type,posted,deadline,title,agency_path,naics,psc,set_aside,solicitation_number,notice_id,ui_link,matched_queries
OTHER,yes,Combined Synopsis/Solicitation,2025-08-05,2025-08-12,Unmanned Aerial System,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,336411,1550,SBA,W911S225U1419,310209a2e3994947ab87ff52d4777266,https://sam.gov/workspace/contract/opp/310209a2e3994947ab87ff52d4777266/view,title_unmanned
OTHER,yes,Solicitation,2025-08-11,2025-08-18,"N3319125R6018 D-B NAVTRAC Boat Ramp, Sogakope, Ghana Amendment 1",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC ATLANTIC CMD.NAVFAC EUR SWA.NAVFACSYSCOM EUROPE AFRICA CENTRAL,236220,Y1PZ,,N3319125R6018,65b9ae1a80b545789e92de2352637d83,https://sam.gov/workspace/contract/opp/65b9ae1a80b545789e92de2352637d83/view,title_boat
OTHER,yes,Solicitation,2025-08-14,2025-08-20,Autonomous Food Production System/Korea,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-OO.411TH CSB.0906 AQ CO     DET A CONTRACTI,333241,7310,NONE,W90VN925RA098,8f7f53c8e6594049bbc32f60df7c86ad,https://sam.gov/workspace/contract/opp/8f7f53c8e6594049bbc32f60df7c86ad/view,title_autonomous
OTHER,yes,Solicitation,2025-08-07,2025-08-22,Three Honda 150HP Outbaord Boat Motors,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST ST PAUL.W07V ENDIST ST PAUL,333618,2805,SBA,W912ES25QA048,84ddc8bf577548f481cea1ca5b1b9303,https://sam.gov/workspace/contract/opp/84ddc8bf577548f481cea1ca5b1b9303/view,title_boat
OTHER,yes,Sources Sought,2025-08-28,2025-08-29,Sources Sought - MIDS SWARMM Family 3 Radio,DEPT OF DEFENSE.DEPT OF THE NAVY.SPAWAR.SPAWAR HQ.NAVAL INFORMATION WARFARE SYSTEMS,,,,MIDS-SWARMM-FAMILY-3,86480ce33a2949b6894aac4d2827797a,https://sam.gov/workspace/contract/opp/86480ce33a2949b6894aac4d2827797a/view,title_swarm
OTHER,yes,Solicitation,2025-09-10,2025-09-15,W91237-25-Q-A057 Motor for Pontoon Boat at Summersville Lake,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST HUNTINGTON.W072 ENDIST HUNTINGTON,333618,2010,SBA,W9123725QA057,43074728570046e7a1cbb3739034a1f7,https://sam.gov/workspace/contract/opp/43074728570046e7a1cbb3739034a1f7/view,title_boat
OTHER,yes,Presolicitation,2025-09-11,2025-09-15,MOTOR VESSEL MISSOURI RIVER ENGINE REBUILD,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST OMAHA.W071 ENDIST OMAHA,811310,Z1ED,NONE,W9128F25QA099,71b12ebcaf6a43dfaae51f1d32d2c1cf,https://sam.gov/workspace/contract/opp/71b12ebcaf6a43dfaae51f1d32d2c1cf/view,title_vessel
OTHER,yes,Combined Synopsis/Solicitation,2025-09-16,2025-09-16,Maritime Harness and Flotation Device,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,339999,1367,SBA,W911S225U2094,26c1a7219eda45c695cc78e28f87fa1c,https://sam.gov/workspace/contract/opp/26c1a7219eda45c695cc78e28f87fa1c/view,title_maritime
OTHER,yes,Solicitation,2025-09-09,2025-09-17,UNITED STATES MILITARY INFLATABLE RIGID BOAT (USMIRIB) TRAILER TIRES,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTHWESTERN.W076 ENDIST MIDDLE EAS(PROVIS),326211,2610,SBA,W912ER25QA001,59f638566d00432a8375d63c23bc7ef0,https://sam.gov/workspace/contract/opp/59f638566d00432a8375d63c23bc7ef0/view,title_boat
OTHER,yes,Combined Synopsis/Solicitation,2025-09-17,2025-09-24,Maritime Tactical Harness and Flotation System,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,339999,1367,,W911S225U2095,e9f0d447887d482aba69e3f16a8c0c9b,https://sam.gov/workspace/contract/opp/e9f0d447887d482aba69e3f16a8c0c9b/view,title_maritime
OTHER,yes,Combined Synopsis/Solicitation,2025-10-01,2025-10-03,"INDEFINITE DELIVERY INDEFINITE QUANTITY CONTRACT FOR DREDGE VESSEL ENGINEERING SERVICES, NAVAL ARCHITECTURE, AND MARINE ENGINEERING",DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,541330,C216,SBA,W912BU26RA001,b3c6af6e7fae4e0a84df6110d87aa7a5,https://sam.gov/workspace/contract/opp/b3c6af6e7fae4e0a84df6110d87aa7a5/view,title_vessel
OTHER,yes,Presolicitation,2025-11-17,2025-11-20,Repair and Technical Support of Maritime Domain Awareness (MDA) system,DEPT OF DEFENSE.DEPT OF THE NAVY.SPAWAR.SPAWAR LANT.NIWC ATLANTIC,811210,J059,SBA,N6523626Q0002,522c6b3c28f94195b15a467fbe260d59,https://sam.gov/workspace/contract/opp/522c6b3c28f94195b15a467fbe260d59/view,title_maritime
OTHER,yes,Solicitation,2025-12-04,2025-12-19,"100 METRIC TON MOBILE BOAT HOIST, B3806, NAVAL SPECIAL WARFARE GROUP 8, JOINT EXPEDITIONARY BASE LITTLE CREEK, VIRGINIA BEACH, VA ",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC ATLANTIC CMD.NAVFACSYSCOM ATLANTIC,333923,3950,SBA,N6247025R0019,b265de2e95da46218cebddaaa58a9a6f,https://sam.gov/workspace/contract/opp/b265de2e95da46218cebddaaa58a9a6f/view,title_boat
OTHER,yes,Solicitation,2025-12-19,2026-01-06,Repair and Technical Support of Maritime Domain Awareness (MDA) System,DEPT OF DEFENSE.DEPT OF THE NAVY.SPAWAR.SPAWAR LANT.NIWC ATLANTIC,811210,J059,,N6523626RE015,e63458330fc74d3db11fbf4df732178f,https://sam.gov/workspace/contract/opp/e63458330fc74d3db11fbf4df732178f/view,title_maritime
OTHER,yes,Combined Synopsis/Solicitation,2026-01-07,2026-01-14,6l capacity Autonomous Portable blood Refrigeration Unit,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,339112,6515,SBA,W911S226U2391,1b92954826b4488cb011cb429108c8a1,https://sam.gov/workspace/contract/opp/1b92954826b4488cb011cb429108c8a1/view,title_autonomous
OTHER,yes,Combined Synopsis/Solicitation,2026-01-20,2026-01-22,autonomous portable blood refrigeration unit,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,339112,6515,SBA,W911S226U2474,ed055b8571564af399dbb2174c87b736,https://sam.gov/workspace/contract/opp/ed055b8571564af399dbb2174c87b736/view,title_autonomous
OTHER,yes,Sources Sought,2026-02-03,2026-02-11,small unmanned aircraft systems (sUAS),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,336411,1550,SBA,W911S226QSDRN,80d8e8a150c24850a3bda34c0eb87013,https://sam.gov/workspace/contract/opp/80d8e8a150c24850a3bda34c0eb87013/view,title_unmanned
OTHER,yes,Combined Synopsis/Solicitation,2026-02-09,2026-02-18,"N66001-26-Q-6059, BOAT MAINTENANCE",DEPT OF DEFENSE.DEPT OF THE NAVY.SPAWAR.SPAWAR PACIFIC.NIWC PACIFIC,488390,J019,SBA,N6600126Q6059,101f758de5f345dcafdec4012422fc83,https://sam.gov/workspace/contract/opp/101f758de5f345dcafdec4012422fc83/view,title_boat
OTHER,yes,Sources Sought,2026-02-12,2026-02-18,87' Coastal Patrol Boat Starboard and PORT Rudder Overhaul,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",332710,2040,,70Z08026F16007B00RP,92f4c3da667149388111d8bfca9684c7,https://sam.gov/workspace/contract/opp/92f4c3da667149388111d8bfca9684c7/view,title_boat
OTHER,yes,Sources Sought,2026-02-26,2026-03-06,"5845 Sources Sought - Dome, Sonar (Bow Dome) - Maritime NAVSUP WSS",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,334290,5845,,N0010426RZ053,092e10228d4447808d0c1acda2577e09,https://sam.gov/workspace/contract/opp/092e10228d4447808d0c1acda2577e09/view,title_maritime
OTHER,yes,Sources Sought,2026-01-29,2026-03-09,"Request for Information (RFI) for Unmanned Aircraft Systems (UAS), Counter-UAS Systems, and Related Supplies ",DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-OO.411TH CSB.0411 AQ HQ     CONTRACT AUG,336411,,,PAN411-26-P-0000027192,b7c30b38c0c146959eda43eb198f7cd4,https://sam.gov/workspace/contract/opp/b7c30b38c0c146959eda43eb198f7cd4/view,title_unmanned
OTHER,yes,Combined Synopsis/Solicitation,2026-02-18,2026-03-09,7910--NX EQ  Autonomous Floor Scrubber (VA-26-00008377),"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G)",333310,7910,SDVOSBC,36C10G26R0008,cd95770dfd184847879a8f22deb78263,https://sam.gov/workspace/contract/opp/cd95770dfd184847879a8f22deb78263/view,title_autonomous
OTHER,yes,Combined Synopsis/Solicitation,2026-03-09,2026-03-16,Unmanned Aircraft System Kinetic Strike Payload,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,336411,1550,SBA,W911S226U2754,fb896cd1262144d19e47389cfb9207ba,https://sam.gov/workspace/contract/opp/fb896cd1262144d19e47389cfb9207ba/view,title_unmanned
OTHER,yes,Sources Sought,2026-03-20,2026-03-23,Unmanned Common Controller (UCC) for the United States Marine Corps,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR HQS.NAVAL AIR SYSTEMS COMMAND,334220,1550,NONE,243-26-012,dd0c44c75b90428ab037c4780d5e6013,https://sam.gov/workspace/contract/opp/dd0c44c75b90428ab037c4780d5e6013/view,title_unmanned
OTHER,yes,Sources Sought,2026-03-19,2026-04-03,"Reuseable, Unmanned Developmental Test and Evaluation (DT&E) Platform",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR NAWC WD.NAVAL AIR WARFARE CENTER,541715,AC12,,N6893626RFPREQD0AH3000002,d71555a5a6704e5abb1393c9eafdcc99,https://sam.gov/workspace/contract/opp/d71555a5a6704e5abb1393c9eafdcc99/view,title_unmanned
OTHER,yes,Combined Synopsis/Solicitation,2026-04-07,2026-04-13,ARTB Boat Motors,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,336310,2010,SBA,W911S226U2969,be929f9961b04bc4a4cb4c7507ae6f0e,https://sam.gov/workspace/contract/opp/be929f9961b04bc4a4cb4c7507ae6f0e/view,title_boat
OTHER,yes,Solicitation,2026-04-13,2026-04-17,Call for Solutions for UAS Marketplace Onboarding of Group 1 and 2 Uncrewed Aircraft Systems (UAS) and Launched Effects (LE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RSA.W6QK ACC-RSA,336411,1550,NONE,W58RGZ-26-S-C001-0001,a1c5ab527bde44a5ad422b04ccccc1bb,https://sam.gov/workspace/contract/opp/a1c5ab527bde44a5ad422b04ccccc1bb/view,title_uncrewed
OTHER,yes,Combined Synopsis/Solicitation,2026-04-14,2026-04-21,Unmanned aerial surveillance drone ,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.419TH CSB.W6QM MICC-FT DRUM,336411,1550,SBA,W911S226U3022,876ad75cb1054125981b73c5e085a383,https://sam.gov/workspace/contract/opp/876ad75cb1054125981b73c5e085a383/view,title_unmanned
OTHER,yes,Presolicitation,2026-04-17,2026-04-21,Unmanned Fusion Warfare Laboratory (UFWL) at NSWC Crane IN,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST LOUISVILLE.W072 ENDIST LOUISVILLE,236220,Y1JZ,SBA,W912QR26BA010,a61c4ee1e5204c3ea03dec6d7e1dde47,https://sam.gov/workspace/contract/opp/a61c4ee1e5204c3ea03dec6d7e1dde47/view,title_unmanned
OTHER,yes,Presolicitation,2026-04-28,2026-04-29,"REQUEST FOR INFORMATION (RFI)/SOURCES SOUGHT ? NON-PERSONAL ACQUISITION ENGINEERING, PRODUCT SUPPORT AND LOGISTICS (PSL) SUPPORT TO THE MARITIME ELECTROMAGNETIC WARFARE DIVISION- PSC R706 - NAICS 541330",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC CRANE,541330,R706,,N0016426SNB39,692437899bf2436d82f8ec5941c3af68,https://sam.gov/workspace/contract/opp/692437899bf2436d82f8ec5941c3af68/view,title_maritime
OTHER,yes,Solicitation,2026-05-04,2026-05-04,"P1360: Joint Maritime Facility, Newfoundland, Canada",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC ATLANTIC CMD.NAVFACSYSCOM ATLANTIC,236210,Y1EZ,,N6247026R0011,435dc25e5eaf427aa3f0a2321692fa21,https://sam.gov/workspace/contract/opp/435dc25e5eaf427aa3f0a2321692fa21/view,title_maritime
OTHER,yes,Sources Sought,2026-04-14,2026-05-14,NAMS/SAMS Vessel Inspection Sources Sought,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST MEMPHIS.W07V ENDIST MEMPHIS,541990,R499,,W912EQ26SS0006,60410a0d11344a148b7ad73caf5fabe0,https://sam.gov/workspace/contract/opp/60410a0d11344a148b7ad73caf5fabe0/view,title_vessel
OTHER,yes,Solicitation,2026-05-13,2026-05-15,Platoon Level Small Uncrewed Aircraft System (SUAS),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RSA.W6QK ACC-RSA,336411,1550,,W58RGZ-26-S-C001-0002,1c8c9fed25344fc98d7a723b1b418dd0,https://sam.gov/workspace/contract/opp/1c8c9fed25344fc98d7a723b1b418dd0/view,title_uncrewed
OTHER,yes,Sources Sought,2026-05-12,2026-05-18,Advanced Communications Experiment – Cross-border Autonomous Vehicle Session Persistence Experiment and Research,"HOMELAND SECURITY, DEPARTMENT OF.OFFICE OF PROCUREMENT OPERATIONS.SCI  TECH ACQ DIV",541715,1550,,70RSAT26RFI000017,02ec5ed7969d4c249423beb4425ef8f5,https://sam.gov/workspace/contract/opp/02ec5ed7969d4c249423beb4425ef8f5/view,title_autonomous
OTHER,yes,Combined Synopsis/Solicitation,2026-05-13,2026-05-26,"46--VESSEL ASSEMBLY,REV",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT CONSTRUCTION & EQUIPMENT.DLA TROOP SUPPORT,333310,46,,SPE8E826T3667,55a273dd52024806abe33f7bf9b5d797,https://sam.gov/workspace/contract/opp/55a273dd52024806abe33f7bf9b5d797/view,title_vessel
OTHER,yes,Combined Synopsis/Solicitation,2026-05-19,2026-05-27,"engineering inspection regime onboard Training Support Vessel Squadron (TSVRON) vessels TSV-1 PREVAIL, TSV-3 HUNTER, TSV-4 NARRAGANSETT, and TSV-5 VINDICATOR currently homeported at JEB Little Creek. The Training Support Vessels (TSV) are utilized to suppo",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,541990,H320,NONE,N0018926QL1180001,f7f65adb0fea456d844c0b85c25ee106,https://sam.gov/workspace/contract/opp/f7f65adb0fea456d844c0b85c25ee106/view,title_vessel
OTHER,yes,Solicitation,2026-04-28,2026-05-28,"2030-DAVITS, BOAT, BOOM",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,333998,2030,NONE,SPRMM1-26-Q-MF06,8aae6f893e8c456d8a938103cd144700,https://sam.gov/workspace/contract/opp/8aae6f893e8c456d8a938103cd144700/view,title_boat
OTHER,yes,Solicitation,2026-04-28,2026-05-28,"RFQ- DLA MARITIME, RADOME (NSN 5985-01-574-6295)- Qty 4",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,334220,5985,SBA,SPRMM1-26-Q-HC44,665b597d311e4667b356d1115be5785e,https://sam.gov/workspace/contract/opp/665b597d311e4667b356d1115be5785e/view,title_maritime
OTHER,yes,Combined Synopsis/Solicitation,2026-05-13,2026-05-28,"20--HOOK,BOAT",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,332510,20,SBA,SPE7M426U0335,11908ae8d90e414382211244cf25bde7,https://sam.gov/workspace/contract/opp/11908ae8d90e414382211244cf25bde7/view,title_boat
OTHER,yes,Special Notice,2026-05-14,2026-05-28,2026 NSWC Port Hueneme Maritime Advanced Technology Accelerator Consortium (MATAC) OTA Virtual Industry Day,DEPT OF DEFENSE,,,,,cef13d9d3e0c4190be0a39eb7d38f88a,https://sam.gov/workspace/contract/opp/cef13d9d3e0c4190be0a39eb7d38f88a/view,title_maritime
OTHER,yes,Special Notice,2026-04-29,2026-05-29,USSOCOM RFI TE 26-3 Maritime Operations in Contested Electromagnetic Spectrum (EMS) Environments,DEPT OF DEFENSE.US SPECIAL OPERATIONS COMMAND (USSOCOM),541715,AC13,,RFI_TE_26_3_Maritime_Operations_in_Contested_Electromagnetic_Spectrum_Environments,832104b46d5344d58b9673ebd98b737d,https://sam.gov/workspace/contract/opp/832104b46d5344d58b9673ebd98b737d/view,title_maritime
OTHER,yes,Presolicitation,2026-05-14,2026-05-29,Manned/Unmanned Teaming (MUM-T) Plus Experimentation Effort,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR HQS.NAVAL AIR SYSTEMS COMMAND,541715,AC12,,N00019-26-RFPREQ-TPM231-0370,15edc823c51141e7bac8c62921dd272f,https://sam.gov/workspace/contract/opp/15edc823c51141e7bac8c62921dd272f/view,title_unmanned
OTHER,yes,Combined Synopsis/Solicitation,2026-05-21,2026-06-01,"20--BLADDER,BOAT",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,114119,20,SBA,SPE7M426T131J,10450f8611df4a2f8fd9f6af5fe2d326,https://sam.gov/workspace/contract/opp/10450f8611df4a2f8fd9f6af5fe2d326/view,title_boat
OTHER,yes,Combined Synopsis/Solicitation,2026-05-29,2026-06-01,BOAT HAULING FOR TWO UTILITY BOATS,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,484230,V125,SBA,N0018926QL143,fd5dc79aba2e4245851c3181dbcbc691,https://sam.gov/workspace/contract/opp/fd5dc79aba2e4245851c3181dbcbc691/view,title_boat
OTHER,yes,Solicitation,2026-05-29,2026-06-02,"SOF AT&L Innovative Technology and Agile Acquisition Commercial Solutions Opening (CSO) CALL CSO003 PEO Maritime, Special Operations Forces Combat Diving Development",DEPT OF DEFENSE.US SPECIAL OPERATIONS COMMAND (USSOCOM).HQ USSOCOM,541715,AC13,NONE,SOF_ATL_Combat_Dive,a7164128dccb4bd99970f81c3677ab4e,https://sam.gov/workspace/contract/opp/a7164128dccb4bd99970f81c3677ab4e/view,title_maritime
OTHER,yes,Solicitation,2026-05-29,2026-06-03,Study on the Economic Impact of the  International Maritime Organization Net Zero Framework,"TRANSPORTATION, DEPARTMENT OF.MARITIME ADMINISTRATION.693JF7 DOT  MARITIME ADMINISTRATION",541720,R405,NONE,693JF726R000015,deacc9ceb35c4316ac4c366337f573e8,https://sam.gov/workspace/contract/opp/deacc9ceb35c4316ac4c366337f573e8/view,title_maritime
OTHER,yes,Solicitation,2026-06-01,2026-06-03,Emerging Threats in Small Unmanned Aircraft Systems (sUAS) Warfare,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,611699,U099,SBA,N0018926QL154,e7ea8337807f42ffaf88ee7318848044,https://sam.gov/workspace/contract/opp/e7ea8337807f42ffaf88ee7318848044/view,title_unmanned
OTHER,yes,Combined Synopsis/Solicitation,2026-06-02,2026-06-03,CHARTERED MARITIME VESSEL SUPPORT SERVICES,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC PEARL HARBOR.NAVSUP FLT LOG CTR PEARL HARBOR,532411,W020,NONE,N0060426Q4046,4962043728494fe1998f3eb8ff762ce6,https://sam.gov/workspace/contract/opp/4962043728494fe1998f3eb8ff762ce6/view,title_maritime;title_vessel
OTHER,yes,Solicitation,2026-05-27,2026-06-04,OEM Coast Marine and Industrial Supply COMAR Pilot Ladders for a T-AO Class Vessel,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC PUGET SOUND.NAVSUP FLT LOG CTR PUGET SOUND,332999,2090,NONE,N0040626Q0241,45f35fbe399247888b3cd8a097aefcc6,https://sam.gov/workspace/contract/opp/45f35fbe399247888b3cd8a097aefcc6/view,title_vessel
OTHER,yes,Special Notice,2026-05-13,2026-06-05,United States Special Operations Command (USSOCOM)  Long Range/Long Endurance (LR|LE) Uncrewed Aerial System (UAS) Event – 2027-1 (sLE27-1),DEPT OF DEFENSE.US SPECIAL OPERATIONS COMMAND (USSOCOM).HQ USSOCOM,336411,1550,,,ae150e504f51467a91de9b4aca7db1a9,https://sam.gov/workspace/contract/opp/ae150e504f51467a91de9b4aca7db1a9/view,title_uncrewed
OTHER,yes,Presolicitation,2026-05-20,2026-06-05,"Y--Steamboat Rock State Park Shoreline Stabilization Columbia Basin Project, Washi","INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.PACIFIC NW REGION PN 6615",237990,Y1PZ,,140R1026B0001,d1577d444af94dbebf153baac000a4b9,https://sam.gov/workspace/contract/opp/d1577d444af94dbebf153baac000a4b9/view,title_boat
OTHER,yes,Sources Sought,2026-05-26,2026-06-05,Pacific Maritime Transportation and Towage Services,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-OO.413TH CSB.0413 AQ HQ     CONTRACT AUG,488310,M2CA,NONE,PAN413-26-P-0000026813,d3ed500fec8e40bc82a1931d10dea91f,https://sam.gov/workspace/contract/opp/d3ed500fec8e40bc82a1931d10dea91f/view,title_maritime
OTHER,yes,Combined Synopsis/Solicitation,2026-05-28,2026-06-05,Autonomous Drone and Systems Training,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC CRANE,611710,U099,SBA,N0016426Q0146Amendment,d44ea5123ff647d19da5c1255eb4d2f8,https://sam.gov/workspace/contract/opp/d44ea5123ff647d19da5c1255eb4d2f8/view,title_autonomous
OTHER,yes,Sources Sought,2026-05-28,2026-06-05,Y--Boat Ramp Replacement Project at Kirwin NWR,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, GAOA",237990,Y1PZ,SBA,140FGA26R0023,675f05de152f4d58b3e5a8c010a867d6,https://sam.gov/workspace/contract/opp/675f05de152f4d58b3e5a8c010a867d6/view,title_boat
OTHER,yes,Solicitation,2026-06-02,2026-06-05,Experimental Cryogenic Vacuum Pressure Vessel for Characterization of Flashing Liquid Jet,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NASA SHARED SERVICES CENTER,541330,6605,8AN,80NSSC26930603Q,31f1e1819a8d4e69a95c00a478037aaf,https://sam.gov/workspace/contract/opp/31f1e1819a8d4e69a95c00a478037aaf/view,title_vessel
OTHER,yes,Special Notice,2026-06-04,2026-06-07,Unmanned Aerial Systems Trials for Release of Sterile Insect Technique Navel Orangeworm,"AGRICULTURE, DEPARTMENT OF.ANIMAL AND PLANT HEALTH INSPECTION SERVICE.PPQ CPHST",115112,F108,SBA,1169789,9a03d2630fd948d49dd95de258461f25,https://sam.gov/workspace/contract/opp/9a03d2630fd948d49dd95de258461f25/view,title_unmanned
OTHER,yes,Sources Sought,2026-05-07,2026-06-08,"Collection and Treatment Services for Collection, Holding, and Transfer (CHT) and Disposal Services for Industrial Waste from Ships and Vessels at Commander, Fleet Activities, Sasebo (CFAS), Japan",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC FAR EAST.NAVFACSYSCOM FAR EAST,562211,S222,,N4008426B6300,4461ea1e171c41ceb8467a491103e081,https://sam.gov/workspace/contract/opp/4461ea1e171c41ceb8467a491103e081/view,title_vessel
OTHER,yes,Special Notice,2026-05-08,2026-06-08,V--Vessel Atlantic Ops Physical Inspections RFI,"INTERIOR, DEPARTMENT OF THE.BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT.ACQUISITION MANAGEMENT DIVISION",483112,V124,,DOIEFBO260006,036fa29560c146eead00c3f4f91cc43d,https://sam.gov/workspace/contract/opp/036fa29560c146eead00c3f4f91cc43d/view,title_vessel
OTHER,yes,Sources Sought,2026-05-19,2026-06-08,N6133126SNQ31-Sources Sought Announcement For Improved Maritime Ballistic Plate (IMBP),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NAVAL SURFACE WARFARE CENTER,339999,8470,NONE,N6133126SNQ31,a6ee4fe74c0a4820a25521c1bf5eb6dc,https://sam.gov/workspace/contract/opp/a6ee4fe74c0a4820a25521c1bf5eb6dc/view,title_maritime
OTHER,yes,Sources Sought,2026-05-24,2026-06-08,Title XI Vessel Surveys and Appraisals Support Services,"TRANSPORTATION, DEPARTMENT OF.MARITIME ADMINISTRATION.693JF7 DOT  MARITIME ADMINISTRATION",541990,R499,SBA,693JF7-26-SS-0003,87da3e9b456f4720a6c27c9f406583ba,https://sam.gov/workspace/contract/opp/87da3e9b456f4720a6c27c9f406583ba/view,title_vessel
