Subawardee UEI,Subawardee NAICS-6 (Primary),Subawardee NAICS-6 Description,Parent UEI,Parent Vendor Name,Subawardee Vendor Name,Predominant Place of Performance (by records),Subaward $M,Published Subaward Records,First Subaward,Last Subaward,Capability Domain Archetype (D),Capability Domain Archetype Basis,Primary Output Archetype (P),Primary Output Archetype Basis,Role / Description,Source URLs
PJRYS7EFXQD9,332911,Industrial Valve Manufacturing,,,"B.N.L. INDUSTRIES, INC.",Domestic,0.853473,6,2018-11-02,2024-09-27,,,,,,
SFD8QNU62LD3,335929,Other Communication and Energy Wire Manufacturing,,INSULATED WIRE INC.,INSULATED WIRE INC.,Domestic,0.833984,8,2016-07-11,2024-04-15,,,,,,
CE4UBZFNCKU9,237990,Other Heavy and Civil Engineering Construction,,MOHAWK NORTHEAST INC,MOHAWK NORTHEAST INC,Domestic,0.833389,6,2019-06-19,2023-12-19,,,,,,
X3DBJSMT83N5,331110,Iron and Steel Mills and Ferroalloy Manufacturing,,,CLEVELAND-CLIFFS PLATE LLC,Domestic,0.829096,11,2022-02-23,2023-06-14,,,,,,
W7QMJRYTHHM4,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",,"Prv Metals, LLC","TECHSPEC, INC.",Domestic,0.819676,9,2018-08-30,2022-06-15,,,,,,
NG7TY7BYU9R7,,n/a (no SAM record),,"W. & O. SUPPLY, INC.","W. & O. SUPPLY, INC.",Domestic,0.818015,18,2019-12-20,2024-10-16,,,,,,
TXHLDCPC95J3,332710,Machine Shops,,"C. V. TOOL COMPANY, INC.","C. V. TOOL COMPANY, INC.",Domestic,0.811614,25,2019-02-20,2025-04-17,,,,,,
VUA5GYK66K98,332322,Sheet Metal Work Manufacturing,,CHAPCO INC,CHAPCO INC,Domestic,0.811133,7,2023-02-16,2024-04-23,,,,,,
QF82VVEDYFC3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,PARKER-HANNIFIN CORPORATION,"PUROLATOR FACET, INC.",Domestic,0.798846,7,2018-11-13,2020-04-27,,,,,,
L4ZMKLM4MPL3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,MOOG INC.,MOOG INC.,Domestic,0.796152,2,2018-01-31,2018-05-14,,,,,"This UEI is Moog’s East Aurora, New York headquarters/controls operation, which develops precision motion-control electronics, servo controls, and actuation systems. The public record does not identify a separate Virginia-class component for this UEI, so it should not be assigned the Orrville sibling’s hydraulic-cylinder role or the Blacksburg sibling’s motor/electronics role.","https://www.highergov.com/awardee/moog-inc-10000441/
https://www.sledai.com/tools/public-spend/vendor/moog-inc-l4zmklm4mpl3/
https://www.moog.com/markets/marine.html"
PUFMZLZJ2BY2,332613,Spring Manufacturing,,"Helix Acquisition Holdings, Inc.",MATTHEW WARREN INC,Domestic,0.780899,9,2021-11-24,2024-06-28,,,,,,
VERVZNQLJQM6,,"n/a (long-tail, not researched)",,,ABRASIVE FINISHING INDUSTRIES LLC,Domestic,0.78003,9,2023-04-28,2024-11-21,,,,,,
QWM1XWLUFQM8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,TRIDENT SYSTEMS INCORPORATED,TRIDENT SYSTEMS INCORPORATED,Domestic,0.772862,10,2017-05-10,2018-01-09,,,,,,
EVZMB1757DW5,332312,Fabricated Structural Metal Manufacturing,,"STEELFAB, INC.","STEELFAB, INC.",Domestic,0.763769,1,2017-07-03,2017-07-03,,,,,,
GXK6HT9PN3P9,332721,Precision Turned Product Manufacturing,,KAMAN CORPORATION,KAMATICS CORPORATION,Domestic,0.763246,36,2016-09-12,2024-10-11,,,,,,
QPFMBXNMQM85,561320,Temporary Help Services,,"Allegis Group, Inc.","AEROTEK, INC.",Domestic,0.759873,13,2017-02-21,2019-09-04,,,,,,
MWJTQK36KMG3,562910,Remediation Services,,"ZAPATA GROUP, INC.",ZAPATA INCORPORATED,Domestic,0.753,1,2018-09-14,2018-09-14,,,,,,
CMTLME2MH6F4,541330,Engineering Services,,SPIRAX-SARCO ENGINEERING PLC,"SPIRAX SARCO, INC.",Domestic,0.740606,5,2019-05-22,2022-03-17,,,,,,
GWKMNJ89SCC5,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",,MATERION CORPORATION,MATERION BRUSH INC.,Domestic,0.733551,10,2018-04-03,2019-08-21,,,,,,
NN4BTBUN58J5,423840,Industrial Supplies Merchant Wholesalers,,,"STRATUS TECHNOLOGIES, INC.",Domestic,0.729603,15,2016-12-09,2018-11-16,,,,,,
S3NBXGNJ5433,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,"CORSERVA, INC.","CORSERVA, INC.",Domestic,0.722439,10,2016-04-26,2018-09-19,,,,,,
LN8JD2HB57K5,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,"PATRIOT ELECTRONICS, INC.",Domestic,0.722391,15,2017-01-11,2025-08-07,,,,,,
ML82LTYEBMQ5,541519,Other Computer Related Services,,ADVANCED OFFICE SYSTEMS INC,ADVANCED OFFICE SYSTEMS INC,Domestic,0.714963,10,2017-01-10,2018-08-07,,,,,,
XLLQN8Q4P7M1,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,,"WANNER ENGINEERING, INC.",Domestic,0.7144,2,2016-02-29,2019-09-06,,,,,,
PS39EKC82UU5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,"Commerce Bancshares, Inc.",DIT-MCO INTERNATIONAL LLC,Domestic,0.713539,3,2017-09-20,2018-10-11,,,,,,
FDMCABKJFNE8,339113,Surgical Appliance and Supplies Manufacturing,,MSA SAFETY INCORPORATED,"MINE SAFETY APPLIANCES COMPANY, LLC",Domestic,0.68746,1,2016-02-18,2016-02-18,,,,,,
ZBAJWJYVWC49,444190,Other Building Material Dealers,,"UNITED BUILDERS SUPPLY CO., INCORPORATED","UNITED BUILDERS SUPPLY CO., INCORPORATED",Domestic,0.677142,12,2016-10-03,2018-10-18,,,,,,
SN8JQ8XJ55N9,333613,Mechanical Power Transmission Equipment Manufacturing,,,"LOVEJOY, LLC",Domestic,0.676217,6,2023-04-26,2025-04-16,,,,,,
Z2M4Q4H6TKM3,423840,Industrial Supplies Merchant Wholesalers,,,"DAWSON-MACDONALD CO., INC.",Domestic,0.667694,13,2016-04-29,2024-04-15,,,,,,
UPAPN5VL4KR9,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,EATON CORPORATION PUBLIC LIMITED COMPANY,EATON AEROSPACE LLC,Domestic,0.6614,4,2017-07-31,2020-01-10,,,,,,
H11HD5VHGHN3,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,Domestic,0.65845,1,2022-11-23,2022-11-23,,,,,,
S1LJCH88WHT5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,W.R. DAVIS ENGINEERING LIMITED,W.R. DAVIS ENGINEERING LIMITED,Foreign,0.654,2,2021-12-03,2024-10-04,,,,,,
M35SG6PKLJB3,332996,Fabricated Pipe and Pipe Fitting Manufacturing,,ALCO INVESTMENT COMPANY,"ALASKAN COPPER COMPANIES, INC.",Domestic,0.644024,6,2019-10-09,2022-10-17,,,,,,
MK6AGEN4XM53,713990,All Other Amusement and Recreation Industries,,"POWERSTATION, LLC","POWERSTATION, LLC",Domestic,0.634961,4,2018-11-05,2023-09-15,,,,,,
G42SVPMNBDA1,333995,Fluid Power Cylinder and Actuator Manufacturing,,,THOMSON LINEAR LLC,Domestic,0.628734,6,2016-02-08,2019-04-08,,,,,,
J632BG3ZB8L9,334412,Bare Printed Circuit Board Manufacturing,,,"TTM TECHNOLOGIES, INC.",Domestic,0.622032,2,2022-10-06,2024-04-15,,,,,,
J7RQVJ723JM3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,MADISON COMPANY,MADISON COMPANY,Domestic,0.621755,5,2018-05-22,2023-03-07,,,,,,
XA3VAXMUA9A8,238210,Electrical Contractors and Other Wiring Installation Contractors,,,"EAGLE INDUSTRIES, INC.",Domestic,0.612123,3,2017-04-04,2024-09-23,,,,,,
EAZVTUEVK9J9,423830,Industrial Machinery and Equipment Merchant Wholesalers,,AIRLINE HYDRAULICS CORPORATION,AIRLINE HYDRAULICS CORPORATION,Domestic,0.603082,7,2017-01-30,2024-04-15,,,,,,
Y3LKL3D6FNK9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,VIABLE POWER CONVERSION TECHNOLOGIES INC,Foreign,0.596619,1,2025-06-13,2025-06-13,,,,,,
KDWVFE3K1TL3,335312,Motor and Generator Manufacturing,,MOOG INC.,MOOG INC.,Domestic,0.591638,4,2016-02-22,2023-12-08,,,,,"This UEI is Moog’s Blacksburg, Virginia space-and-defense electronics operation, which manufactures motors, motor controls, circuit cards, and other electromechanical electronics. Navy notices confirm circuit-card and actuator-related items from the site, but not the exact Virginia-class subsystem represented by the subaward.","https://www.highergov.com/awardee/moog-inc-10112687/
https://sam.gov/opp/305410076e394aed810698be73d136c5/view
https://sam.gov/opp/725c090e17404efb9acd59c86004dff4/view"
QCFDU4MA1444,236210,Industrial Building Construction,,The Cianbro Companies,A/Z CORPORATION,Domestic,0.5731,7,2017-03-01,2024-09-20,,,,,,
PHZDZ8SJ5CM1,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,Cdw Corporation,CDW GOVERNMENT LLC,Domestic,0.570478,7,2016-05-10,2018-09-05,,,,,,
NHA2LDXZPES3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,ITT Inc.,ITT ENIDINE INC.,Domestic,0.570048,6,2018-04-16,2023-03-06,,,,,,
DN8HGRSV3LA6,334310,Audio and Video Equipment Manufacturing,,,OUTLAND TECHNOLOGY INC.,Domestic,0.5489,9,2017-05-12,2024-05-30,,,,,,
KWHXKLAL87T5,336611,Ship Building and Repairing,,"IN-PLACE MACHINING COMPANY, LLC","IN-PLACE MACHINING COMPANY, LLC",Domestic,0.546237,3,2024-11-21,2025-01-22,,,,,,
H4ZMPGLLZ8D9,332710,Machine Shops,,"ARTCRAFT FABRICATORS, INC.","ARTCRAFT FABRICATORS, INC.",Domestic,0.546034,10,2017-09-06,2018-08-07,,,,,,
MWCVNKNHLF53,332112,Nonferrous Forging,,ALLEGHENY TECHNOLOGIES INCORPORATED,ATI LADISH LLC,Domestic,0.542568,5,2017-01-26,2017-05-31,,,,,,
NB21QESAKUM9,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,"L3HARRIS TECHNOLOGIES, INC",L3 TECHNOLOGIES INC,Domestic,0.52893,2,2023-03-17,2023-06-15,,,,,"This UEI is L3 Chesapeake Sciences in Millersville, Maryland, which develops undersea sensors, acoustic systems, and submarine communications/mast electronics. Public Navy records confirm undersea electronics from the entity, but do not identify the exact Virginia-class assembly represented by the subaward.","https://app.g2xchange.com/companies/NB21QESAKUM9
https://www.highergov.com/awardee/l3-technologies-inc-12768358/
https://sam.gov/workspace/contract/opp/8fa1fcab28a14577bee81d19bf266c18/view"
WYN3NM142HF3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,"LEE COMPANY, THE","LEE COMPANY, THE",Domestic,0.528531,5,2019-05-24,2024-06-13,,,,,,
TYQ7WJJPGH91,334290,Other Communications Equipment Manufacturing,,Anixter International Inc.,ANIXTER INC,Domestic,0.528,1,2016-02-26,2016-02-26,,,,,,
PQXWA9BB6UJ6,541330,Engineering Services,,,"PULSCO, INC.",Domestic,0.525648,2,2018-03-12,2024-08-28,,,,,,
TQ6PLXME5XE1,325520,Adhesive Manufacturing,,,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,Domestic,0.5168,1,2019-01-22,2019-01-22,,,,,,
XJWLF38U74P3,332410,Power Boiler and Heat Exchanger Manufacturing,,XYLEM INC.,"FLUID HANDLING, LLC",Domestic,0.51677,1,2019-06-14,2019-06-14,,,,,,
KDKVNQBN2Q53,,n/a (no SAM record),,BARNHART CRANE AND RIGGING CO.,"Barnhart Northeast, Inc.",Domestic,0.51482,7,2016-11-07,2021-03-30,,,,,,
LNU9THQFHLR5,423830,Industrial Machinery and Equipment Merchant Wholesalers,,,TRIFAX LLC,Domestic,0.513104,1,2021-03-16,2021-03-16,,,,,,
E5XTWRMQAZN1,424690,Other Chemical and Allied Products Merchant Wholesalers,,,APPLIED PRODUCTS INC,Domestic,0.511327,3,2023-02-21,2023-08-04,,,,,,
JQHDLX7VEUC1,339920,Sporting and Athletic Goods Manufacturing,,,"HUISH OUTDOORS, LLC",Domestic,0.5049,3,2016-02-24,2020-01-23,,,,,,
EPSYXPS5MK39,339999,All Other Miscellaneous Manufacturing,,NORTHROP GRUMMAN CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,Domestic,0.50203,3,2018-09-28,2018-11-15,,,,,"Northrop Grumman’s Annapolis undersea-systems entity supplies acoustic and sonar-related hardware. A Navy notice tied to this UEI identifies an acoustic sonar baffle, providing a concrete submarine construction item, although the public notice does not name the specific Virginia-class hull.","https://www.sweetspot.so/markets/federal/contractors/northrop-grumman-systems-corporation-epsyxps5mk39/
https://sam.gov/workspace/contract/opp/241e9e8fd83c47399e62f57ecaa43865/view"
JMFNDVNJ67A3,423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,,,CM-MATRIX CORPORATION,Domestic,0.493401,8,2017-10-11,2023-12-15,,,,,,
DNY9WHR3SKK6,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,CLARK-RELIANCE LLC,ICON M G T SYSTEMS LLC,Domestic,0.49271,7,2021-09-02,2025-07-25,,,,,,
HRJNGAUKL2Q2,541330,Engineering Services,,,"HI-TEST LABORATORIES, INC.",Domestic,0.4911,8,2017-04-25,2019-06-10,,,,,,
GHVMX1DLDAK6,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,ADOLF WURTH GMBH & CO KG,"WURTH REVCAR FASTENERS, INC.",Domestic,0.48868,7,2017-01-05,2024-11-15,,,,,,
UES5F4AAZJK5,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,"DONALDSON COMPANY, INC.","DONALDSON COMPANY, INC.",Domestic,0.481875,4,2016-08-26,2021-07-15,,,,,,
EPHBJMLFMGL7,335931,Current-Carrying Wiring Device Manufacturing,,COMPONENTS CORPORATION OF AMERICA,"STACO SYSTEMS, INC.",Domestic,0.481162,5,2016-10-26,2025-01-03,,,,,,
GHJ6L9RLAR65,333517,Machine Tool Manufacturing,,WILSON TOOL INTERNATIONAL INC.,WILSON TOOL INTERNATIONAL INC.,Domestic,0.47553,3,2017-09-05,2017-09-05,,,,,,
HB74FFGNFK17,332510,Hardware Manufacturing,,,THE DYSON CORPORATION,Domestic,0.462793,8,2016-02-03,2025-06-23,,,,,,
CHSCLZAAPTQ3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,PULSAFEEDER INC A UNIT OF IDEX,PULSAFEEDER INC,Domestic,0.459968,4,2018-01-31,2024-04-15,,,,,,
LD7YXEQNEKZ3,333992,Welding and Soldering Equipment Manufacturing,,,"LINCOLN ELECTRIC AUTOMATION, INC.",Domestic,0.457684,1,2023-02-22,2023-02-22,,,,,,
YMKJUADMJN79,332911,Industrial Valve Manufacturing,,"TRI-TEC MANUFACTURING, LLC","TRI-TEC MANUFACTURING, LLC",Domestic,0.454299,3,2017-01-12,2019-11-22,,,,,,
K5WVCD4GUK41,332114,Custom Roll Forming,,JONATHAN ENGINEERED SOLUTIONS CORP.,JONATHAN ENGINEERED SOLUTIONS CORP.,Domestic,0.453475,14,2016-02-03,2023-04-06,,,,,,
CFXRGJSB9UB6,335313,Switchgear and Switchboard Apparatus Manufacturing,,"L3HARRIS TECHNOLOGIES, INC.","SPD ELECTRICAL SYSTEMS, INC",Domestic,0.45255,9,2017-10-06,2023-10-12,,,,,"SPD Electrical Systems in Camden supplies shock-hardened naval circuit breakers, switchgear, and electrical-protection hardware. For Virginia-class construction, its distinct contribution is breaker/switchgear hardware rather than complete switchboards or machinery-control consoles.","https://www.highergov.com/awardee/l3harris-maritime-power-energy-solutions-inc-10107022/
https://www.l3harris.com/all-capabilities/air-circuit-breaker-4012"
KSZBH4K529U5,423510,Metal Service Centers and Other Metal Merchant Wholesalers,,,"CMI, INC.",Domestic,0.447584,2,2023-09-27,2024-06-05,,,,,,
DZVSKE3ZKRV4,541330,Engineering Services,,,"IE TEST, LLC",Domestic,0.445095,6,2016-06-20,2017-11-27,,,,,,
V6FJCB53JDK7,,"n/a (SAM record, no NAICS)",,"RURAL ROUTE 2, LLC","RURAL ROUTE 2, LLC",Domestic,0.438658,6,2022-05-27,2025-07-14,,,,,,
EARSLY8TTEC9,321213,Engineered Wood Member (except Truss) Manufacturing,,"Atlas Holdings, LLC",REDBUILT LLC,Domestic,0.434031,9,2016-07-21,2018-10-25,,,,,,
H33DK44BJZE1,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",,HAWTHORNE MACHINERY CO.,HAWTHORNE MACHINERY CO.,Domestic,0.4306,4,2017-10-30,2018-10-15,,,,,,
HK1VJ4NJ6QN7,,n/a (no SAM record),,"TIMKEN COMPANY, THE",LOVEJOY CURTIS LLC,Domestic,0.428559,13,2018-05-01,2022-02-24,,,,,,
WVW5FMYALEL6,335313,Switchgear and Switchboard Apparatus Manufacturing,,,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",Domestic,0.426682,1,2018-06-19,2018-06-19,,,,,,
U517SU1EZGK9,332710,Machine Shops,,"CHALMERS & KUBECK, INC.","CHALMERS & KUBECK, INC.",Domestic,0.418373,10,2018-02-06,2023-08-29,,,,,,
PVUKF83PZZM6,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,,"INTEGRO, LLC",Domestic,0.4182,3,2016-10-07,2018-04-06,,,,,,
FFL2MLNT4FN1,333912,Air and Gas Compressor Manufacturing,,,GARDNER DENVER NASH LLC,Domestic,0.412275,1,2021-02-12,2021-02-12,,,,,,
TGUHUW52MLE3,,"n/a (SAM record, no NAICS)",,"Insco Intermediate Holdings, Inc","NIANTIC SEAL, INC.",Domestic,0.41192,8,2017-08-01,2025-05-15,,,,,,
Z3KHMUV8E999,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,"JAN ELECTRONIC SUPPLIES, INC.",Domestic,0.411182,13,2016-05-13,2019-09-16,,,,,,
JN14RTY2BEZ5,,n/a (no SAM record),,Opus Investment,H. C. STARCK INC.,Domestic,0.399374,4,2017-08-01,2021-03-25,,,,,,
GEZPNX8Q2RM3,423830,Industrial Machinery and Equipment Merchant Wholesalers,,"STS OPERATING, INC.","STS OPERATING, INC.",Domestic,0.39072,2,2020-04-23,2020-04-23,,,,,,
HMCHY1Y3NCG9,,"n/a (SAM record, no NAICS)",,DUBAI INTERNATIONAL CAPITAL LLC,SPECIALTY BAR PRODUCTS COMPANY,Domestic,0.386617,11,2017-03-02,2018-08-23,,,,,,
M4ANYAZ8Q6H8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,Fortive Corporation,GEMS SENSORS INC.,Domestic,0.383643,20,2018-07-02,2020-06-03,,,,,,
ZA7HPV7XXUE3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,"MERRILL TECHNOLOGIES GROUP, INC.","MERRILL TECHNOLOGIES GROUP, INC.",Domestic,0.377908,6,2019-06-07,2021-07-19,,,,,,
N1MARKMJYJU3,334417,Electronic Connector Manufacturing,,TE Connectivity Ltd.,"BRANTNER AND ASSOCIATES, INC.",Domestic,0.377408,1,2019-10-30,2019-10-30,,,,,,
NNNPMB5KA1V6,326199,All Other Plastics Product Manufacturing,,,DENNEY PLASTICS MACHINING LLC,Domestic,0.373046,9,2018-07-16,2024-09-27,,,,,,
JJGGMB8XQPV7,,n/a (no SAM record),,TE Connectivity Ltd.,L. L. ROWE COMPANY,Domestic,0.371896,1,2016-02-22,2016-02-22,,,,,,
UPMWNA8Y25L1,334519,Other Measuring and Controlling Device Manufacturing,,,"GEODETIC SERVICES, INC",Domestic,0.371261,9,2016-02-15,2023-09-27,,,,,,
CHJNFCBMNJS3,541330,Engineering Services,,"OCEANEERING INTERNATIONAL, INC.","OCEANEERING INTERNATIONAL, INC.",Domestic,0.369441,1,2017-08-09,2017-08-09,,,,,,
DLLCKA14LMZ5,,n/a (no SAM record),,,"Merrill Aviation, Inc.",Domestic,0.359762,4,2019-01-16,2019-05-07,,,,,,
N5H9R8EN75V9,444130,Hardware Stores,,GENUINE PARTS COMPANY,"MOTION INDUSTRIES, INC.",Domestic,0.359634,8,2017-03-30,2024-04-15,,,,,,
RJZKELTAHBM5,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,"Ozop Energy Solutions, Inc.","POWER CONVERSION TECHNOLOGIES, INC.",Domestic,0.356115,6,2018-04-11,2020-07-30,,,,,,
C9C6HPQLL4A8,333120,Construction Machinery Manufacturing,,Caterpillar Inc.,CATERPILLAR INC.,Domestic,0.352059,6,2017-01-06,2020-01-09,,,,,,
UN3TBWQUCQN4,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,DELTA-ELECTRO POWER INC.,Domestic,0.35035,3,2016-05-11,2017-09-21,,,,,,
MAKYNVTMNZX1,332911,Industrial Valve Manufacturing,,,TRAC REGULATORS INC,Domestic,0.34823,3,2019-08-26,2025-06-18,,,,,,
CR39JL3216G7,541620,Environmental Consulting Services,,"HUNTINGTON INGALLS INDUSTRIES, INC",NEWPORT NEWS NUCLEAR INC,Domestic,0.34784,25,2023-01-23,2024-10-25,,,,,,
WW6HFEMKWPC5,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,FRIES SPINNING & STAMPINGS INC,Domestic,0.337097,21,2017-07-27,2023-04-04,,,,,,
EKY1E33VMH27,532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,,,"UNITED RENTALS (NORTH AMERICA), INC.",Domestic,0.333528,3,2023-09-29,2024-11-20,,,,,,
CPHLNLBGWFN5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,LEONARDO SPA,DRS NAVAL POWER SYSTEMS INC,Domestic,0.333384,4,2017-02-07,2023-05-19,,,,,,
RJGEKQDTZKT8,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,Heh Holdings LLC,"ELECTRIC HEATER COMPANY, THE",Domestic,0.329318,5,2017-02-20,2022-10-31,,,,,,
X4M2SP7V9BC6,423830,Industrial Machinery and Equipment Merchant Wholesalers,,"METHODS MACHINE TOOLS, INC.","METHODS MACHINE TOOLS, INC.",Domestic,0.327,1,2017-07-13,2017-07-13,,,,,,
E144Y6P6NLN9,,"n/a (SAM record, no NAICS)",,THG CORPORATION,"HOPE GROUP, LLC., THE",Domestic,0.326285,2,2016-09-22,2017-06-12,,,,,,
MYDWUALGXBL5,,"n/a (SAM record, no NAICS)",,,BIOMATED SOLUTIONS LLC,Domestic,0.317435,8,2018-11-08,2021-02-15,,,,,,
CP1HCZ82DJL7,332710,Machine Shops,,,NC PRECISION LLC,Domestic,0.316926,7,2024-06-28,2025-06-18,,,,,,
MP94VMTR2DX4,,n/a (no SAM record),,PREECE INCORPORATED,Preece Incorporated,Domestic,0.316358,4,2016-02-12,2017-06-19,,,,,,
MKRCHD2CBAY1,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,UNITED TECHNOLOGIES CORPORATION,HAMILTON SUNDSTRAND CORPORATION,Domestic,0.314352,5,2016-02-02,2021-09-17,,,,,,
XSVGNUK78U74,331524,Aluminum Foundries (except Die-Casting),,Christian Peter Thomsen Holding ApS,BAC CORROSION A/S,Foreign,0.31284,7,2018-05-22,2021-05-19,,,,,,
GMVJD1H9JQX8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,"MICROFLEX, INC.","MICROFLEX, INC.",Domestic,0.310712,3,2021-10-25,2022-11-04,,,,,,
H12BMH6V6495,,n/a (no SAM record),,,"PIMA VALVE, LLC",Domestic,0.309881,2,2019-09-09,2021-07-23,,,,,,
HFL7UADKYZ52,238990,All Other Specialty Trade Contractors,,,"BARNHART NORTHEAST, INC.",Domestic,0.307645,3,2022-06-09,2024-04-15,,,,,,
FLMQAKFEMG64,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,ASPEQ HEATING GROUP LLC,INDEECO LLC,Domestic,0.30725,8,2019-05-28,2019-05-28,,,,,,
WMCUE58SZBD3,333992,Welding and Soldering Equipment Manufacturing,,MILLER ELECTRIC MFG. CO.,MILLER ELECTRIC MFG. CO.,Domestic,0.303216,1,2018-08-14,2018-08-14,,,,,,
D6BPMCKP2FE4,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,"O.C. LUGO CO., INC., THE","O.C. LUGO CO., INC., THE",Domestic,0.302442,2,2018-08-29,2018-08-29,,,,,,
V62NC51F7YV1,541330,Engineering Services,,UNIVERSITY OF DAYTON,UNIVERSITY OF DAYTON,Domestic,0.301923,3,2018-10-29,2018-10-29,,,,,,
QFG7EC12DQK4,532310,General Rental Centers,,"UNITED RENTALS, INC.","UNITED RENTALS (NORTH AMERICA), INC.",Domestic,0.300995,7,2017-11-13,2019-09-16,,,,,,
LKXHMX1K3AC5,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,NATIONAL INSTRUMENTS CORPORATION,NATIONAL INSTRUMENTS CORPORATION,Domestic,0.3,1,2021-11-08,2021-11-08,,,,,,
VV9KH3L99VE3,541519,Other Computer Related Services,,International Business Machines Corporation,INTERNATIONAL BUSINESS MACHINES CORPORATION,Domestic,0.293823,1,2018-09-21,2018-09-21,,,,,,
C1PGRWC26153,335312,Motor and Generator Manufacturing,,CURTISS-WRIGHT CORPORATION,EXLAR CORPORATION,Domestic,0.29232,2,2017-06-28,2017-06-28,,,,,"Exlar manufactures electromechanical linear and rotary actuators. Navy procurement records tied to this UEI identify actuator hardware, but I found no public source identifying the exact Virginia-class valve, control, or machinery application.","https://www.highergov.com/awardee/exlar-corporation-10410604/
https://sam.gov/opp/8efd2f5f01a74ab3a77d7f145812e648/view
https://www.curtisswright.com/products/industrial/exlar"
DQLZFV6PFCB9,332911,Industrial Valve Manufacturing,,,"TATE ANDALE, LLC",Domestic,0.288035,3,2020-01-08,2020-05-07,,,,,,
GMBZL1B9YMW9,561622,Locksmiths,,,A W GIFFORD INC,Domestic,0.286291,7,2019-09-13,2021-11-02,,,,,,
VM23NJLXLCK9,331110,Iron and Steel Mills and Ferroalloy Manufacturing,,"G. O. CARLSON, INC.","G. O. CARLSON, INC.",Domestic,0.282946,2,2018-03-22,2018-03-22,,,,,,
X25CWCMUL417,238220,"Plumbing, Heating, and Air-Conditioning Contractors",,,"CARLLO, INC.",Domestic,0.28,2,2018-10-16,2018-10-16,,,,,,
VJFKVNQBYVL5,326291,Rubber Product Manufacturing for Mechanical Use,,,GREENE RUBBER CO INC,Domestic,0.277787,7,2021-04-23,2025-06-06,,,,,,
J3HWENQMNG69,332312,Fabricated Structural Metal Manufacturing,,"ARCADIA MANUFACTURING GROUP, INC.","ARCADIA MANUFACTURING GROUP, INC.",Domestic,0.27608,8,2016-09-20,2020-06-04,,,,,,
GL8XT6HAWLK1,325510,Paint and Coating Manufacturing,,BHI ENERGY I POWER SERVICES LLC,BHI ENERGY I POWER SERVICES LLC,Domestic,0.274153,4,2018-05-23,2018-05-23,,,,,,
