action_date,war_gov_id,source_url,piid,in_scope_ddg_piid,amount_usd,prime,prime_location,expected_completion,pop_biw_site_pct,pop_ingalls_site_pct,pop_other_us_pct,pop_foreign_pct,pop_locations_detail,paragraph_text,program_primary,program_all,work_type_primary,work_type_all,work_type_ambiguous,is_ddg_new_construction_tam,program_refined,ddg_relevance
2023-08-07,3486121,https://www.defense.gov/News/Contracts/Contract/Article/3486121/  (via web.archive.org),,no,,Textron Systems Corp.,"New Orleans, Louisiana",,0.0,0.0,0.0,0.0,,"Textron Systems Corp., New Orleans, Louisiana, was awarded a firm-fixed-price modification in the amount of $7,763,000 to the previously awarded contract N00024-17-C 2480. This effort is to provide Major Shore Based Spares to support Landing Craft Air Cushion 100 Class at ACU-4. Funding in the amount of $7,763,000 will be obligated at time of contract modification release. Fiscal 2020 other procurement, Navy funds in the amount of $7,763,000 (100%) are obligated at time of award; funds will expire at the end of fiscal 2026. The Supervisor of Shipbuilding, Conversion, and Repair, Gulf Coast, Pascagoula, Mississippi, is the contracting activity.",unknown,,other,,,no,non_ddg,no
2023-08-10,3490188,https://www.defense.gov/News/Contracts/Contract/Article/3490188/  (via web.archive.org),,no,17995948,,,May 2026,0.0,0.0,100.0,0.0,"Clackamas, Oregon 100% [parsed from single-site]","RECONCRAFT LLC,* Anchorage, Alaska, is awarded a $17,995,948 firm-fixed-price modification to previously awarded contract N00024-23-C-2201 for five 40-foot Patrol Boats and 17 40-foot Patrol Boat trailers. Work will be performed in Clackamas, Oregon, and is expected to be completed by May 2026. Fiscal 2022 other procurement, Navy funds in the amount of $17,995,948 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2023-08-14,3492744,https://www.defense.gov/News/Contracts/Contract/Article/3492744/  (via web.archive.org),N00024-19-C-2125,no,15670000,Electric Boat Corp.,"Groton, Connecticut",December 2028,0.0,0.0,100.0,0.0,"Work will be performed by Electric Boat Corp. in Groton, Connecticut 100%","Electric Boat Corp., Groton, Connecticut, is awarded a $15,670,000 undefinitized contract action under a previously awarded contract (N00024-19-C-2125), to provide chill water pumps and motors. Work will be performed by Electric Boat Corp. in Groton, Connecticut (100%), and is expected to be completed by December 2028. Fiscal 2022 funds in the amount $7,835,000 will be obligated at time of award and will not expire at the end of the current fiscal year. Supervisor of Shipbuilding Conversion and Repair, Groton, Connecticut, is the contracting activity.",sub_other,sub_other,other,,,no,non_ddg,no
2023-08-15,3494048,https://www.defense.gov/News/Contracts/Contract/Article/3494048/  (via web.archive.org),,no,80267282,Marinette Marine Corp.,"Marinette, Wisconsin",May 2034,0.0,0.0,99.0,0.0,"Constellation-class guided-missile frigate. Work will be performed in Marinette, Wisconsin 65% | Newport News, Virginia 13% | New York, New York 5% | Columbia, Maryland 5% | Philadelphia, Pennsylvania 5% | Ayer, Massachusetts 3% | Arlington, Virginia 3%","Marinette Marine Corp., Marinette, Wisconsin, is awarded an $80,267,282 cost-plus-fixed-fee and cost modification to previously awarded contract N00024-20-C-2300 to exercise options for engineering and class support requirements and to fund projects for the frigate surface combatant industrial base and workforce development in support of detail design and construction of the Constellation-class guided-missile frigate. Work will be performed in Marinette, Wisconsin (65%); Newport News, Virginia (13%); New York, New York (5%); Columbia, Maryland (5%); Philadelphia, Pennsylvania (5%); Ayer, Massachusetts (3%); Arlington, Virginia (3%); and other various locations (1%), and is expected to be completed by May 2034. Fiscal 2023 shipbuilding and conversion, Navy funds in the amount of $45,500,000 will be obligated at time of the award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",surface_other,surface_other,construction,construction;design;sib_supplier_dev,Y,no,non_ddg,no
2023-08-16,3495375,https://www.defense.gov/News/Contracts/Contract/Article/3495375/  (via web.archive.org),,no,19405894,Huntington Ingalls Inc.,"Newport News, Virginia",,0.0,0.0,100.0,0.0,"Ford Class aircraft carriers. Work will be performed in Summerville, South Carolina 92% | Newport News, Virginia 8%","Huntington Ingalls Inc., Newport News, Virginia, was awarded a $19,405,894 cost-plus-fixed-fee modification to previously awarded contract N00024-16-C-2116 to procure spare main propulsion unit rotors to support Ford Class aircraft carriers. Work will be performed in Summerville, South Carolina (92%); and Newport News, Virginia (8%), and is scheduled to be complete in August 2029. Fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $19,405,894 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",cvn,cvn,other,,,no,non_ddg,no
2023-08-16,3495375,https://www.defense.gov/News/Contracts/Contract/Article/3495375/  (via web.archive.org),,no,15750325,,,August 2024,0.0,0.0,100.0,0.0,"Work will be performed in Baltimore, Maryland 88% | Goleta, California 7% | Wallops Island, Virginia 5%","(Awarded Aug. 15, 2023) Northrop Grumman Systems Corp., Linthicum Heights, Maryland, was awarded a $15,750,325 cost-plus-fixed-fee modification to the previously awarded contract N00024-22-C-5520 to exercise an option for design agent engineering of Surface Electronic Warfare Improvement Program Block 3 systems. Work will be performed in Baltimore, Maryland (88%); Goleta, California (7%); and Wallops Island, Virginia (5%), and is expected to be completed by August 2024. Fiscal 2023 other procurement, Navy funds in the amount of $2,957,633 (62%); fiscal 2021 other procurement, Navy funds in the amount of $910,152 (19%); fiscal 2023 operations and maintenance, Navy funds in the amount of $545,565 (12%); and fiscal 2022 other procurement, Navy funds in the amount of $343,489 (7%), will be obligated at time of award, of which $1,455,717 will expire at the end of the fiscal year. The Naval Sea Systems Command, Washington, D.C. is the contracting activity.",unknown,,lead_yard,lead_yard,,no,non_ddg,no
2023-08-21,3499682,https://www.defense.gov/News/Contracts/Contract/Article/3499682/  (via web.archive.org),,no,39282187,L3Harris Technologies,"Northampton, Massachusetts",July 2027,0.0,0.0,100.0,0.0,"This modification exercises options for the procurement of production hardware in support of new construction and in-service class submarines. Work will be performed in Northampton, Massachusetts 72% | Syracuse, New York 28%","L3Harris Technologies, Northampton, Massachusetts, is awarded a $39,282,187 cost-plus-incentive-fee and firm-fixed-price modification to previously awarded contract N00024-20-C-6249. This modification exercises options for the procurement of production hardware in support of new construction and in-service class submarines. Work will be performed in Northampton, Massachusetts (72%); and Syracuse, New York (28%), and is expected to be completed by July 2027. Fiscal 2022 other procurement, Navy funds in the amount of $861,154 (2%); fiscal 2023 other procurement, Navy funds in the amount of $22,763,422 (58%); and fiscal 2023 shipbuilding and conversion, Navy funds in the amount of $15,657,611 (40%), will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,construction,construction,,no,non_ddg,no
2023-08-28,3507646,https://www.defense.gov/News/Contracts/Contract/Article/3507646/  (via web.archive.org),N00024-22-C-4202,no,11874295,,,August 2024,0.0,0.0,100.0,0.0,"Bremerton, Washington 100% [parsed from single-site]","Owl International Inc., Global, 1st Flagship,* Irvine, California, was awarded an $11,874,295 cost-plus-fixed-fee modification to previously awarded contract N00024-22-C-4202 to exercise options for the accomplishment services and material necessary to support and maintain all vessels assigned to the Naval Sea Systems Command (NAVSEA) Inactive Ship Maintenance Office Bremerton, Washington. Work will be performed in Bremerton, Washington, and is expected to be completed by August 2024. Fiscal 2023 operation and maintenance, Navy, funding in the amount of $1,803,176 will be obligated at the time of award, of which $1,803,176 will expire at the end of the current fiscal year. NAVSEA, Washington, D.C., is the contracting activity (N00024-22-C-4202).",unknown,,other,,,no,non_ddg,no
2023-08-29,3509464,https://www.defense.gov/News/Contracts/Contract/Article/3509464/  (via web.archive.org),N00024-23-C-2324,yes,154818890,Huntington Ingalls Inc.,"Pascagoula, Mississippi",September 2025,0.0,95.0,0.0,0.0,"Modernization Period execution. Work will be performed in Pascagoula, Mississippi 95%","Huntington Ingalls Inc., Pascagoula, Mississippi, was awarded a $154,818,890 cost-plus-incentive-fee modification to previously awarded contract N00024-23-C-2324 for the DDG 1000 Modernization Period execution. Work will be performed in Pascagoula, Mississippi (95%); and other locations below 1% (collectively totaling 5%), and is expected to be completed by September 2025. Fiscal 2023 other procurement (Navy) funds in the amount of $152,518,544 (99%); and fiscal 2023 operation and maintenance (Navy) funds in the amount of $2,300,346 (1%), will be obligated at time of award, of which $2,300,346 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-2324).",ddg1000,ddg1000,sustainment_maintenance,sustainment_maintenance,,no,non_ddg,no
2023-08-31,3513182,https://www.defense.gov/News/Contracts/Contract/Article/3513182/  (via web.archive.org),N00024-23-D-2260,no,32007646,,,August 2025,0.0,0.0,0.0,0.0,,"MetalCraft Marine US Inc.,* Watertown, New York, is awarded a $32,007,646 firm-fixed-price, six-year indefinite-delivery/indefinite-quantity contract for Oil Spill Response (OSR) Utility Boats and OSR Boom Platforms. Work will be performed in Watertown, New York, and the first order is expected to be completed by August 2025. Fiscal 2023 other procurement (Navy) funds in the amount of $2,927,327 (93%); and fiscal 2021 other procurement (Navy) funds in the amount of $236,201 (7%), for the first delivery order in the total amount of $3,163,528, will be obligated at time of award, of which $236,201 will expire at the end of the current fiscal year. This contract was competitively procured via the Procurement Integrated Enterprise Environment, with two offers received. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-D-2260).",unknown,,other,,,no,non_ddg,no
2023-08-31,3513182,https://www.defense.gov/News/Contracts/Contract/Article/3513182/  (via web.archive.org),,no,10029711,Raytheon Co.,"Tucson, Arizona",March 2028,0.0,0.0,100.0,0.0,"Tucson, Arizona 100% [parsed from single-site]","Raytheon Co., Tucson, Arizona, is awarded a $10,029,711 cost-plus-fixed-fee modification to previously award contract N00024-23-C-5401 to exercise options for design agent and engineering support services for the Rolling Airframe Missile. Work will be performed in Tucson, Arizona, and is expected to be completed by March 2028. This contract combines purchases for the U.S. government (less than 1%); and the Federal Republic of Germany (7%), under the Foreign Military Sales (FMS) program. Federal Republic of Germany funds in the amount of $5,695,998 (93%); Foreign Military Sales (Germany) funds in the amount of $426,264 (7%); and fiscal 2021 weapons procurement (Navy) in the amount of $11,347 (less than 1%), will be obligated at time of award, of which, $11,347 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,lead_yard,lead_yard;fms;engineering,Y,no,ddg_gfe_weapons,borderline
