uei,naics6,desc,is_primary,dollars
CWM4UN76ZQW8,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,378151.0
CWM4UN76ZQW8,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,378151.0
CWM4UN76ZQW8,336611,Ship Building and Repairing ,,378151.0
CWM4UN76ZQW8,541330,Engineering Services,,378151.0
JLREE96WGKM5,334111,Electronic Computer Manufacturing ,,377862.0
JLREE96WGKM5,334419,Other Electronic Component Manufacturing ,,377862.0
JLREE96WGKM5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",Y,377862.0
JLREE96WGKM5,335931,Current-Carrying Wiring Device Manufacturing ,,377862.0
JLREE96WGKM5,335932,Noncurrent-Carrying Wiring Device Manufacturing ,,377862.0
JLREE96WGKM5,541330,Engineering Services,,377862.0
EJ8LYVPT4KR9,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,376604.0
EJ8LYVPT4KR9,335313,Switchgear and Switchboard Apparatus Manufacturing ,,376604.0
EJ8LYVPT4KR9,335931,Current-Carrying Wiring Device Manufacturing ,Y,376604.0
KKRXVDJZQ5V5,238990,All Other Specialty Trade Contractors,Y,371851.0
KKRXVDJZQ5V5,339999,All Other Miscellaneous Manufacturing ,,371851.0
KKRXVDJZQ5V5,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,,371851.0
KKRXVDJZQ5V5,423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,,371851.0
KKRXVDJZQ5V5,424690,Other Chemical and Allied Products Merchant Wholesalers ,,371851.0
KKRXVDJZQ5V5,561621,Security Systems Services (except Locksmiths) ,,371851.0
CHJNFCBMNJS3,332439,Other Metal Container Manufacturing ,,369441.0
CHJNFCBMNJS3,332510,Hardware Manufacturing,,369441.0
CHJNFCBMNJS3,332710,Machine Shops,,369441.0
CHJNFCBMNJS3,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",,369441.0
CHJNFCBMNJS3,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,369441.0
CHJNFCBMNJS3,335314,Relay and Industrial Control Manufacturing ,,369441.0
CHJNFCBMNJS3,336611,Ship Building and Repairing ,,369441.0
CHJNFCBMNJS3,336612,Boat Building ,,369441.0
CHJNFCBMNJS3,336999,All Other Transportation Equipment Manufacturing ,,369441.0
CHJNFCBMNJS3,488330,Navigational Services to Shipping ,,369441.0
CHJNFCBMNJS3,541330,Engineering Services,Y,369441.0
CHJNFCBMNJS3,541360,Geophysical Surveying and Mapping Services,,369441.0
CHJNFCBMNJS3,541511,Custom Computer Programming Services ,,369441.0
CHJNFCBMNJS3,541512,Computer Systems Design Services ,,369441.0
CHJNFCBMNJS3,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,369441.0
J3HWENQMNG69,332312,Fabricated Structural Metal Manufacturing ,Y,367666.73
J3HWENQMNG69,332313,Plate Work Manufacturing ,,367666.73
J3HWENQMNG69,332322,Sheet Metal Work Manufacturing ,,367666.73
J3HWENQMNG69,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,,367666.73
U8SDJVH8SQ19,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",Y,365660.36
DP49VT4FA4J3,513210,Software Publishers,,364638.8
DP49VT4FA4J3,541511,Custom Computer Programming Services ,Y,364638.8
VE86LWM6ABF6,321211,Hardwood Veneer and Plywood Manufacturing ,,358246.2
VE86LWM6ABF6,321212,Softwood Veneer and Plywood Manufacturing ,,358246.2
VE86LWM6ABF6,321219,Reconstituted Wood Product Manufacturing ,,358246.2
VE86LWM6ABF6,321912,"Cut Stock, Resawing Lumber, and Planing ",,358246.2
VE86LWM6ABF6,321920,Wood Container and Pallet Manufacturing,,358246.2
VE86LWM6ABF6,321999,All Other Miscellaneous Wood Product Manufacturing ,,358246.2
VE86LWM6ABF6,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",Y,358246.2
RJZKELTAHBM5,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Y,356115.0
K572F32CSLG5,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,355450.0
K572F32CSLG5,541612,HUMAN RESOURCES CONSULTING SERVICES,,355450.0
K572F32CSLG5,561110,OFFICE ADMINISTRATIVE SERVICES,,355450.0
K572F32CSLG5,561320,TEMPORARY HELP SERVICES,,355450.0
K572F32CSLG5,611519,OTHER TECHNICAL AND TRADE SCHOOLS,,355450.0
K572F32CSLG5,624310,VOCATIONAL REHABILITATION SERVICES,,355450.0
K572F32CSLG5,921190,OTHER GENERAL GOVERNMENT SUPPORT,,355450.0
K572F32CSLG5,922110,COURTS,,355450.0
K572F32CSLG5,923120,ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,,355450.0
K572F32CSLG5,923130,"ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",,355450.0
K572F32CSLG5,923140,ADMINISTRATION OF VETERANS' AFFAIRS,,355450.0
K572F32CSLG5,926110,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,,355450.0
RYYRAAAGPXB5,323111,Commercial Printing (except Screen and Books) ,,352453.12
RYYRAAAGPXB5,339950,Sign Manufacturing,Y,352453.12
RYYRAAAGPXB5,423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,,352453.12
RYYRAAAGPXB5,541890,Other Services Related to Advertising ,,352453.12
S1TGQ9L36486,333310,Commercial and Service Industry Machinery Manufacturing ,,348179.55
S1TGQ9L36486,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,348179.55
S1TGQ9L36486,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Y,348179.55
S1TGQ9L36486,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,,348179.55
S1TGQ9L36486,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,348179.55
CR39JL3216G7,238910,Site Preparation Contractors,,347839.55
CR39JL3216G7,325180,Other Basic Inorganic Chemical Manufacturing ,,347839.55
CR39JL3216G7,541330,Engineering Services,,347839.55
CR39JL3216G7,541360,Geophysical Surveying and Mapping Services,,347839.55
CR39JL3216G7,541611,Administrative Management and General Management Consulting Services ,,347839.55
CR39JL3216G7,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,347839.55
CR39JL3216G7,541618,Other Management Consulting Services ,,347839.55
CR39JL3216G7,541620,Environmental Consulting Services,Y,347839.55
CR39JL3216G7,541690,Other Scientific and Technical Consulting Services,,347839.55
CR39JL3216G7,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,347839.55
CR39JL3216G7,541990,"All Other Professional, Scientific, and Technical Services",,347839.55
CR39JL3216G7,561210,Facilities Support Services,,347839.55
CR39JL3216G7,561320,Temporary Help Services,,347839.55
CR39JL3216G7,562211,Hazardous Waste Treatment and Disposal ,,347839.55
CR39JL3216G7,562910,Remediation Services ,,347839.55
CR39JL3216G7,562998,All Other Miscellaneous Waste Management Services ,,347839.55
L14LNGXH8M26,236115,New Single-Family Housing Construction (except For-Sale Builders) ,,346500.0
L14LNGXH8M26,236116,New Multifamily Housing Construction (except For-Sale Builders) ,,346500.0
L14LNGXH8M26,236117,New Housing For-Sale Builders ,,346500.0
L14LNGXH8M26,236118,Residential Remodelers ,,346500.0
L14LNGXH8M26,236210,Industrial Building Construction ,,346500.0
L14LNGXH8M26,236220,Commercial and Institutional Building Construction ,Y,346500.0
L14LNGXH8M26,237310,"Highway, Street, and Bridge Construction ",,346500.0
L14LNGXH8M26,238110,Poured Concrete Foundation and Structure Contractors ,,346500.0
L14LNGXH8M26,238130,Framing Contractors ,,346500.0
L14LNGXH8M26,238160,Roofing Contractors ,,346500.0
L14LNGXH8M26,238170,Siding Contractors ,,346500.0
L14LNGXH8M26,238210,Electrical Contractors and Other Wiring Installation Contractors,,346500.0
L14LNGXH8M26,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",,346500.0
L14LNGXH8M26,238310,Drywall and Insulation Contractors ,,346500.0
L14LNGXH8M26,238320,Painting and Wall Covering Contractors,,346500.0
L14LNGXH8M26,238330,Flooring Contractors,,346500.0
L14LNGXH8M26,238340,Tile and Terrazzo Contractors,,346500.0
L14LNGXH8M26,238350,Finish Carpentry Contractors,,346500.0
UGQ9ZMC59WA6,332618,Other Fabricated Wire Product Manufacturing ,Y,346214.42
UGQ9ZMC59WA6,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,,346214.42
UGQ9ZMC59WA6,423710,Hardware Merchant Wholesalers ,,346214.42
UGQ9ZMC59WA6,423840,Industrial Supplies Merchant Wholesalers,,346214.42
QF3MD1MU1651,326122,Plastics Pipe and Pipe Fitting Manufacturing ,,344316.11
QF3MD1MU1651,326220,Rubber and Plastics Hoses and Belting Manufacturing,Y,344316.11
QF3MD1MU1651,327211,Flat Glass Manufacturing ,,344316.11
QF3MD1MU1651,332710,Machine Shops,,344316.11
QF3MD1MU1651,332721,Precision Turned Product Manufacturing ,,344316.11
QF3MD1MU1651,332811,Metal Heat Treating ,,344316.11
QF3MD1MU1651,332911,Industrial Valve Manufacturing ,,344316.11
QF3MD1MU1651,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,344316.11
QF3MD1MU1651,332913,Plumbing Fixture Fitting and Trim Manufacturing ,,344316.11
QF3MD1MU1651,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,344316.11
QF3MD1MU1651,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",,344316.11
QF3MD1MU1651,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,344316.11
QF3MD1MU1651,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,344316.11
QF3MD1MU1651,333511,Industrial Mold Manufacturing ,,344316.11
QF3MD1MU1651,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,344316.11
QF3MD1MU1651,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",,344316.11
QF3MD1MU1651,333613,Mechanical Power Transmission Equipment Manufacturing ,,344316.11
QF3MD1MU1651,333618,Other Engine Equipment Manufacturing ,,344316.11
QF3MD1MU1651,333912,Air and Gas Compressor Manufacturing ,,344316.11
QF3MD1MU1651,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",,344316.11
QF3MD1MU1651,333995,Fluid Power Cylinder and Actuator Manufacturing ,,344316.11
QF3MD1MU1651,333996,Fluid Power Pump and Motor Manufacturing ,,344316.11
QF3MD1MU1651,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,344316.11
QF3MD1MU1651,336340,Motor Vehicle Brake System Manufacturing,,344316.11
QF3MD1MU1651,336360,Motor Vehicle Seating and Interior Trim Manufacturing,,344316.11
QF3MD1MU1651,336390,Other Motor Vehicle Parts Manufacturing,,344316.11
VWX3JEES4FF7,314910,Textile Bag and Canvas Mills ,,342633.06
VWX3JEES4FF7,314999,All Other Miscellaneous Textile Product Mills ,,342633.06
VWX3JEES4FF7,315990,Apparel Accessories and Other Apparel Manufacturing ,,342633.06
VWX3JEES4FF7,326199,All Other Plastics Product Manufacturing ,,342633.06
VWX3JEES4FF7,326220,Rubber and Plastics Hoses and Belting Manufacturing,,342633.06
VWX3JEES4FF7,326291,Rubber Product Manufacturing for Mechanical Use ,,342633.06
VWX3JEES4FF7,326299,All Other Rubber Product Manufacturing ,,342633.06
VWX3JEES4FF7,327215,Glass Product Manufacturing Made of Purchased Glass ,,342633.06
VWX3JEES4FF7,331221,Rolled Steel Shape Manufacturing ,,342633.06
VWX3JEES4FF7,332321,Metal Window and Door Manufacturing ,,342633.06
VWX3JEES4FF7,332322,Sheet Metal Work Manufacturing ,,342633.06
VWX3JEES4FF7,332510,Hardware Manufacturing,,342633.06
VWX3JEES4FF7,332618,Other Fabricated Wire Product Manufacturing ,,342633.06
VWX3JEES4FF7,332710,Machine Shops,,342633.06
VWX3JEES4FF7,332721,Precision Turned Product Manufacturing ,,342633.06
VWX3JEES4FF7,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",,342633.06
VWX3JEES4FF7,332911,Industrial Valve Manufacturing ,,342633.06
VWX3JEES4FF7,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,342633.06
VWX3JEES4FF7,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",,342633.06
VWX3JEES4FF7,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,342633.06
VWX3JEES4FF7,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,,342633.06
VWX3JEES4FF7,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",,342633.06
VWX3JEES4FF7,333613,Mechanical Power Transmission Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,333912,Air and Gas Compressor Manufacturing ,,342633.06
VWX3JEES4FF7,333992,Welding and Soldering Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,333996,Fluid Power Pump and Motor Manufacturing ,,342633.06
VWX3JEES4FF7,334111,Electronic Computer Manufacturing ,,342633.06
VWX3JEES4FF7,334112,Computer Storage Device Manufacturing ,,342633.06
VWX3JEES4FF7,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,334210,Telephone Apparatus Manufacturing,,342633.06
VWX3JEES4FF7,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,342633.06
VWX3JEES4FF7,334290,Other Communications Equipment Manufacturing,,342633.06
VWX3JEES4FF7,334310,Audio and Video Equipment Manufacturing,,342633.06
VWX3JEES4FF7,334412,Bare Printed Circuit Board Manufacturing  ,,342633.06
VWX3JEES4FF7,334413,Semiconductor and Related Device Manufacturing ,,342633.06
VWX3JEES4FF7,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",,342633.06
VWX3JEES4FF7,334417,Electronic Connector Manufacturing ,,342633.06
VWX3JEES4FF7,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,342633.06
VWX3JEES4FF7,334419,Other Electronic Component Manufacturing ,,342633.06
VWX3JEES4FF7,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,,342633.06
VWX3JEES4FF7,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,342633.06
VWX3JEES4FF7,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",,342633.06
VWX3JEES4FF7,334514,Totalizing Fluid Meter and Counting Device Manufacturing ,,342633.06
VWX3JEES4FF7,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,342633.06
VWX3JEES4FF7,334516,Analytical Laboratory Instrument Manufacturing ,,342633.06
VWX3JEES4FF7,334519,Other Measuring and Controlling Device Manufacturing ,,342633.06
VWX3JEES4FF7,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,342633.06
VWX3JEES4FF7,335312,Motor and Generator Manufacturing ,,342633.06
VWX3JEES4FF7,335313,Switchgear and Switchboard Apparatus Manufacturing ,,342633.06
VWX3JEES4FF7,335314,Relay and Industrial Control Manufacturing ,,342633.06
VWX3JEES4FF7,335929,Other Communication and Energy Wire Manufacturing ,,342633.06
VWX3JEES4FF7,335931,Current-Carrying Wiring Device Manufacturing ,,342633.06
VWX3JEES4FF7,335932,Noncurrent-Carrying Wiring Device Manufacturing ,,342633.06
VWX3JEES4FF7,335991,Carbon and Graphite Product Manufacturing ,,342633.06
VWX3JEES4FF7,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,342633.06
VWX3JEES4FF7,336120,Heavy Duty Truck Manufacturing,,342633.06
VWX3JEES4FF7,336211,Motor Vehicle Body Manufacturing ,,342633.06
VWX3JEES4FF7,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,,342633.06
VWX3JEES4FF7,336360,Motor Vehicle Seating and Interior Trim Manufacturing,,342633.06
VWX3JEES4FF7,336390,Other Motor Vehicle Parts Manufacturing,,342633.06
VWX3JEES4FF7,336411,Aircraft Manufacturing ,,342633.06
VWX3JEES4FF7,336412,Aircraft Engine and Engine Parts Manufacturing ,,342633.06
VWX3JEES4FF7,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,342633.06
VWX3JEES4FF7,336999,All Other Transportation Equipment Manufacturing ,,342633.06
VWX3JEES4FF7,339113,Surgical Appliance and Supplies Manufacturing ,,342633.06
VWX3JEES4FF7,339991,"Gasket, Packing, and Sealing Device Manufacturing ",,342633.06
VWX3JEES4FF7,339999,All Other Miscellaneous Manufacturing ,,342633.06
VWX3JEES4FF7,423710,Hardware Merchant Wholesalers ,Y,342633.06
VWX3JEES4FF7,488190,Other Support Activities for Air Transportation,,342633.06
VWX3JEES4FF7,488320,Marine Cargo Handling,,342633.06
VWX3JEES4FF7,541330,Engineering Services,,342633.06
VWX3JEES4FF7,811420,Reupholstery and Furniture Repair,,342633.06
KAFVDV3C5BN1,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,,342322.01
KAFVDV3C5BN1,541330,Engineering Services,,342322.01
KAFVDV3C5BN1,541511,Custom Computer Programming Services ,Y,342322.01
KAFVDV3C5BN1,541512,Computer Systems Design Services ,,342322.01
KAFVDV3C5BN1,541513,Computer Facilities Management Services ,,342322.01
KAFVDV3C5BN1,541519,Other Computer Related Services,,342322.01
KAFVDV3C5BN1,541690,Other Scientific and Technical Consulting Services,,342322.01
KAFVDV3C5BN1,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,342322.01
KAFVDV3C5BN1,541990,"All Other Professional, Scientific, and Technical Services",,342322.01
KAFVDV3C5BN1,611420,Computer Training ,,342322.01
J7JGTBNSM619,333248,All Other Industrial Machinery Manufacturing ,Y,337062.19
J7JGTBNSM619,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,337062.19
FD69PPCVM2B8,488330,Navigational Services to Shipping ,Y,334975.0
GJU6WW45U4F4,221122,Electric Power Distribution ,,334931.1
GJU6WW45U4F4,236210,Industrial Building Construction ,,334931.1
GJU6WW45U4F4,236220,Commercial and Institutional Building Construction ,,334931.1
GJU6WW45U4F4,237130,Power and Communication Line and Related Structures Construction ,,334931.1
GJU6WW45U4F4,238210,Electrical Contractors and Other Wiring Installation Contractors,,334931.1
GJU6WW45U4F4,238290,Other Building Equipment Contractors ,,334931.1
GJU6WW45U4F4,314999,All Other Miscellaneous Textile Product Mills ,,334931.1
GJU6WW45U4F4,325211,Plastics Material and Resin Manufacturing ,,334931.1
GJU6WW45U4F4,325520,Adhesive Manufacturing,,334931.1
GJU6WW45U4F4,326122,Plastics Pipe and Pipe Fitting Manufacturing ,,334931.1
GJU6WW45U4F4,326220,Rubber and Plastics Hoses and Belting Manufacturing,,334931.1
GJU6WW45U4F4,327211,Flat Glass Manufacturing ,,334931.1
GJU6WW45U4F4,332216,Saw Blade and Handtool Manufacturing ,,334931.1
GJU6WW45U4F4,332322,Sheet Metal Work Manufacturing ,,334931.1
GJU6WW45U4F4,332510,Hardware Manufacturing,Y,334931.1
GJU6WW45U4F4,332618,Other Fabricated Wire Product Manufacturing ,,334931.1
GJU6WW45U4F4,332710,Machine Shops,,334931.1
GJU6WW45U4F4,332721,Precision Turned Product Manufacturing ,,334931.1
GJU6WW45U4F4,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",,334931.1
GJU6WW45U4F4,332811,Metal Heat Treating ,,334931.1
GJU6WW45U4F4,332911,Industrial Valve Manufacturing ,,334931.1
GJU6WW45U4F4,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,334931.1
GJU6WW45U4F4,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,334931.1
GJU6WW45U4F4,332991,Ball and Roller Bearing Manufacturing,,334931.1
GJU6WW45U4F4,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,334931.1
GJU6WW45U4F4,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,,334931.1
GJU6WW45U4F4,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,,334931.1
GJU6WW45U4F4,333511,Industrial Mold Manufacturing ,,334931.1
GJU6WW45U4F4,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,334931.1
GJU6WW45U4F4,333613,Mechanical Power Transmission Equipment Manufacturing ,,334931.1
GJU6WW45U4F4,333995,Fluid Power Cylinder and Actuator Manufacturing ,,334931.1
GJU6WW45U4F4,334111,Electronic Computer Manufacturing ,,334931.1
GJU6WW45U4F4,334112,Computer Storage Device Manufacturing ,,334931.1
GJU6WW45U4F4,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,334931.1
GJU6WW45U4F4,334290,Other Communications Equipment Manufacturing,,334931.1
GJU6WW45U4F4,334310,Audio and Video Equipment Manufacturing,,334931.1
GJU6WW45U4F4,334417,Electronic Connector Manufacturing ,,334931.1
GJU6WW45U4F4,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,334931.1
GJU6WW45U4F4,334419,Other Electronic Component Manufacturing ,,334931.1
GJU6WW45U4F4,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,,334931.1
GJU6WW45U4F4,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,334931.1
GJU6WW45U4F4,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,334931.1
GJU6WW45U4F4,334610,Manufacturing and Reproducing Magnetic and Optical Media ,,334931.1
GJU6WW45U4F4,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,334931.1
GJU6WW45U4F4,335312,Motor and Generator Manufacturing ,,334931.1
GJU6WW45U4F4,335313,Switchgear and Switchboard Apparatus Manufacturing ,,334931.1
GJU6WW45U4F4,335931,Current-Carrying Wiring Device Manufacturing ,,334931.1
GJU6WW45U4F4,335932,Noncurrent-Carrying Wiring Device Manufacturing ,,334931.1
GJU6WW45U4F4,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,334931.1
GJU6WW45U4F4,336211,Motor Vehicle Body Manufacturing ,,334931.1
GJU6WW45U4F4,336212,Truck Trailer Manufacturing ,,334931.1
GJU6WW45U4F4,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,,334931.1
GJU6WW45U4F4,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,334931.1
GJU6WW45U4F4,336340,Motor Vehicle Brake System Manufacturing,,334931.1
GJU6WW45U4F4,336390,Other Motor Vehicle Parts Manufacturing,,334931.1
GJU6WW45U4F4,336412,Aircraft Engine and Engine Parts Manufacturing ,,334931.1
GJU6WW45U4F4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,334931.1
GJU6WW45U4F4,336611,Ship Building and Repairing ,,334931.1
GJU6WW45U4F4,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,334931.1
GJU6WW45U4F4,336999,All Other Transportation Equipment Manufacturing ,,334931.1
GJU6WW45U4F4,337212,Custom Architectural Woodwork and Millwork Manufacturing ,,334931.1
GJU6WW45U4F4,337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",,334931.1
GJU6WW45U4F4,339113,Surgical Appliance and Supplies Manufacturing ,,334931.1
GJU6WW45U4F4,339940,Office Supplies (except Paper) Manufacturing,,334931.1
GJU6WW45U4F4,339991,"Gasket, Packing, and Sealing Device Manufacturing ",,334931.1
GJU6WW45U4F4,423390,Other Construction Material Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",,334931.1
GJU6WW45U4F4,423490,Other Professional Equipment and Supplies Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,423710,Hardware Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,423840,Industrial Supplies Merchant Wholesalers,,334931.1
GJU6WW45U4F4,424120,Stationery and Office Supplies Merchant Wholesalers ,,334931.1
GJU6WW45U4F4,541330,Engineering Services,,334931.1
GJU6WW45U4F4,541511,Custom Computer Programming Services ,,334931.1
GJU6WW45U4F4,541512,Computer Systems Design Services ,,334931.1
GJU6WW45U4F4,541513,Computer Facilities Management Services ,,334931.1
GJU6WW45U4F4,541519,Other Computer Related Services,,334931.1
GJU6WW45U4F4,561110,Office Administrative Services,,334931.1
GJU6WW45U4F4,561311,Employment Placement Agencies ,,334931.1
GJU6WW45U4F4,561320,Temporary Help Services,,334931.1
GJU6WW45U4F4,561422,Telemarketing Bureaus and Other Contact Centers ,,334931.1
GJU6WW45U4F4,622110,General Medical and Surgical Hospitals ,,334931.1
JL4THZCMNKR7,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",Y,334433.01
FNQARYRJJEL5,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Y,329436.19
FNQARYRJJEL5,336999,All Other Transportation Equipment Manufacturing ,,329436.19
FNQARYRJJEL5,423440,Other Commercial Equipment Merchant Wholesalers ,,329436.19
MBMCF42D4CF7,484121,"General Freight Trucking, Long-Distance, Truckload ",,329318.56
MBMCF42D4CF7,484220,"Specialized Freight (except Used Goods) Trucking, Local ",,329318.56
MBMCF42D4CF7,541620,Environmental Consulting Services,,329318.56
MBMCF42D4CF7,562112,Hazardous Waste Collection ,,329318.56
MBMCF42D4CF7,562211,Hazardous Waste Treatment and Disposal ,Y,329318.56
MBMCF42D4CF7,562219,Other Nonhazardous Waste Treatment and Disposal ,,329318.56
MBMCF42D4CF7,562910,Remediation Services ,,329318.56
MBMCF42D4CF7,562998,All Other Miscellaneous Waste Management Services ,,329318.56
X4M2SP7V9BC6,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Y,327000.0
HJFAW5KCG7N7,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,,325739.75
HJFAW5KCG7N7,339999,All Other Miscellaneous Manufacturing ,Y,325739.75
FVFNV3NERP36,334419,Other Electronic Component Manufacturing ,,323611.0
FVFNV3NERP36,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,323611.0
FVFNV3NERP36,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Y,323611.0
FVFNV3NERP36,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,323611.0
FVFNV3NERP36,541330,Engineering Services,,323611.0
E3WFXJMWH458,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,315236.86
E3WFXJMWH458,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",,315236.86
E3WFXJMWH458,488190,Other Support Activities for Air Transportation,,315236.86
E3WFXJMWH458,541330,Engineering Services,Y,315236.86
