uei,naics6,naics_desc,is_primary
CQLFMKPGRUQ3,333248,All Other Industrial Machinery Manufacturing,
CQLFMKPGRUQ3,333996,Fluid Power Pump and Motor Manufacturing,
CQLFMKPGRUQ3,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,
CQLFMKPGRUQ3,334111,Electronic Computer Manufacturing,
CQLFMKPGRUQ3,334112,Computer Storage Device Manufacturing,
CQLFMKPGRUQ3,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
CQLFMKPGRUQ3,334290,Other Communications Equipment Manufacturing,
CQLFMKPGRUQ3,334412,Bare Printed Circuit Board Manufacturing,
CQLFMKPGRUQ3,334413,Semiconductor and Related Device Manufacturing,
CQLFMKPGRUQ3,334417,Electronic Connector Manufacturing,
CQLFMKPGRUQ3,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
CQLFMKPGRUQ3,334419,Other Electronic Component Manufacturing,
CQLFMKPGRUQ3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
CQLFMKPGRUQ3,334514,Totalizing Fluid Meter and Counting Device Manufacturing,
CQLFMKPGRUQ3,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Y
CQLFMKPGRUQ3,334516,Analytical Laboratory Instrument Manufacturing,
CQLFMKPGRUQ3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
CQLFMKPGRUQ3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
CQLFMKPGRUQ3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
CQLFMKPGRUQ3,336999,All Other Transportation Equipment Manufacturing,
CQLFMKPGRUQ3,339999,All Other Miscellaneous Manufacturing,
CQLFMKPGRUQ3,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
CQLFMKPGRUQ3,423830,Industrial Machinery and Equipment Merchant Wholesalers,
H3NAF151Y5A4,238210,Electrical Contractors and Other Wiring Installation Contractors,Y
H3NAF151Y5A4,238290,Other Building Equipment Contractors,
H3NAF151Y5A4,336611,Ship Building and Repairing,
H3NAF151Y5A4,541330,Engineering Services,
D6BPMCKP2FE4,325110,Petrochemical Manufacturing,
D6BPMCKP2FE4,325199,All Other Basic Organic Chemical Manufacturing,
D6BPMCKP2FE4,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,
D6BPMCKP2FE4,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Y
D6BPMCKP2FE4,424690,Other Chemical and Allied Products Merchant Wholesalers,
VWKKJWTHS2W4,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Y
V62NC51F7YV1,332993,Ammunition (except Small Arms) Manufacturing,
V62NC51F7YV1,541330,Engineering Services,Y
V62NC51F7YV1,541380,Testing Laboratories and Services,
V62NC51F7YV1,541420,Industrial Design Services,
V62NC51F7YV1,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
V62NC51F7YV1,541720,Research and Development in the Social Sciences and Humanities,
V62NC51F7YV1,611310,"Colleges, Universities, and Professional Schools",
MTDAPRCB1BJ1,333248,All Other Industrial Machinery Manufacturing,
MTDAPRCB1BJ1,333996,Fluid Power Pump and Motor Manufacturing,
MTDAPRCB1BJ1,488490,Other Support Activities for Road Transportation,
MTDAPRCB1BJ1,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Y
TCFSL93JH8Y9,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
TCFSL93JH8Y9,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
TCFSL93JH8Y9,334519,Other Measuring and Controlling Device Manufacturing,
TCFSL93JH8Y9,336611,Ship Building and Repairing,
TCFSL93JH8Y9,336612,Boat Building,
TCFSL93JH8Y9,336999,All Other Transportation Equipment Manufacturing,
TCFSL93JH8Y9,541310,Architectural Services,
TCFSL93JH8Y9,541330,Engineering Services,
TCFSL93JH8Y9,541340,Drafting Services,
TCFSL93JH8Y9,541410,Interior Design Services,
TCFSL93JH8Y9,541430,Graphic Design Services,
TCFSL93JH8Y9,541511,Custom Computer Programming Services,
TCFSL93JH8Y9,541512,Computer Systems Design Services,Y
TCFSL93JH8Y9,541513,Computer Facilities Management Services,
TCFSL93JH8Y9,541519,Other Computer Related Services,
TCFSL93JH8Y9,541611,Administrative Management and General Management Consulting Services,
TCFSL93JH8Y9,541612,Human Resources Consulting Services,
TCFSL93JH8Y9,541613,Marketing Consulting Services,
TCFSL93JH8Y9,541614,"Process, Physical Distribution, and Logistics Consulting Services",
TCFSL93JH8Y9,541618,Other Management Consulting Services,
TCFSL93JH8Y9,541620,Environmental Consulting Services,
TCFSL93JH8Y9,541690,Other Scientific and Technical Consulting Services,
TCFSL93JH8Y9,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
TCFSL93JH8Y9,541910,Marketing Research and Public Opinion Polling,
TCFSL93JH8Y9,541990,"All Other Professional, Scientific, and Technical Services",
TCFSL93JH8Y9,561110,Office Administrative Services,
TCFSL93JH8Y9,561210,Facilities Support Services,
TCFSL93JH8Y9,561311,Employment Placement Agencies,
TCFSL93JH8Y9,561312,Executive Search Services,
TCFSL93JH8Y9,561320,Temporary Help Services,
TCFSL93JH8Y9,561330,Professional Employer Organizations,
TCFSL93JH8Y9,561410,Document Preparation Services,
TCFSL93JH8Y9,611420,Computer Training,
TCFSL93JH8Y9,811490,Other Personal and Household Goods Repair and Maintenance,
TCFSL93JH8Y9,928110,National Security,
DTCND1MN7J15,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Y
KQJTYTVTATY8,334111,Electronic Computer Manufacturing,Y
KQJTYTVTATY8,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
KQJTYTVTATY8,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
KQJTYTVTATY8,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
L6EMG925NF78,326220,Rubber and Plastics Hoses and Belting Manufacturing,Y
L6EMG925NF78,326299,All Other Rubber Product Manufacturing,
L6EMG925NF78,332996,Fabricated Pipe and Pipe Fitting Manufacturing,
L6EMG925NF78,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
VV9KH3L99VE3,334111,Electronic Computer Manufacturing,
VV9KH3L99VE3,334112,Computer Storage Device Manufacturing,
VV9KH3L99VE3,513210,Software Publishers,
VV9KH3L99VE3,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
VV9KH3L99VE3,532420,Office Machinery and Equipment Rental and Leasing,
VV9KH3L99VE3,541511,Custom Computer Programming Services,
VV9KH3L99VE3,541512,Computer Systems Design Services,
VV9KH3L99VE3,541513,Computer Facilities Management Services,
VV9KH3L99VE3,541519,Other Computer Related Services,Y
VV9KH3L99VE3,541611,Administrative Management and General Management Consulting Services,
VV9KH3L99VE3,541612,Human Resources Consulting Services,
VV9KH3L99VE3,541614,"Process, Physical Distribution, and Logistics Consulting Services",
VV9KH3L99VE3,541618,Other Management Consulting Services,
VV9KH3L99VE3,541690,Other Scientific and Technical Consulting Services,
VV9KH3L99VE3,541990,"All Other Professional, Scientific, and Technical Services",
VV9KH3L99VE3,561990,All Other Support Services,
VV9KH3L99VE3,611420,Computer Training,
VV9KH3L99VE3,611430,Professional and Management Development Training,
VV9KH3L99VE3,611513,Apprenticeship Training,
C1PGRWC26153,335312,Motor and Generator Manufacturing,Y
SBJMSMKJ9M93,332410,Power Boiler and Heat Exchanger Manufacturing,
SBJMSMKJ9M93,332420,Metal Tank (Heavy Gauge) Manufacturing,
SBJMSMKJ9M93,332439,Other Metal Container Manufacturing,
SBJMSMKJ9M93,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Y
SBJMSMKJ9M93,333131,Mining Machinery and Equipment Manufacturing,
SBJMSMKJ9M93,333132,Oil and Gas Field Machinery and Equipment Manufacturing,
SBJMSMKJ9M93,333611,Turbine and Turbine Generator Set Units Manufacturing,
KHN9PQ6VZ756,424690,Other Chemical and Allied Products Merchant Wholesalers,Y
M2XAYNY2P889,334417,Electronic Connector Manufacturing,Y
M2XAYNY2P889,334419,Other Electronic Component Manufacturing,
M2XAYNY2P889,335313,Switchgear and Switchboard Apparatus Manufacturing,
M2XAYNY2P889,335931,Current-Carrying Wiring Device Manufacturing,
M2XAYNY2P889,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
M2XAYNY2P889,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
M2XAYNY2P889,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
RNWJCAQL4ZD7,524291,Claims Adjusting,Y
YFAKM74HKAT9,541330,Engineering Services,Y
M1BVCGDKJ1L7,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Y
M1BVCGDKJ1L7,541330,Engineering Services,
M1BVCGDKJ1L7,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
FMNVM66XGFY7,513210,Software Publishers,Y
GMBZL1B9YMW9,423710,Hardware Merchant Wholesalers,
GMBZL1B9YMW9,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,
GMBZL1B9YMW9,444140,Hardware Retailers,
GMBZL1B9YMW9,561622,Locksmiths,Y
UQAZXXVGB933,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
UQAZXXVGB933,335314,Relay and Industrial Control Manufacturing,Y
UQAZXXVGB933,541330,Engineering Services,
YLQMY5SGNE55,212319,Other Crushed and Broken Stone Mining and Quarrying,
YLQMY5SGNE55,238160,Roofing Contractors,
YLQMY5SGNE55,323111,Commercial Printing (except Screen and Books),
YLQMY5SGNE55,325320,Pesticide and Other Agricultural Chemical Manufacturing,
YLQMY5SGNE55,325414,Biological Product (except Diagnostic) Manufacturing,
YLQMY5SGNE55,325510,Paint and Coating Manufacturing,
YLQMY5SGNE55,325520,Adhesive Manufacturing,Y
YLQMY5SGNE55,325612,Polish and Other Sanitation Good Manufacturing,
YLQMY5SGNE55,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,
YLQMY5SGNE55,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",
YLQMY5SGNE55,327910,Abrasive Product Manufacturing,
YLQMY5SGNE55,332510,Hardware Manufacturing,
YLQMY5SGNE55,334290,Other Communications Equipment Manufacturing,
YLQMY5SGNE55,334417,Electronic Connector Manufacturing,
YLQMY5SGNE55,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
YLQMY5SGNE55,334516,Analytical Laboratory Instrument Manufacturing,
YLQMY5SGNE55,334519,Other Measuring and Controlling Device Manufacturing,
YLQMY5SGNE55,335921,Fiber Optic Cable Manufacturing,
YLQMY5SGNE55,335932,Noncurrent-Carrying Wiring Device Manufacturing,
YLQMY5SGNE55,339113,Surgical Appliance and Supplies Manufacturing,
YLQMY5SGNE55,339114,Dental Equipment and Supplies Manufacturing,
YLQMY5SGNE55,339115,Ophthalmic Goods Manufacturing,
YLQMY5SGNE55,339950,Sign Manufacturing,
YLQMY5SGNE55,541330,Engineering Services,
YLQMY5SGNE55,541519,Other Computer Related Services,
YLQMY5SGNE55,541611,Administrative Management and General Management Consulting Services,
YLQMY5SGNE55,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
YLQMY5SGNE55,811111,General Automotive Repair,
X25CWCMUL417,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Y
NK1RB5VKXES9,335313,Switchgear and Switchboard Apparatus Manufacturing,Y
NK1RB5VKXES9,335314,Relay and Industrial Control Manufacturing,
FH8KQEYJMGL3,326299,All Other Rubber Product Manufacturing,Y
FH8KQEYJMGL3,332991,Ball and Roller Bearing Manufacturing,
FH8KQEYJMGL3,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
FH8KQEYJMGL3,336412,Aircraft Engine and Engine Parts Manufacturing,
FH8KQEYJMGL3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
FH8KQEYJMGL3,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
FH8KQEYJMGL3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
GMK1MSRKPVA9,332410,Power Boiler and Heat Exchanger Manufacturing,Y
GMK1MSRKPVA9,336611,Ship Building and Repairing,
GMK1MSRKPVA9,423830,Industrial Machinery and Equipment Merchant Wholesalers,
GMK1MSRKPVA9,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
PCELDZMEAL25,326199,All Other Plastics Product Manufacturing,Y
PCELDZMEAL25,339920,Sporting and Athletic Goods Manufacturing,
DKLBZLX4D674,236210,Industrial Building Construction,Y
DKLBZLX4D674,236220,Commercial and Institutional Building Construction,
DKLBZLX4D674,238210,Electrical Contractors and Other Wiring Installation Contractors,
DKLBZLX4D674,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
DKLBZLX4D674,313320,Fabric Coating Mills,
DKLBZLX4D674,314910,Textile Bag and Canvas Mills,
DKLBZLX4D674,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,
DKLBZLX4D674,332311,Prefabricated Metal Building and Component Manufacturing,
DKLBZLX4D674,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
DKLBZLX4D674,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,
DKLBZLX4D674,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
DKLBZLX4D674,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
DKLBZLX4D674,334519,Other Measuring and Controlling Device Manufacturing,
DKLBZLX4D674,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
DKLBZLX4D674,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
DKLBZLX4D674,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
DKLBZLX4D674,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,
DKLBZLX4D674,488999,All Other Support Activities for Transportation,
DKLBZLX4D674,493110,General Warehousing and Storage,
DKLBZLX4D674,493190,Other Warehousing and Storage,
EWDVBA6GPR39,236220,Commercial and Institutional Building Construction,
EWDVBA6GPR39,238210,Electrical Contractors and Other Wiring Installation Contractors,Y
EWDVBA6GPR39,238290,Other Building Equipment Contractors,
EWDVBA6GPR39,238390,Other Building Finishing Contractors,
EWDVBA6GPR39,238990,All Other Specialty Trade Contractors,
EWDVBA6GPR39,332618,Other Fabricated Wire Product Manufacturing,
EWDVBA6GPR39,334111,Electronic Computer Manufacturing,
EWDVBA6GPR39,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
EWDVBA6GPR39,334210,Telephone Apparatus Manufacturing,
EWDVBA6GPR39,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
EWDVBA6GPR39,334290,Other Communications Equipment Manufacturing,
EWDVBA6GPR39,334310,Audio and Video Equipment Manufacturing,
EWDVBA6GPR39,334419,Other Electronic Component Manufacturing,
EWDVBA6GPR39,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
EWDVBA6GPR39,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
EWDVBA6GPR39,334519,Other Measuring and Controlling Device Manufacturing,
EWDVBA6GPR39,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
EWDVBA6GPR39,337212,Custom Architectural Woodwork and Millwork Manufacturing,
EWDVBA6GPR39,339112,Surgical and Medical Instrument Manufacturing,
EWDVBA6GPR39,339999,All Other Miscellaneous Manufacturing,
EWDVBA6GPR39,423410,Photographic Equipment and Supplies Merchant Wholesalers,
EWDVBA6GPR39,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
EWDVBA6GPR39,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
EWDVBA6GPR39,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
EWDVBA6GPR39,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,
EWDVBA6GPR39,449210,Electronics and Appliance Retailers,
EWDVBA6GPR39,512290,Other Sound Recording Industries,
EWDVBA6GPR39,517121,Telecommunications Resellers,
EWDVBA6GPR39,517810,All Other Telecommunications,
EWDVBA6GPR39,541330,Engineering Services,
EWDVBA6GPR39,541340,Drafting Services,
EWDVBA6GPR39,541350,Building Inspection Services,
EWDVBA6GPR39,541490,Other Specialized Design Services,
EWDVBA6GPR39,541511,Custom Computer Programming Services,
EWDVBA6GPR39,541512,Computer Systems Design Services,
EWDVBA6GPR39,541513,Computer Facilities Management Services,
EWDVBA6GPR39,541519,Other Computer Related Services,
EWDVBA6GPR39,541611,Administrative Management and General Management Consulting Services,
EWDVBA6GPR39,541690,Other Scientific and Technical Consulting Services,
EWDVBA6GPR39,541990,"All Other Professional, Scientific, and Technical Services",
EWDVBA6GPR39,561611,Investigation and Personal Background Check Services,
EWDVBA6GPR39,561621,Security Systems Services (except Locksmiths),
EWDVBA6GPR39,561622,Locksmiths,
EWDVBA6GPR39,811210,Electronic and Precision Equipment Repair and Maintenance,
GN84UHWZJMR8,221118,Other Electric Power Generation,
GN84UHWZJMR8,332992,Small Arms Ammunition Manufacturing,
GN84UHWZJMR8,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
GN84UHWZJMR8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
GN84UHWZJMR8,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
GN84UHWZJMR8,334519,Other Measuring and Controlling Device Manufacturing,
GN84UHWZJMR8,336212,Truck Trailer Manufacturing,
GN84UHWZJMR8,336411,Aircraft Manufacturing,
GN84UHWZJMR8,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
GN84UHWZJMR8,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
GN84UHWZJMR8,488190,Other Support Activities for Air Transportation,
GN84UHWZJMR8,493190,Other Warehousing and Storage,
GN84UHWZJMR8,541330,Engineering Services,
GN84UHWZJMR8,541380,Testing Laboratories and Services,
GN84UHWZJMR8,541512,Computer Systems Design Services,
GN84UHWZJMR8,541519,Other Computer Related Services,
GN84UHWZJMR8,541690,Other Scientific and Technical Consulting Services,
GN84UHWZJMR8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",Y
GN84UHWZJMR8,541990,"All Other Professional, Scientific, and Technical Services",
GN84UHWZJMR8,561613,Armored Car Services,
PB11V1KH3KV4,325920,Explosives Manufacturing,
PB11V1KH3KV4,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,
PB11V1KH3KV4,332992,Small Arms Ammunition Manufacturing,
PB11V1KH3KV4,332993,Ammunition (except Small Arms) Manufacturing,
PB11V1KH3KV4,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
PB11V1KH3KV4,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
PB11V1KH3KV4,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
PB11V1KH3KV4,334516,Analytical Laboratory Instrument Manufacturing,
PB11V1KH3KV4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
PB11V1KH3KV4,541330,Engineering Services,Y
PB11V1KH3KV4,541360,Geophysical Surveying and Mapping Services,
PB11V1KH3KV4,541380,Testing Laboratories and Services,
PB11V1KH3KV4,541511,Custom Computer Programming Services,
PB11V1KH3KV4,541512,Computer Systems Design Services,
PB11V1KH3KV4,541611,Administrative Management and General Management Consulting Services,
PB11V1KH3KV4,541620,Environmental Consulting Services,
PB11V1KH3KV4,541690,Other Scientific and Technical Consulting Services,
PB11V1KH3KV4,541714,Research and Development in Biotechnology (except Nanobiotechnology),
PB11V1KH3KV4,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
PB11V1KH3KV4,541720,Research and Development in the Social Sciences and Humanities,
PB11V1KH3KV4,541990,"All Other Professional, Scientific, and Technical Services",
PB11V1KH3KV4,611430,Professional and Management Development Training,
V7GQF5M7C667,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Y
V7GQF5M7C667,336412,Aircraft Engine and Engine Parts Manufacturing,
V7GQF5M7C667,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
E844ZKYNKDX4,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,
E844ZKYNKDX4,423830,Industrial Machinery and Equipment Merchant Wholesalers,
E844ZKYNKDX4,541330,Engineering Services,Y
CEZLBLUFVYT9,334111,Electronic Computer Manufacturing,Y
CEZLBLUFVYT9,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
CEZLBLUFVYT9,541512,Computer Systems Design Services,
CEZLBLUFVYT9,541519,Other Computer Related Services,
HFK9V1G2B513,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Y
HFK9V1G2B513,334290,Other Communications Equipment Manufacturing,
HFK9V1G2B513,513210,Software Publishers,
HFK9V1G2B513,517810,All Other Telecommunications,
HFK9V1G2B513,541519,Other Computer Related Services,
HFK9V1G2B513,811210,Electronic and Precision Equipment Repair and Maintenance,
DB33FU6GGYE7,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
DB33FU6GGYE7,333248,All Other Industrial Machinery Manufacturing,
DB33FU6GGYE7,333310,Commercial and Service Industry Machinery Manufacturing,
DB33FU6GGYE7,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
DB33FU6GGYE7,334519,Other Measuring and Controlling Device Manufacturing,Y
U8SAS3VH6J38,213112,Support Activities for Oil and Gas Operations,
U8SAS3VH6J38,237310,"Highway, Street, and Bridge Construction",
U8SAS3VH6J38,238110,Poured Concrete Foundation and Structure Contractors,
U8SAS3VH6J38,238910,Site Preparation Contractors,
U8SAS3VH6J38,238990,All Other Specialty Trade Contractors,Y
U8SAS3VH6J38,336611,Ship Building and Repairing,
U8SAS3VH6J38,488390,Other Support Activities for Water Transportation,
U8SAS3VH6J38,812930,Parking Lots and Garages,
U8SAS3VH6J38,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",
K7WHM32LWU64,236210,Industrial Building Construction,
K7WHM32LWU64,236220,Commercial and Institutional Building Construction,Y
K7WHM32LWU64,237130,Power and Communication Line and Related Structures Construction,
D3QJN3GXFR53,332312,Fabricated Structural Metal Manufacturing,Y
D3QJN3GXFR53,332710,Machine Shops,
D3QJN3GXFR53,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
D3QJN3GXFR53,333992,Welding and Soldering Equipment Manufacturing,
W7FFRAVN1DA9,541310,Architectural Services,
W7FFRAVN1DA9,541330,Engineering Services,
W7FFRAVN1DA9,541511,Custom Computer Programming Services,
W7FFRAVN1DA9,541512,Computer Systems Design Services,
W7FFRAVN1DA9,541513,Computer Facilities Management Services,
W7FFRAVN1DA9,541519,Other Computer Related Services,Y
W7FFRAVN1DA9,541690,Other Scientific and Technical Consulting Services,
W7FFRAVN1DA9,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
W7FFRAVN1DA9,611420,Computer Training,
F1N2KDGBDTU8,334111,Electronic Computer Manufacturing,
F1N2KDGBDTU8,334112,Computer Storage Device Manufacturing,
F1N2KDGBDTU8,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Y
F1N2KDGBDTU8,513210,Software Publishers,
F1N2KDGBDTU8,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
F1N2KDGBDTU8,532420,Office Machinery and Equipment Rental and Leasing,
F1N2KDGBDTU8,541511,Custom Computer Programming Services,
F1N2KDGBDTU8,541512,Computer Systems Design Services,
F1N2KDGBDTU8,541513,Computer Facilities Management Services,
F1N2KDGBDTU8,541519,Other Computer Related Services,
F1N2KDGBDTU8,611420,Computer Training,
F1N2KDGBDTU8,811210,Electronic and Precision Equipment Repair and Maintenance,
JZXZSN3BBL98,221111,Hydroelectric Power Generation,
JZXZSN3BBL98,221118,Other Electric Power Generation,
JZXZSN3BBL98,236220,Commercial and Institutional Building Construction,Y
JZXZSN3BBL98,237130,Power and Communication Line and Related Structures Construction,
JZXZSN3BBL98,238210,Electrical Contractors and Other Wiring Installation Contractors,
JZXZSN3BBL98,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
JZXZSN3BBL98,238290,Other Building Equipment Contractors,
JZXZSN3BBL98,238910,Site Preparation Contractors,
JZXZSN3BBL98,238990,All Other Specialty Trade Contractors,
JZXZSN3BBL98,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,
JZXZSN3BBL98,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
JZXZSN3BBL98,334290,Other Communications Equipment Manufacturing,
JZXZSN3BBL98,334419,Other Electronic Component Manufacturing,
JZXZSN3BBL98,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
JZXZSN3BBL98,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
JZXZSN3BBL98,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
JZXZSN3BBL98,335313,Switchgear and Switchboard Apparatus Manufacturing,
JZXZSN3BBL98,335314,Relay and Industrial Control Manufacturing,
JZXZSN3BBL98,335910,Battery Manufacturing,
JZXZSN3BBL98,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
JZXZSN3BBL98,423390,Other Construction Material Merchant Wholesalers,
JZXZSN3BBL98,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
JZXZSN3BBL98,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
JZXZSN3BBL98,532210,Consumer Electronics and Appliances Rental,
JZXZSN3BBL98,541330,Engineering Services,
JZXZSN3BBL98,541512,Computer Systems Design Services,
JZXZSN3BBL98,541513,Computer Facilities Management Services,
JZXZSN3BBL98,541519,Other Computer Related Services,
JZXZSN3BBL98,541620,Environmental Consulting Services,
JZXZSN3BBL98,541690,Other Scientific and Technical Consulting Services,
JZXZSN3BBL98,541990,"All Other Professional, Scientific, and Technical Services",
JZXZSN3BBL98,561210,Facilities Support Services,
JZXZSN3BBL98,561621,Security Systems Services (except Locksmiths),
JZXZSN3BBL98,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
CBY1P9UHMVK1,314910,Textile Bag and Canvas Mills,Y
CBY1P9UHMVK1,541420,Industrial Design Services,
FECPDA1S8WJ1,336611,Ship Building and Repairing,
FECPDA1S8WJ1,336612,Boat Building,
FECPDA1S8WJ1,423440,Other Commercial Equipment Merchant Wholesalers,
FECPDA1S8WJ1,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",
FECPDA1S8WJ1,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",
FECPDA1S8WJ1,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,
FECPDA1S8WJ1,423830,Industrial Machinery and Equipment Merchant Wholesalers,
FECPDA1S8WJ1,423840,Industrial Supplies Merchant Wholesalers,
FECPDA1S8WJ1,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,
FECPDA1S8WJ1,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,
FECPDA1S8WJ1,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,
