eswbs_code,one_digit_group,group_name,nomenclature,remarks
55612,5,Auxiliary Systems,"HYDRAULIC POWER SYSTEM, SHIP'S SERVICE - NO. 2","For hydraulic systems supporting multiple boat davits [378's/210's] see 583
For SORS hydraulic systems [225's] see 597.    Does not include hydraulics dedicated to:   [use arrow down for more remarks]
Steering - see 561
Fin Stabilizers - see 565
Boom"
55700,5,Auxiliary Systems,"LIQUID GASES, CARGO",
55800,5,Auxiliary Systems,SPECIAL PIPING SYSTEMS,
55810,5,Auxiliary Systems,"PIPING SYSTEMS, SPECIAL",
55811,5,Auxiliary Systems,"PIPING SYSTEMS, SPECIAL",
56000,5,Auxiliary Systems,SHIP CONTROL SYSTEMS,
56100,5,Auxiliary Systems,STEERING AND DIVING CONTROL SYSTEMS,
56110,5,Auxiliary Systems,STEERING SYSTEM,
56111,5,Auxiliary Systems,STEERING GEAR  NO. 1- STBD,
56112,5,Auxiliary Systems,STEERING GEAR NO. 2 - PORT,
56200,5,Auxiliary Systems,RUDDER,
56210,5,Auxiliary Systems,RUDDER,
56211,5,Auxiliary Systems,RUDDER,
56320,5,Auxiliary Systems,DEPTH AND CAPACITY GAGE SYSTEM (CG),
56321,5,Auxiliary Systems,DEPTH AND CAPACITY GAGE SYSTEM (CG),
56330,5,Auxiliary Systems,HOVERING SYSTEM (HOV),
56331,5,Auxiliary Systems,HOVERING SYSTEM (HOV),
56450,5,Auxiliary Systems,CAVITY DRAIN SYSTEM (FORMERLY 5642 & 56421),
56451,5,Auxiliary Systems,CAVITY DRAIN SYSTEM (FORMERLY 5642 & 56421),
56460,5,Auxiliary Systems,VENTILATION CONDENSATE DRAIN SYSTEM,
56461,5,Auxiliary Systems,VENTILATION CONDENSATE DRAIN SYSTEM,
56500,5,Auxiliary Systems,TRIM AND HEEL SYSTEMS (SURFACE SHIPS),
56510,5,Auxiliary Systems,STABILIZING FINS,
56511,5,Auxiliary Systems,FIN STABILIZER SYSTEM #1 - STBD,
56512,5,Auxiliary Systems,FIN STABILIZER SYSTEM #2 - PORT,
56521,5,Auxiliary Systems,ROLL STABILIZATION SYSTEM  #1,
56522,5,Auxiliary Systems,ROLL STABILIZATION SYSTEM  #2,
56531,5,Auxiliary Systems,HEELING SYSTEM #1,"Does not include ""TRIM"" control systems which redistribute ballast water (see 521) 
or fuel oil (see 541.)"
56532,5,Auxiliary Systems,HEELING SYSTEM #2,"Does not include ""TRIM"" control systems which redistribute ballast water (see 521) 
or fuel oil (see 541.)"
56533,5,Auxiliary Systems,HEELING SYSTEM #3,"Does not include ""TRIM"" control systems which redistribute ballast water (see 521) 
or fuel oil (see 541.)"
56700,5,Auxiliary Systems,STRUT AND FOIL SYSTEMS,
56710,5,Auxiliary Systems,HYDROFOILS,
56711,5,Auxiliary Systems,HYDROFOILS,
56800,5,Auxiliary Systems,MANEUVERING SYSTEMS,
56810,5,Auxiliary Systems,STEERING CONTROL THRUSTERS,
56811,5,Auxiliary Systems,"THRUSTER SYSTEM #1, BOW",
56812,5,Auxiliary Systems,"THRUSTER SYSTEM #2, STERN",
57000,5,Auxiliary Systems,REPLENISHMENT SYSTEMS,
57010,5,Auxiliary Systems,"TESTING, UNDERWAY REPLENISHMENT-AT-SEA (RAS)",
57011,5,Auxiliary Systems,"TESTING, UNDERWAY REPLENISHMENT-AT-SEA (RAS)",
57100,5,Auxiliary Systems,REPLENISHMENT-AT-SEA SYSTEMS,
57110,5,Auxiliary Systems,REPLENISHMENT-AT-SEA (RAS) WINCHES,
57120,5,Auxiliary Systems,REPLENISHMENT-AT-SEA - RAM-TENSIONING DEVICES,
57121,5,Auxiliary Systems,REPLENISHMENT-AT-SEA RAM-TENSIONING DEVICES,
57130,5,Auxiliary Systems,"RAS TRANSFER HEADS, SLIDING BLOCKS AND SLIDING PADEYES",
57131,5,Auxiliary Systems,"RAS TRANSFER HEADS, SLIDING BLOCKS AND SLIDING PADEYES",
57140,5,Auxiliary Systems,"REPLENISHMENT-AT-SEA BOOMS, RIGGING AND HARDWARE",
57141,5,Auxiliary Systems,"REPLENISHMENT-AT-SEA BOOMS, RIGGING AND HARDWARE",
57150,5,Auxiliary Systems,"CONTROL STATIONS, REPLENISHMENT-AT-SEA",
57151,5,Auxiliary Systems,"CONTROL STATIONS, REPLENISHMENT-AT-SEA",
57200,5,Auxiliary Systems,SHIP STORES AND EQUIPMENT HANDLING SYSTEMS,
57210,5,Auxiliary Systems,SHIP STORES HANDLING EQUIPMENT,
57211,5,Auxiliary Systems,"SHIP STORES HANDLING EQUIPMENT, NON-PORTABLE","Dumbwaiter moves prepared foods between galley and messdeck or wardroom or cabin.
Commissary hoist moves bulk foods between storeroom and galley.
Stores hoist moves ships stores (which may include food) between    weatherdeck access and storeroom.
Carg"
57212,5,Auxiliary Systems,"SHIP STORES HANDLING EQUIPMENT, PORTABLE","Dumbwaiter moves prepared foods between galley and messdeck or wardroom or cabin.
Commissary hoist moves bulk foods between storeroom and galley.
Stores hoist moves ships stores (which may include food) between weatherdeck access and storeroom.
Cargo H"
57300,5,Auxiliary Systems,CARGO HANDLING SYSTEMS,
57310,5,Auxiliary Systems,"CARGO HANDLING, ELEVATORS",
57311,5,Auxiliary Systems,"CARGO HANDLING, ELEVATOR -CARGO HOIST NO. 1","Cargo Hoists moves bulk product from weatherdeck access to cargo stores.
Cargo Hoists also include specialized hoists which do not carry personnel:
including Part Hoists, Trash Hoist, Science Hoist, etc. 
Personnel Elevators are rated for handling pers"
57312,5,Auxiliary Systems,"CARGO HANDLING, ELEVATOR -CARGO HOIST NO. 2","Cargo Hoists moves bulk product from weatherdeck access to cargo stores.
Cargo Hoists also include specialized hoists which do not carry personnel:
including Part Hoists, Trash Hoist, Science Hoist, etc. 
Personnel Elevators are rated for handling pers"
57313,5,Auxiliary Systems,"CARGO HANDLING, ELEVATOR -CARGO HOIST NO. 3","Cargo Hoists moves bulk product from weatherdeck access to cargo stores.
Cargo Hoists also include specialized hoists which do not carry personnel:
including Part Hoists, Trash Hoist, Science Hoist, etc. 
Personnel Elevators are rated for handling pers"
57320,5,Auxiliary Systems,"CONVEYORS, CARGO","[Vertical conveyors; CG does not have.]
For Cargo Boom systems, see 57360
For Crane systems, see 589"
57321,5,Auxiliary Systems,"CONVEYORS, CARGO - VERTICAL PACKAGE","For Cargo Boom systems, see 57360
For Crane systems, see 589"
57322,5,Auxiliary Systems,"CONVEYORS, CARGO - PALLET CONVEYORS","[Vertical conveyors; CG does not have.]
For Cargo Boom systems, see 57360
For Crane systems, see 589"
57330,5,Auxiliary Systems,"HANDLING EQUIPMENT, CARGO, BELOW DECK","For Cargo Boom systems, see 57360
For Crane systems, see 589"
57331,5,Auxiliary Systems,"HANDLING, BELOW DECKS CARGO - MONORAIL","For Cargo Boom systems, see 57360
For Crane systems, see 589"
57332,5,Auxiliary Systems,"HANDLING, BELOW DECKS CARGO - PALLET TRANSPORTER","For Cargo Boom systems, see 57360
For Crane systems, see 589"
57333,5,Auxiliary Systems,"HANDLING, BELOW DECKS CARGO - ROLLER CONVEYORS","For Cargo Boom systems, see 57360
For Crane systems, see 589"
57340,5,Auxiliary Systems,FORK LIFT TRUCKS,"For Cargo Boom systems, see 57360
For Crane systems, see 589"
57341,5,Auxiliary Systems,FORK LIFT TRUCKS,"For Cargo Boom systems, see 57360
For Crane systems, see 589"
57342,5,Auxiliary Systems,CONTAINER LIFT TRUCK,"For Cargo Boom systems, see 57360
For Crane systems, see 589"
57350,5,Auxiliary Systems,"WINCHES, CARGO HANDLING","For Cargo Boom systems, see 57360
For Crane systems, see 589"
57351,5,Auxiliary Systems,"WINCHES, CARGO HANDLING","WINCHES, BOOM, LIFTING/LUFFING/TOPPING
For Cargo Boom systems, see 57360
For Crane systems, see 589"
57352,5,Auxiliary Systems,"WINCHES, [CARGO & BUOY DECK] SUPPORT",
57360,5,Auxiliary Systems,"CARGO BOOMS, RIGGING AND MISCELLANEOUS HARDWARE",
57361,5,Auxiliary Systems,"CARGO BOOMS, RIGGING AND MISCELLANEOUS HARDWARE
""CARGO BOOMS""",
57362,5,Auxiliary Systems,"CARGO BOOMS, RIGGING AND MISCELLANEOUS HARDWARE ""RIGGING""",
57363,5,Auxiliary Systems,"CARGO BOOMS, RIGGING AND MISCELLANEOUS HARDWARE ""SLEWING GEAR"" [157 FT WLM]",
57364,5,Auxiliary Systems,"CARGO BOOMS, RIGGING AND MISCELLANEOUS HARDWARE ""CONTROLS""",
57371,5,Auxiliary Systems,ATON BUOY DECK EQUIPMENT - CHAIN STOPPER - MANUAL,"For Boom systems, see 57360
[Includes booms on 180 ft WLB, 157 ft WLM 
133 ft WLM, and 100 ft WLI  classes.]
For Crane systems, see 589."
57372,5,Auxiliary Systems,ATON BUOY DECK EQUIPMENT - CHAIN STOPPER - AUTOMATIC,"For Boom systems, see 57360
[Includes booms on 180 ft WLB, 157 ft WLM 
133 ft WLM, and 100 ft WLI  classes.]
For Crane systems, see 589."
57373,5,Auxiliary Systems,ATON BUOY DECK EQUIPMENT - BUOY CHAIN WINCH (225ft WLB / 175 ft WLM),"For Boom systems, see 57360
[Includes booms on 180 ft WLB, 157 ft WLM 
133 ft WLM, and 100 ft WLI  classes.]
For Crane systems, see 589."
57374,5,Auxiliary Systems,"ATON BUOY DECK EQUIPMENT - A-FRAME (BUSL, etc.)","For Boom systems, see 57360
[Includes booms on 180 ft WLB, 157 ft WLM 
133 ft WLM, and 100 ft WLI  classes.]
For Crane systems, see 589."
57400,5,Auxiliary Systems,VERTICAL REPLENISHMENT SYSTEMS,
57410,5,Auxiliary Systems,VERTICAL REPLENISHMENT SYSTEMS (VERTREP),
57411,5,Auxiliary Systems,VERTICAL REPLENISHMENT SYSTEMS (VERTREP),
57500,5,Auxiliary Systems,VEHICLE HANDLING AND STOWAGE SYSTEMS,
58000,5,Auxiliary Systems,MECHANICAL HANDLING SYSTEMS,
58100,5,Auxiliary Systems,ANCHOR HANDLING AND STOWAGE SYSTEMS,
58110,5,Auxiliary Systems,ANCHOR HANDLING AND STOWAGE,
58111,5,Auxiliary Systems,"ANCHOR HANDLING AND STOWAGE NO.1, STBD",
58112,5,Auxiliary Systems,"ANCHOR HANDLING AND STOWAGE NO.2 ,PORT",
58200,5,Auxiliary Systems,MOORING AND TOWING SYSTEMS,
58210,5,Auxiliary Systems,MOORING AND TOWING,
58211,5,Auxiliary Systems,"MOORING AND TOWING, Wire Rope Mooring Unit #1",
58212,5,Auxiliary Systems,"MOORING AND TOWING, Wire Rope Mooring Unit #2",
58213,5,Auxiliary Systems,"MOORING AND TOWING, Wire Rope Mooring Unit #3",
58214,5,Auxiliary Systems,"MOORING AND TOWING, Wire Rope Mooring Unit #4",
58221,5,Auxiliary Systems,"MOORING SYSTEMS - MANUAL, Capstan Unit #1",
58222,5,Auxiliary Systems,"MOORING SYSTEMS - MANUAL, Capstan Unit #2",
58223,5,Auxiliary Systems,"MOORING SYSTEMS - MANUAL, Capstan Unit #3",
58231,5,Auxiliary Systems,MOORING HAWSERS & ACCESSORIES - Synthetic Towing Hawsers,
58232,5,Auxiliary Systems,MOORING HAWSERS & ACCESSORIES - Bitts,
58233,5,Auxiliary Systems,MOORING HAWSERS & ACCESSORIES - Chocks,
58241,5,Auxiliary Systems,TOWING SYSTEMS - AUTOMATIC - Towing Winch,
58251,5,Auxiliary Systems,TOWING SYSTEMS - Manually Operated - Towing Capstan,
58252,5,Auxiliary Systems,TOWING SYSTEMS - Towing Bitt,
58253,5,Auxiliary Systems,TOWING SYSTEMS - Towing Chocks,
58254,5,Auxiliary Systems,TOWING SYSTEMS - Towing Padeyes,
58261,5,Auxiliary Systems,TOWING HAWSERS & ACCESSORIES - Towing Wires,
58262,5,Auxiliary Systems,TOWING HAWSERS & ACCESSORIES - Synthetic Towing Hawser,
58300,5,Auxiliary Systems,"BOATS, BOAT HANDLING AND STOWAGE SYSTEMS",
58310,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE,
58311,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE - Manual Davit Systems,
58312,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE - Crescent Davit Systems,
58313,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE - Single Point Davit Systems,
58314,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE - Other Davit Systems,
58315,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE - Slings and Spreaders - for Crane Launched Boats,
58316,5,Auxiliary Systems,BOAT HANDLING AND STOWAGE - Hydraulic Power Systems (supporting davits),
58320,5,Auxiliary Systems,LIFESAVING EQUIPMENT (OTHER THAN BOATS),
58321,5,Auxiliary Systems,"LIFESAVING EQUIPMENT, LIFERAFTS",
58322,5,Auxiliary Systems,LIFESAVING EQUIPMENT - Liferaft Rack and Launching systems,
58323,5,Auxiliary Systems,LIFESAVING EQUIPMENT - Emergency Escape Devices,
58324,5,Auxiliary Systems,LIFESAVING EQUIPMENT - Other lifesaving appliances,
58330,5,Auxiliary Systems,SMALL BOATS,
58331,5,Auxiliary Systems,SMALL BOATS - Standard Boats,
58332,5,Auxiliary Systems,SMALL BOATS - RHI Boats,
58340,5,Auxiliary Systems,LANDING CRAFT,
58341,5,Auxiliary Systems,LANDING CRAFT (LCVP),
58342,5,Auxiliary Systems,LANDING CRAFT - Motor Cargo Boat,
58343,5,Auxiliary Systems,LANDING CRAFT (LCM6),
58344,5,Auxiliary Systems,LANDING CRAFT (LCM8),
58345,5,Auxiliary Systems,LANDING CRAFT (LCU),
58351,5,Auxiliary Systems,SPECIAL DUTY BOATS - Arctic Survey Boat,
58400,5,Auxiliary Systems,LANDING CRAFT HANDLING AND STOWAGE SYSTEMS,
58410,5,Auxiliary Systems,"DOORS AND HATCHES, MECHANICALLY OPERATED",
58411,5,Auxiliary Systems,BOW DOORS,
58412,5,Auxiliary Systems,HANGAR DIVISION DOORS (DELETED-SEE 58821),
58413,5,Auxiliary Systems,ROLLER CURTAINS (DELETED-SEE 58821),Roller Curtain Doors (other than Hangar)
58414,5,Auxiliary Systems,HANGAR HATCHES (DELETED-SEE 58821),
58415,5,Auxiliary Systems,AIRCRAFT ELEVATOR DOORS (DELETED-SEE 58821),
58416,5,Auxiliary Systems,TRANSOM DOORS,
58417,5,Auxiliary Systems,HANGAR DOORS (DELETED-SEE 58821),
58418,5,Auxiliary Systems,MECHANICALLY OPERATED DOORS,"Power Operated Access Doors, Sliding and
 Power Operated Access Doors, RollingSliding"
58420,5,Auxiliary Systems,MECHANICALLY OPERATED GATES,
58421,5,Auxiliary Systems,MECHANICALLY OPERATED GATES,
58430,5,Auxiliary Systems,MECHANICALLY OPERATED RAMPS,
58431,5,Auxiliary Systems,MECHANICALLY OPERATED RAMPS,
58500,5,Auxiliary Systems,ELEVATING AND RETRACTING GEAR,
58600,5,Auxiliary Systems,AIRCRAFT RECOVERY SUPPORT SYSTEMS,
58610,5,Auxiliary Systems,ARRESTING GEAR AND BARRICADES,
58611,5,Auxiliary Systems,ARRESTING GEAR PENDANT ENGINE ONE,
58612,5,Auxiliary Systems,ARRESTING GEAR PENDANT ENGINE TWO,
58613,5,Auxiliary Systems,ARRESTING GEAR PENDANT ENGINE THREE,
58614,5,Auxiliary Systems,ARRESTING GEAR PENDANT ENGINE FOUR,
58615,5,Auxiliary Systems,ARRESTING GEAR BARRICADE ENGINE,
58800,5,Auxiliary Systems,"AIRCRAFT HANDLING, SERVICING AND STOWAGE",
58810,5,Auxiliary Systems,AIRCRAFT ELEVATORS,
58820,5,Auxiliary Systems,"HANDLING AND SUPPORT FACILITIES, AIRCRAFT/HELO",
58821,5,Auxiliary Systems,"HANDLING AND SUPPORT FACILITIES, AIRCRAFT/HELICOPTER - Helicopter Hanger",Helicopter Hanger
58822,5,Auxiliary Systems,"HANDLING AND SUPPORT FACILITIES, AIRCRAFT/HELICOPTER - Helicopter Hanger Door System",Helicopter Hanger Door System
58900,5,Auxiliary Systems,MISCELLANEOUS MECHANICAL HANDLING SYSTEMS,
58910,5,Auxiliary Systems,"CRANES, ROTATING",
58911,5,Auxiliary Systems,"CRANES, ROTATING - Crane #1",
58912,5,Auxiliary Systems,"CRANES, ROTATING - Crane #2",
58913,5,Auxiliary Systems,"CRANES, ROTATING - Crane #3",
58914,5,Auxiliary Systems,"CRANES, ROTATING - Crane #4",
58915,5,Auxiliary Systems,"CRANES, ROTATING - Crane #5",
58916,5,Auxiliary Systems,"CRANES, ROTATING - Crane #6",
58920,5,Auxiliary Systems,CRANES AND HOISTS,
58921,5,Auxiliary Systems,CRANES AND HOISTS - Overhead Crane #1,[Gantry type traveling cranes]
58922,5,Auxiliary Systems,CRANES AND HOISTS - Overhead Crane #2,[Gantry type traveling cranes]
58923,5,Auxiliary Systems,CRANES AND HOISTS - Overhead Crane #3,[Gantry type traveling cranes]
58930,5,Auxiliary Systems,PERSONNEL ELEVATORS,
58931,5,Auxiliary Systems,PERSONNEL ELEVATOR - NO. 1,
58932,5,Auxiliary Systems,PERSONNEL ELEVATOR - NO. 2,
58933,5,Auxiliary Systems,PERSONNEL ELEVATOR - NO. 3,
58950,5,Auxiliary Systems,SLEWING STERN RAMP SYSTEM,
58951,5,Auxiliary Systems,STERN RAMP,
58952,5,Auxiliary Systems,STERN DOOR,
58953,5,Auxiliary Systems,HYDRAULIC SYSTEM,
58954,5,Auxiliary Systems,CONTROL SYSTEM,
58960,5,Auxiliary Systems,SIDEPORT RAMP SYSTEM,
58961,5,Auxiliary Systems,PORTABLE RAMP,
58962,5,Auxiliary Systems,SIDE DOORS,
58963,5,Auxiliary Systems,HINGED PLATFORM,
58964,5,Auxiliary Systems,HYDRAULIC SYSTEM,
58965,5,Auxiliary Systems,CONTROL SYSTEM,
59000,5,Auxiliary Systems,SPECIAL PURPOSE SYSTEMS,
59100,5,Auxiliary Systems,SCIENTIFIC AND OCEAN ENGINEERING SYSTEMS,
59111,5,Auxiliary Systems,OCEANOGRAPHIC RESEARCH WINCH SYSTEMS - O Winch #1,
59112,5,Auxiliary Systems,OCEANOGRAPHIC RESEARCH WINCH SYSTEMS - O Winch #2,
59121,5,Auxiliary Systems,TRAWL / CORE RESEARCH WINCH SYSTEMS - T/C Winch #1,
59122,5,Auxiliary Systems,TRAWL / CORE RESEARCH WINCH SYSTEMS - T/C Winch #2,
59131,5,Auxiliary Systems,SCIENCE RESEARCH WIRES AND CABLES - 3x19 Science Wire,
59132,5,Auxiliary Systems,SCIENCE RESEARCH WIRES AND CABLES -Electromechanical Cable,
59133,5,Auxiliary Systems,SCIENCE RESEARCH WIRES AND CABLES -Coax Cable,
59141,5,Auxiliary Systems,OVERBOARDING SYSTEMS - A / J Frame #2,
59142,5,Auxiliary Systems,OVERBOARDING SYSTEMS - A / J Frame #1,
59151,5,Auxiliary Systems,SUPPORT SYSTEMS - Sheave Systems,
59152,5,Auxiliary Systems,SUPPORT SYSTEMS - Oceanographic Support Equipment,
59161,5,Auxiliary Systems,WIRE CONTROL AND MONITORING SYSTEM,Centralized Winch Control Systems
59162,5,Auxiliary Systems,WIRE CONTROL AND MONITORING SYSTEMS,Data Acquistion Systems
59200,5,Auxiliary Systems,SWIMMER AND DIVER SUPPORT AND PROTECTION SYSTEMS,
59210,5,Auxiliary Systems,SWIMMER AND DIVER SUPPORT FACILITIES,
59211,5,Auxiliary Systems,SWIMMER AND DIVER SUPPORT FACILITIES,
59212,5,Auxiliary Systems,SCBA SUPPORT FACILITIES,Support equipment for refilling Self Contained Breathing Apparatus
59300,5,Auxiliary Systems,ENVIRONMENTAL POLLUTION CONTROL SYSTEMS,
59310,5,Auxiliary Systems,SEWAGE AND WASTE WATER POLLUTION CONTROL SYSTEM,
59311,5,Auxiliary Systems,SEWAGE SYSTEM,
59312,5,Auxiliary Systems,PLUMBING WASTE WATER SYSTEM,
59320,5,Auxiliary Systems,OIL POLLUTION CONTROL SYSTEM,
59321,5,Auxiliary Systems,OIL POLLUTION CONTROL SYSTEM,
59330,5,Auxiliary Systems,SOLID AND INDUSTRIAL WASTE POLLUTION CONTROL,
59331,5,Auxiliary Systems,SOLID WASTE POLLUTION CONTROL,
59332,5,Auxiliary Systems,INDUSTRIAL WASTE POLLUTION CONTROL,
59500,5,Auxiliary Systems,"TOWING, LAUNCHING AND HANDLING FOR UNDERWATER SYS.",
59510,5,Auxiliary Systems,"TOWING, LAUNCHING, AND HANDLING FOR ACOUSTIC CM",
59511,5,Auxiliary Systems,"TOWING, LAUNCHING, AND HANDLING FOR ACOUSTIC CM",Towing System No. 1
59520,5,Auxiliary Systems,"TOWING, LAUNCHING, AND HANDLING FOR TOWED SONAR",
59521,5,Auxiliary Systems,"TOWING, LAUNCHING, AND HANDLING FOR TOWED SONAR",
59700,5,Auxiliary Systems,SALVAGE SUPPORT SYSTEMS,
59710,5,Auxiliary Systems,SURVIVOR AND SALVAGE SUPPORT SYSTEM,
59711,5,Auxiliary Systems,SURVIVOR AND SALVAGE SUPPORT SYSTEM,
59800,5,Auxiliary Systems,AUXILIARY SYSTEMS OPERATING FLUIDS,
59900,5,Auxiliary Systems,AUXILIARY SYSTEMS REPAIR PARTS AND TOOLS,
59910,5,Auxiliary Systems,AUXILIARY SYSTEMS MISCELLANEOUS PARTS,
59911,5,Auxiliary Systems,AUXILIARY SYSTEMS MISCELLANEOUS PARTS,
59920,5,Auxiliary Systems,AUXILIARY SYSTEMS SPECIAL TOOLS,
59921,5,Auxiliary Systems,AUXILIARY SYSTEMS SPECIAL TOOLS,
6000,6,Outfit & Furnishings,SUBSYSTEM CHARACTERISTICS (INTERFACES AND CNO CONT.),
60000,6,Outfit & Furnishings,"OUTFIT AND FURNISHINGS, GENERAL",
60100,6,Outfit & Furnishings,GENERAL ARRANGEMENT - OUTFIT AND FURN. DRAWINGS,
60200,6,Outfit & Furnishings,HULL DESIGNATING AND MARKING,
60210,6,Outfit & Furnishings,LABEL PLATES (MANUFACTURE),
60211,6,Outfit & Furnishings,LABEL PLATES (MANUFACTURE),
60300,6,Outfit & Furnishings,DRAFT MARKS,
60400,6,Outfit & Furnishings,"LOCKS, KEYS, AND TAGS",
60500,6,Outfit & Furnishings,RODENT AND VERMIN PROOFING,
6100,6,Outfit & Furnishings,HULL STRUCTURE,
61000,6,Outfit & Furnishings,SHIP FITTINGS,
61100,6,Outfit & Furnishings,HULL FITTINGS,
61110,6,Outfit & Furnishings,HULL FITTINGS,
61111,6,Outfit & Furnishings,HULL FITTINGS,
61200,6,Outfit & Furnishings,"RAILS, STANCHIONS, AND LIFELINES",
61210,6,Outfit & Furnishings,"RAILS, STANCHIONS, AND LIFELINES",
61211,6,Outfit & Furnishings,"RAILS, STANCHIONS, AND LIFELINES",
61220,6,Outfit & Furnishings,SAFETY NETS,
61221,6,Outfit & Furnishings,SAFETY NETS,
61300,6,Outfit & Furnishings,RIGGING AND CANVAS,
61310,6,Outfit & Furnishings,RIGGING AND CANVAS (STANDING),
61311,6,Outfit & Furnishings,RIGGING AND CANVAS (STANDING),
6200,6,Outfit & Furnishings,PROPULSION PLANT,
62000,6,Outfit & Furnishings,HULL COMPARTMENTATION,
62100,6,Outfit & Furnishings,NON-STRUCTURAL BULKHEADS,
62110,6,Outfit & Furnishings,NON-STRUCTURAL BULKHEADS,
62111,6,Outfit & Furnishings,NON-STRUCTURAL BULKHEADS,
62200,6,Outfit & Furnishings,FLOOR PLATES AND GRATINGS,
62210,6,Outfit & Furnishings,FLOOR PLATES AND GRATINGS,
62211,6,Outfit & Furnishings,"FLOOR PLATES AND GRATINGS, WITHIN MACHINERY SPACES",
62212,6,Outfit & Furnishings,"FLOOR PLATES AND GRATINGS, OUTSIDE MACHINERY SPACES",
62300,6,Outfit & Furnishings,LADDERS,
62310,6,Outfit & Furnishings,"LADDERS, OTHER THAN ACCOMMODATION",
62311,6,Outfit & Furnishings,"LADDERS WITHIN MACHINERY SPACES, OTHER THAN ACCOMMODATION",
62312,6,Outfit & Furnishings,"LADDERS OUTSIDE MACHINERY SPACES, OTHER THAN ACCOMMODATION",
62320,6,Outfit & Furnishings,"LADDERS, ACCOMMODATION",
62321,6,Outfit & Furnishings,"LADDERS, ACCOMMODATION",
62400,6,Outfit & Furnishings,NON-STRUCTURAL CLOSURES,
62410,6,Outfit & Furnishings,NON-STRUCTURAL CLOSURES,
62411,6,Outfit & Furnishings,"NON-STRUCTURAL CLOSURES, WITHIN MACHINERY SPACES",
62500,6,Outfit & Furnishings,"AIRPORTS, FIXED PORTLIGHTS, AND WINDOWS",
62510,6,Outfit & Furnishings,"AIRPORTS, FIXED PORTLIGHTS, AND WINDOWS",
62511,6,Outfit & Furnishings,"AIRPORTS, FIXED PORTLIGHTS, AND WINDOWS",
6300,6,Outfit & Furnishings,ELECTRIC PLANT,
63000,6,Outfit & Furnishings,PRESERVATIVES AND COVERINGS,
63010,6,Outfit & Furnishings,CORROSION PREVENTIVE,
63011,6,Outfit & Furnishings,"CORROSION PREVENTIVE, LIQUID",
63012,6,Outfit & Furnishings,"CORROSION PREVENTIVE, PASTE",
63013,6,Outfit & Furnishings,"CORROSION PREVENTIVE, DESICCANT",
63014,6,Outfit & Furnishings,"CORROSION PREVENTIVE, DIELECTRIC MATERIAL               INST",
63100,6,Outfit & Furnishings,PAINTING,
63110,6,Outfit & Furnishings,"PAINTING, INTERIOR",
63111,6,Outfit & Furnishings,"PAINTING, BILGE",
63112,6,Outfit & Furnishings,"PAINTING, WITHIN MACHINERY SPACES",
63113,6,Outfit & Furnishings,"PAINTING, OUTSIDE MACHINERY SPACES",
63120,6,Outfit & Furnishings,"PAINTING, EXTERIOR",
63121,6,Outfit & Furnishings,"PAINTING, EXTERIOR",
63130,6,Outfit & Furnishings,"PAINTING AND BLASTING, UNDERWATER HULL, SURFACE SHIPS",
63131,6,Outfit & Furnishings,"PAINTING AND BLASTING, UNDERWATER HULL",
63140,6,Outfit & Furnishings,"PAINTING AND BLASTING, FREEBOARD, SURFACE SHIPS",
63141,6,Outfit & Furnishings,"PAINTING AND BLASTING, FREEBOARD, SURFACE SHIPS",
63151,6,Outfit & Furnishings,"PAINTING, EXTERIOR & BUILT-IN TANKS, SUBMARINES",
63200,6,Outfit & Furnishings,ZINC AND METALLIC COATINGS,
63210,6,Outfit & Furnishings,ZINC COATINGS,
63211,6,Outfit & Furnishings,ZINC COATINGS,
63212,6,Outfit & Furnishings,GALVANIZING,
63220,6,Outfit & Furnishings,FLAME SPRAY ALUMINUM,
63221,6,Outfit & Furnishings,"FLAME SPRAY ALUMINUM, STRUCTURAL COATINGS",
63222,6,Outfit & Furnishings,"FLAME SPRAY ALUMINUM, STRUCTURAL COATINGS",
63230,6,Outfit & Furnishings,METALLIC CLADDINGS AND METALLIC SPECIAL PURPOSE COATINGS,
63231,6,Outfit & Furnishings,METALLIC CLADDINGS,
63232,6,Outfit & Furnishings,METALLIC SPECIAL PURPOSE COATINGS,
63300,6,Outfit & Furnishings,CATHODIC PROTECTION,
63310,6,Outfit & Furnishings,"CATHODIC PROTECTION, SACRIFICIAL ANODE",
63311,6,Outfit & Furnishings,"CATHODIC PROTECTION, SACRIFICIAL ANODE",
63320,6,Outfit & Furnishings,"CATHODIC PROTECTION, IMPRESSED CURRENT",
63321,6,Outfit & Furnishings,"CATHODIC PROTECTION, IMPRESSED CURRENT",
63400,6,Outfit & Furnishings,DECK COVERING,
63410,6,Outfit & Furnishings,DECK COVERING,
63411,6,Outfit & Furnishings,DECK COVERING,
63420,6,Outfit & Furnishings,"DECK COVERING, NON-SKID FLIGHT AND HANGAR",
63421,6,Outfit & Furnishings,"DECK COVERING, NON-SKID FLIGHT AND HANGAR",
63500,6,Outfit & Furnishings,HULL INSULATION,
63510,6,Outfit & Furnishings,HULL INSULATION,
63511,6,Outfit & Furnishings,HULL INSULATION,
